baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,description,entrez,ensembl
1343.509759196626,-0.5143039040829734,0.10870532442113556,-4.731174915503747,2.232240701782808e-6,0.047149388103056473,Igf1,insulin-like growth factor 1,16000,ENSMUSG00000020053
