"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","ensembl","result"
207.095443728719,-0.580940893891689,0.186526704918572,-3.11451861086217,0.00184245333056447,0.0270301931422527,"Or10ak16","olfactory receptor family 10 subfamily AK member 16","258331","ENSMUSG00000073768","HPP_vs_STR_H3K27me3"
162.300127196924,-0.580232408062748,0.204941693833972,-2.83120724342606,0.00463726634915261,0.0467127489043291,"Gm9","predicted gene 9","194854","ENSMUSG00000073243","HPP_vs_STR_H3K27me3"
512.329463974987,-0.545189689524021,0.138619738782141,-3.93298742526747,8.38966281821699e-05,0.00297203538791821,"Myt1","myelin transcription factor 1","17932","ENSMUSG00000010505","HPP_vs_STR_H3K27me3"
281.964412886385,-0.537819489926744,0.163544765867243,-3.28851545370346,0.00100717255048887,0.0179777386732231,"Krtap10-4","keratin associated protein 10-4","100191037","ENSMUSG00000069582","HPP_vs_STR_H3K27me3"
451.861846018019,-0.537441486608667,0.178188199419922,-3.01614522374807,0.00256010613287139,0.0328592570808694,"A330074K22Rik","RIKEN cDNA A330074K22 gene","434353","ENSMUSG00000097960","HPP_vs_STR_H3K27me3"
973.538924156855,-0.536038455229574,0.132871990856832,-4.03424718612932,5.4777630842443e-05,0.0022085468673988,"Smc1b","structural maintenance of chromosomes 1B","140557","ENSMUSG00000022432","HPP_vs_STR_H3K27me3"
281.676794033089,-0.533962355458656,0.178081929368936,-2.9984084143228,0.00271393712340616,0.0341517801988875,"Dixdc1","DIX domain containing 1","330938","ENSMUSG00000032064","HPP_vs_STR_H3K27me3"
302.150911734862,-0.527310233173003,0.181021910678778,-2.91296358101484,0.00358016352937939,0.040141083353456,"Pde6c","phosphodiesterase 6C, cGMP specific, cone, alpha prime","110855","ENSMUSG00000024992","HPP_vs_STR_H3K27me3"
344.703846803108,-0.516238330019382,0.153417647138505,-3.36492143927436,0.00076565456003281,0.0151153825931934,"Iqcf3","IQ motif containing F3","68265","ENSMUSG00000118396","HPP_vs_STR_H3K27me3"
202.672295843675,-0.51619334546423,0.184509172673587,-2.79765682098321,0.00514747722055724,0.0495723771781294,"Sun3","Sad1 and UNC84 domain containing 3","194974","ENSMUSG00000040985","HPP_vs_STR_H3K27me3"
273.154315766227,-0.514960184859959,0.181600299626198,-2.83567915867949,0.00457283589698217,0.0464293601543873,"Babam2","BRISC and BRCA1 A complex member 2","107976","ENSMUSG00000052139","HPP_vs_STR_H3K27me3"
1341.51610162519,-0.514847828807397,0.117996231199145,-4.36325655129168,1.2814052317559e-05,0.000749783970985548,"D6Ertd527e","DNA segment, Chr 6, ERATO Doi 527, expressed","52372","ENSMUSG00000090891","HPP_vs_STR_H3K27me3"
245.792687939347,-0.514771409153496,0.179797126282497,-2.86306805785476,0.00419560433145106,0.0441295639522563,"Csta1","cystatin A1","209294","ENSMUSG00000034362","HPP_vs_STR_H3K27me3"
281.950544735294,-0.499226911571851,0.164071937865916,-3.0427318532669,0.00234441137286693,0.031146081583137,"9530020I12Rik","RIKEN cDNA 9530020I12 gene","77442","ENSMUSG00000112041","HPP_vs_STR_H3K27me3"
873.573006113738,-0.498334900639784,0.125707141665079,-3.96425289795783,7.36261669153755e-05,0.00269984822028146,"4930549C15Rik","RIKEN cDNA 4930549C15 gene","75243","ENSMUSG00000114048","HPP_vs_STR_H3K27me3"
545.992246071035,-0.498250308073838,0.150658401493058,-3.30715249289829,0.000942495699794681,0.0170681232427622,"Syn2","synapsin II","20965","ENSMUSG00000009394","HPP_vs_STR_H3K27me3"
2041.5625914143,-0.491436900725847,0.110880487194798,-4.43213150626293,9.33060777613741e-06,0.000575020877702035,"Cacna1a","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","12286","ENSMUSG00000034656","HPP_vs_STR_H3K27me3"
451.958422976241,-0.488395687962555,0.134198538417555,-3.63935176732643,0.00027332521903699,0.0071452502421799,"Lypd8","LY6/PLAUR domain containing 8","70163","ENSMUSG00000013643","HPP_vs_STR_H3K27me3"
836.867382570056,-0.484733027501777,0.122724723057464,-3.9497585769642,7.8230058508276e-05,0.00281668890440266,"Kcna3","potassium voltage-gated channel, shaker-related subfamily, member 3","16491","ENSMUSG00000047959","HPP_vs_STR_H3K27me3"
573.676586656534,-0.48419841393178,0.157210542079739,-3.07993603689877,0.00207045054685039,0.0287262441913911,"Trmu","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","72026","ENSMUSG00000022386","HPP_vs_STR_H3K27me3"
521.802401008295,-0.473171745952352,0.142665174834935,-3.31665906903921,0.000911007108540623,0.0167510220097887,"Cyp39a1","cytochrome P450, family 39, subfamily a, polypeptide 1","56050","ENSMUSG00000023963","HPP_vs_STR_H3K27me3"
364.179510164652,-0.470992628065104,0.157957043377475,-2.98177667797667,0.00286580963435582,0.0350558811725579,"Hpd","4-hydroxyphenylpyruvic acid dioxygenase","15445","ENSMUSG00000029445","HPP_vs_STR_H3K27me3"
319.168457688226,-0.467294449900853,0.154839087767842,-3.01793595297778,0.00254502686245074,0.0328592570808694,"Rrp1b","ribosomal RNA processing 1B","72462","ENSMUSG00000058392","HPP_vs_STR_H3K27me3"
