"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Region","Comparison"
"295","BP","GO:0042113","B cell activation","3/14","255/19219",0.000754050184122898,0.043709175530772,0.0232754742764482,"Bank1/Il6/Inpp5d",3,"HPP vs CTX","HPP","CTX"
"296","BP","GO:0042129","regulation of T cell proliferation","1/1","169/19219",0.00879338154950826,0.014336239654039,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"297","BP","GO:0042246","tissue regeneration","1/1","56/19219",0.00291378323534008,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"298","BP","GO:0042326","negative regulation of phosphorylation","1/1","345/19219",0.0179509860034343,0.0204084315049662,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"299","BP","GO:0042445","hormone metabolic process","1/1","204/19219",0.0106144960715958,0.0152882529625372,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"300","BP","GO:0042446","hormone biosynthetic process","1/1","55/19219",0.00286175139185185,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"301","BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","1/1","62/19219",0.00322597429626914,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"302","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","1/1","48/19219",0.00249752848743423,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"303","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","4/112","48/19219",0.000174513288496507,0.0459406231967055,0.0397247354077576,"Csf1r/Hes1/Il6/Il6ra",4,"VTA vs CTX","VTA","CTX"
"304","BP","GO:0042552","myelination","1/1","152/19219",0.00790884021020855,0.0139455346672162,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"305","BP","GO:0042593","glucose homeostasis","1/1","253/19219",0.0131640564025183,0.0173919285317942,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"306","BP","GO:0042692","muscle cell differentiation","1/1","385/19219",0.0200322597429629,0.0217550340808577,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"307","BP","GO:0042982","amyloid precursor protein metabolic process","1/1","59/19219",0.00306987876580456,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"308","BP","GO:0042987","amyloid precursor protein catabolic process","1/1","46/19219",0.00239346480045799,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"309","BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/1","71/19219",0.00369426088766323,0.0113315338291845,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"310","BP","GO:0043255","regulation of carbohydrate biosynthetic process","1/1","95/19219",0.00494302513138023,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"311","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/1","186/19219",0.00967792288880798,0.0148449495158834,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"312","BP","GO:0043388","positive regulation of DNA binding","1/1","51/19219",0.00265362401789893,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"313","BP","GO:0043401","steroid hormone mediated signaling pathway","1/1","102/19219",0.00530724803579785,0.0118779141814381,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"314","BP","GO:0043403","skeletal muscle tissue regeneration","1/1","37/19219",0.00192517820906379,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"315","BP","GO:0043409","negative regulation of MAPK cascade","1/1","165/19219",0.00858525417555556,0.0142554599037712,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"316","BP","GO:0043410","positive regulation of MAPK cascade","1/1","452/19219",0.023518393256673,0.024278493418961,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"317","BP","GO:0043434","response to peptide hormone","1/1","326/19219",0.016962380977158,0.0197651778338987,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"318","BP","GO:0043467","regulation of generation of precursor metabolites and energy","1/1","129/19219",0.00671210780997966,0.0131576698224511,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"319","BP","GO:0043470","regulation of carbohydrate catabolic process","1/1","55/19219",0.00286175139185185,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"320","BP","GO:0043491","protein kinase B signaling","1/1","171/19219",0.00889744523648461,0.014336239654039,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"321","BP","GO:0043500","muscle adaptation","1/1","107/19219",0.00556740725323912,0.0119660997236192,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"322","BP","GO:0043502","regulation of muscle adaptation","1/1","88/19219",0.00457880222696283,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"323","BP","GO:0043534","blood vessel endothelial cell migration","1/1","107/19219",0.00556740725323912,0.0119660997236192,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"324","BP","GO:0043535","regulation of blood vessel endothelial cell migration","1/1","84/19219",0.0043706748530099,0.0116910169713516,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"325","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","1/1","52/19219",0.00270565586138705,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"326","BP","GO:0043542","endothelial cell migration","1/1","206/19219",0.0107185597585725,0.015316257760276,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"327","BP","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","1/1","20/19219",0.00104063686976419,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"328","BP","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","1/1","10/19219",0.000520318434882094,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"329","BP","GO:0043583","ear development","1/1","220/19219",0.0114470055674073,0.0159692514427523,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"330","BP","GO:0043931","ossification involved in bone maturation","1/1","25/19219",0.00130079608720535,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"331","BP","GO:0044042","glucan metabolic process","1/1","75/19219",0.00390238826161604,0.0113315338291845,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"332","BP","GO:0044262","cellular carbohydrate metabolic process","1/1","275/19219",0.0143087569592589,0.0182386268283512,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"333","BP","GO:0044264","cellular polysaccharide metabolic process","1/1","92/19219",0.00478692960091553,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"334","BP","GO:0044342","type B pancreatic cell proliferation","1/1","33/19219",0.00171705083511098,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"335","BP","GO:0045124","regulation of bone resorption","2/14","47/19219",0.000522784805545212,0.0394992964189716,0.0210336810652109,"Il6/Inpp5d",2,"HPP vs CTX","HPP","CTX"
"336","BP","GO:0045428","regulation of nitric oxide biosynthetic process","1/1","62/19219",0.00322597429626914,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"337","BP","GO:0045444","fat cell differentiation","1/1","225/19219",0.0117071647848482,0.0160837374538709,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"338","BP","GO:0045445","myoblast differentiation","1/1","96/19219",0.00499505697486857,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"339","BP","GO:0045471","response to ethanol","1/1","68/19219",0.00353816535719853,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"340","BP","GO:0045598","regulation of fat cell differentiation","1/1","126/19219",0.00655601227951497,0.0130879215727082,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"341","BP","GO:0045600","positive regulation of fat cell differentiation","1/1","65/19219",0.00338206982673395,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"342","BP","GO:0045646","regulation of erythrocyte differentiation","4/112","44/19219",0.000123951991656253,0.0435071490713446,0.0376205167658451,"Ets1/Inpp5d/Spi1/Tal1",4,"VTA vs CTX","VTA","CTX"
"343","BP","GO:0045667","regulation of osteoblast differentiation","1/1","140/19219",0.0072844580883501,0.0136428562773567,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"344","BP","GO:0045669","positive regulation of osteoblast differentiation","1/1","68/19219",0.00353816535719853,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"345","BP","GO:0045725","positive regulation of glycogen biosynthetic process","1/1","16/19219",0.000832509495811484,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"346","BP","GO:0045779","negative regulation of bone resorption","2/14","16/19219",5.87871225254035e-05,0.0176948252220889,0.00942263138761391,"Il6/Inpp5d",2,"HPP vs CTX","HPP","CTX"
"347","BP","GO:0045785","positive regulation of cell adhesion","1/1","445/19219",0.0231541703522555,0.0240856599641279,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"348","BP","GO:0045787","positive regulation of cell cycle","1/1","306/19219",0.0159217441073936,0.0192522425494314,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"349","BP","GO:0045821","positive regulation of glycolytic process","1/1","19/19219",0.000988605026276068,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"350","BP","GO:0045834","positive regulation of lipid metabolic process","1/1","161/19219",0.00837712680160252,0.0142143886468458,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"351","BP","GO:0045840","positive regulation of mitotic nuclear division","1/1","36/19219",0.00187314636557567,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"352","BP","GO:0045860","positive regulation of protein kinase activity","1/1","316/19219",0.0164420625422756,0.0194470704382768,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"353","BP","GO:0045861","negative regulation of proteolysis","1/1","303/19219",0.0157656485769289,0.0191515596806988,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"354","BP","GO:0045913","positive regulation of carbohydrate metabolic process","1/1","75/19219",0.00390238826161604,0.0113315338291845,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"355","BP","GO:0045927","positive regulation of growth","1/1","274/19219",0.0142567251157707,0.0182386268283512,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"356","BP","GO:0045936","negative regulation of phosphate metabolic process","1/1","394/19219",0.0205005463343565,0.0220431617020903,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"357","BP","GO:0045940","positive regulation of steroid metabolic process","1/1","40/19219",0.00208127373952849,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"358","BP","GO:0045981","positive regulation of nucleotide metabolic process","1/1","38/19219",0.00197721005255214,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"359","BP","GO:0046006","regulation of activated T cell proliferation","1/1","38/19219",0.00197721005255214,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"360","BP","GO:0046031","ADP metabolic process","1/1","88/19219",0.00457880222696283,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"361","BP","GO:0046034","ATP metabolic process","1/1","173/19219",0.00900150892346119,0.0143730404868242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"362","BP","GO:0046209","nitric oxide metabolic process","1/1","78/19219",0.00405848379208062,0.0115648186016267,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"363","BP","GO:0046323","glucose import","1/1","75/19219",0.00390238826161604,0.0113315338291845,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"364","BP","GO:0046324","regulation of glucose import","1/1","61/19219",0.00317394245278113,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"365","BP","GO:0046326","positive regulation of glucose import","1/1","40/19219",0.00208127373952849,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"366","BP","GO:0046578","regulation of Ras protein signal transduction","1/1","175/19219",0.00910557261043743,0.0143730404868242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"367","BP","GO:0046579","positive regulation of Ras protein signal transduction","1/1","66/19219",0.00343410167022218,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"368","BP","GO:0046620","regulation of organ growth","1/1","108/19219",0.00561943909672724,0.0119660997236192,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"369","BP","GO:0046622","positive regulation of organ growth","1/1","54/19219",0.00280971954836362,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"370","BP","GO:0046651","lymphocyte proliferation","1/1","281/19219",0.0146209480201881,0.0182739175825146,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"371","BP","GO:0046850","regulation of bone remodeling","2/14","56/19219",0.000741978877120888,0.043709175530772,0.0232754742764482,"Il6/Inpp5d",2,"HPP vs CTX","HPP","CTX"
"372","BP","GO:0046851","negative regulation of bone remodeling","2/14","18/19219",7.48912000058423e-05,0.0176948252220889,0.00942263138761391,"Il6/Inpp5d",2,"HPP vs CTX","HPP","CTX"
"373","BP","GO:0046885","regulation of hormone biosynthetic process","1/1","28/19219",0.00145689161767004,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"374","BP","GO:0046886","positive regulation of hormone biosynthetic process","1/1","14/19219",0.00072844580883491,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"375","BP","GO:0046889","positive regulation of lipid biosynthetic process","1/1","96/19219",0.00499505697486857,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"376","BP","GO:0046890","regulation of lipid biosynthetic process","1/1","179/19219",0.00931369998439036,0.0145744642407031,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"377","BP","GO:0046939","nucleotide phosphorylation","1/1","96/19219",0.00499505697486857,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"378","BP","GO:0048009","insulin-like growth factor receptor signaling pathway","1/1","31/19219",0.00161298714813474,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"379","BP","GO:0048015","phosphatidylinositol-mediated signaling","1/1","144/19219",0.00749258546230291,0.0137474067014919,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"380","BP","GO:0048016","inositol phosphate-mediated signaling","1/1","49/19219",0.00254956033092246,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"381","BP","GO:0048017","inositol lipid-mediated signaling","1/1","146/19219",0.00759664914927938,0.0137499349601957,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"382","BP","GO:0048144","fibroblast proliferation","1/1","127/19219",0.00660804412300331,0.0131434723765231,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"383","BP","GO:0048145","regulation of fibroblast proliferation","1/1","109/19219",0.00567147094021536,0.0119829133094823,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"384","BP","GO:0048146","positive regulation of fibroblast proliferation","1/1","69/19219",0.00359019720068687,0.0112686536414623,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"385","BP","GO:0048285","organelle fission","1/1","466/19219",0.0242468390655082,0.0246094086216279,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"386","BP","GO:0048286","lung alveolus development","1/1","59/19219",0.00306987876580456,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"387","BP","GO:0048477","oogenesis","1/1","95/19219",0.00494302513138023,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"388","BP","GO:0048511","rhythmic process","1/1","271/19219",0.0141006295853063,0.0181437011014724,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"389","BP","GO:0048511","rhythmic process","1/1","271/19219",0.0141006295853063,0.0194807222019877,NA,"Hlf",1,"STR vs CTX","STR","CTX"
"390","BP","GO:0048515","spermatid differentiation","1/3","201/19219",0.0310498097974904,0.038812262246863,0.00817100257828695,"Sly",1,"CTX vs STR","CTX","STR"
"391","BP","GO:0048545","response to steroid hormone","1/1","198/19219",0.0103023050106665,0.0152429199476619,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"392","BP","GO:0048588","developmental cell growth","1/1","238/19219",0.012383578750195,0.0166031685465578,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"393","BP","GO:0048599","oocyte development","1/1","54/19219",0.00280971954836362,0.0112352268360164,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"394","BP","GO:0048608","reproductive structure development","1/1","279/19219",0.0145168843332119,0.0182739175825146,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"395","BP","GO:0048638","regulation of developmental growth","1/1","346/19219",0.0180030178469223,0.0204084315049662,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"396","BP","GO:0048639","positive regulation of developmental growth","1/1","192/19219",0.00999011394973726,0.0150266810933721,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"397","BP","GO:0048640","negative regulation of developmental growth","10/444","109/19219",0.00021733890044796,0.0197361348117679,0.0189089503606206,"Cited2/Epha7/G6pd2/Plac8/Rgs2/Sema3a/Sema3d/Sema3e/Sema4b/Slit2",10,"HPP vs PFC","HPP","PFC"
"398","BP","GO:0048659","smooth muscle cell proliferation","1/1","164/19219",0.0085332223320671,0.0142554599037712,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"399","BP","GO:0048660","regulation of smooth muscle cell proliferation","1/1","159/19219",0.00827306311462617,0.0141712090575458,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"400","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","1/1","93/19219",0.00483896144440388,0.0118441743989242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"401","BP","GO:0048732","gland development","1/1","418/19219",0.0217493105780736,0.0229764117585486,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"402","BP","GO:0048738","cardiac muscle tissue development","1/1","236/19219",0.0122795150632187,0.0165043977211083,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"403","BP","GO:0048754","branching morphogenesis of an epithelial tube","1/1","160/19219",0.00832509495811429,0.0142143886468458,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"404","BP","GO:0048771","tissue remodeling","1/1","175/19219",0.00910557261043743,0.0143730404868242,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"405","BP","GO:0048799","animal organ maturation","1/1","30/19219",0.00156095530464662,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"406","BP","GO:0048839","inner ear development","1/1","189/19219",0.00983401841927256,0.0149529952442317,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"407","BP","GO:0048846","axon extension involved in axon guidance","5/444","30/19219",0.000569014462607801,0.0449805932691466,0.0430953585101382,"Sema3a/Sema3d/Sema3e/Sema4b/Slit2",5,"HPP vs PFC","HPP","PFC"
"408","BP","GO:0048864","stem cell development","9/444","81/19219",0.000103516688798847,0.0130927907992781,0.0125440433837086,"Cited2/Ednrb/Kitl/Ptprc/Sema3a/Sema3d/Sema3e/Sema4b/Zeb2",9,"HPP vs PFC","HPP","PFC"
"409","BP","GO:0050427","3'-phosphoadenosine 5'-phosphosulfate metabolic process","7/992","11/19219",2.62780276294812e-07,0.000116674442674896,0.000116397831857744,"Papss1/Sult2a1/Sult2a2/Sult2a3/Sult2a5/Sult2a6/Sult2a8",7,"HPP vs STR","HPP","STR"
"410","BP","GO:0050435","amyloid-beta metabolic process","1/1","48/19219",0.00249752848743423,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"411","BP","GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","1/1","19/19219",0.000988605026276068,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"412","BP","GO:0050654","chondroitin sulfate proteoglycan metabolic process","1/1","36/19219",0.00187314636557567,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"413","BP","GO:0050670","regulation of lymphocyte proliferation","1/1","217/19219",0.0112909100369427,0.0158833268136267,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"414","BP","GO:0050671","positive regulation of lymphocyte proliferation","1/1","126/19219",0.00655601227951497,0.0130879215727082,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"415","BP","GO:0050673","epithelial cell proliferation","1/1","458/19219",0.0238305843176025,0.024475544004682,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"416","BP","GO:0050678","regulation of epithelial cell proliferation","1/1","385/19219",0.0200322597429629,0.0217550340808577,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"417","BP","GO:0050679","positive regulation of epithelial cell proliferation","1/1","202/19219",0.0105104323846194,0.0152882529625372,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"418","BP","GO:0050708","regulation of protein secretion","1/1","267/19219",0.0138925022113532,0.0180469586142698,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"419","BP","GO:0050714","positive regulation of protein secretion","1/1","141/19219",0.00733648993183822,0.0136428562773567,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"420","BP","GO:0050727","regulation of inflammatory response","1/1","308/19219",0.0160258077943701,0.0192522425494314,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"421","BP","GO:0050728","negative regulation of inflammatory response","1/1","124/19219",0.00645194859253861,0.0129755855027721,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"422","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","1/1","230/19219",0.0119673240022894,0.0162051295093345,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"423","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","1/1","164/19219",0.0085332223320671,0.0142554599037712,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"424","BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","1/1","47/19219",0.00244549664394611,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"425","BP","GO:0050767","regulation of neurogenesis","1/1","402/19219",0.0209168010822623,0.0223579192670639,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"426","BP","GO:0050769","positive regulation of neurogenesis","1/1","270/19219",0.0140485977418181,0.0181196878237701,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"427","BP","GO:0050798","activated T cell proliferation","1/1","46/19219",0.00239346480045799,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"428","BP","GO:0050803","regulation of synapse structure or activity","21/444","237/19219",1.59991296628218e-07,4.21577066615353e-05,4.03907852364921e-05,"Adgrb3/Adgrl3/Cbln2/Cntnap4/Ctnna2/Epha7/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Nrxn1/Slitrk1/Slitrk5/Slitrk6/Snca",21,"HPP vs PFC","HPP","PFC"
"429","BP","GO:0050803","regulation of synapse structure or activity","31/992","237/19219",1.85568593489726e-06,0.000588517539353132,0.000587122286770502,"Abhd17c/Abi2/Adgrb3/Adgrl3/Cbln2/Chrna7/Cntnap4/Ctnna2/Disc1/Epha7/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Negr1/Nlgn1/Nrxn1/Ppfia2/Ppp1r9a/Ptprd/Slitrk1/Slitrk5/Slitrk6/Snca/Zfp804a",31,"HPP vs STR","HPP","STR"
"430","BP","GO:0050807","regulation of synapse organization","21/444","230/19219",9.61091182298964e-08,2.7627002894812e-05,2.64690949536499e-05,"Adgrb3/Adgrl3/Cbln2/Cntnap4/Ctnna2/Epha7/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Nrxn1/Slitrk1/Slitrk5/Slitrk6/Snca",21,"HPP vs PFC","HPP","PFC"
"431","BP","GO:0050807","regulation of synapse organization","31/992","230/19219",9.70439772495399e-07,0.000331442506913813,0.000330656725721509,"Abhd17c/Abi2/Adgrb3/Adgrl3/Cbln2/Chrna7/Cntnap4/Ctnna2/Disc1/Epha7/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Negr1/Nlgn1/Nrxn1/Ppfia2/Ppp1r9a/Ptprd/Slitrk1/Slitrk5/Slitrk6/Snca/Zfp804a",31,"HPP vs STR","HPP","STR"
"432","BP","GO:0050808","synapse organization","28/444","429/19219",8.89725445225725e-07,0.000165488932811985,0.000158552930734343,"Adgrb3/Adgrl3/Cacnb2/Cbln2/Cdh9/Cntn5/Cntnap4/Ctnna2/Epha3/Epha5/Epha7/Gabrg2/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Nrxn1/Sema3e/Slitrk1/Slitrk5/Slitrk6/Snca",28,"HPP vs PFC","HPP","PFC"
"433","BP","GO:0050808","synapse organization","43/992","429/19219",2.54340226447188e-05,0.00537747907345483,0.00536473018992364,"Abhd17c/Abi2/Adgrb3/Adgrl3/Cacnb2/Cbln2/Cdh9/Chrna7/Cntn5/Cntnap4/Ctnna2/Disc1/Epha3/Epha5/Epha7/Fgf13/Gabra2/Gabrb3/Gabrg2/Gpc6/Gpm6a/Grid2/Lrfn5/Lrrtm1/Lrrtm3/Lrrtm4/Marcks/Mdga2/Mef2c/Negr1/Nlgn1/Nrxn1/Pclo/Ppfia2/Ppfibp2/Ppp1r9a/Ptprd/Sema3e/Slitrk1/Slitrk5/Slitrk6/Snca/Zfp804a",43,"HPP vs STR","HPP","STR"
"434","BP","GO:0050810","regulation of steroid biosynthetic process","1/1","74/19219",0.00385035641812781,0.0113315338291845,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"435","BP","GO:0050821","protein stabilization","1/1","165/19219",0.00858525417555556,0.0142554599037712,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"436","BP","GO:0050848","regulation of calcium-mediated signaling","1/1","82/19219",0.00426661116603366,0.0116420596138506,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"437","BP","GO:0050850","positive regulation of calcium-mediated signaling","1/1","40/19219",0.00208127373952849,0.0111646069329911,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"438","BP","GO:0050863","regulation of T cell activation","1/1","330/19219",0.0171705083511109,0.0199221923817376,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"439","BP","GO:0050864","regulation of B cell activation","3/14","129/19219",0.000101873916191212,0.0176948252220889,0.00942263138761391,"Bank1/Il6/Inpp5d",3,"HPP vs CTX","HPP","CTX"
"440","BP","GO:0050867","positive regulation of cell activation","1/1","361/19219",0.0187834954992455,0.020986498057799,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"441","BP","GO:0050869","negative regulation of B cell activation","2/14","38/19219",0.000341255160269558,0.0331505012833285,0.0176528985161997,"Bank1/Inpp5d",2,"HPP vs CTX","HPP","CTX"
"442","BP","GO:0050870","positive regulation of T cell activation","1/1","214/19219",0.011134814506478,0.0157453236380666,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"443","BP","GO:0050890","cognition","1/1","307/19219",0.015973775950882,0.0192522425494314,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"444","BP","GO:0050906","detection of stimulus involved in sensory perception","1/1","158/19219",0.00822103127113805,0.0141266455070505,NA,"Igf1",1,"PFC vs STR","PFC","STR"
"445","BP","GO:0050919","negative chemotaxis","7/444","36/19219",1.56601471851349e-05,0.00247586926996983,0.00237210018941149,"Robo1/Robo2/Sema3a/Sema3d/Sema3e/Sema4b/Slit2",7,"HPP vs PFC","HPP","PFC"
"446","BP","GO:0050922","negative regulation of chemotaxis","7/444","51/19219",0.00016117681477785,0.0164400351073407,0.0157509973830442,"Robo1/Robo2/Sema3a/Sema3d/Sema3e/Sema4b/Slit2",7,"HPP vs PFC","HPP","PFC"
