"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID","Dataset","Region","Comparison"
"1920","CC","GO:0009897","external side of plasma membrane","29/218","415/16189",3.39623513745462e-13,8.45662549226202e-11,8.18671417344325e-11,29,"Cd28/Cxcr2/Sell/Fcgr4/Slamf9/Fcer1a/Ulbp1/Lilrb4a/Mgl2/Clec10a/Cd83/Tnf/Anxa1/Fcna/Fcnb/B2m/Skint3/Il6/Clec4b1/Clec2i/Klri1/Pira2/Pirb/Folr2/Cd209a/Cd209b/Icam1/Ccr2/Ly6g","VTA vs HPP","VTA","HPP"
"1921","CC","GO:0009897","external side of plasma membrane","6/36","415/16189",0.00027770666443347,0.0147184532149739,0.0125698806006729,6,"Fcer1a/Tnfsf13/Asgr2/Mgl2/Cd209a/Cd209b","CTX vs HPP","CTX","HPP"
"1922","CC","GO:0009925","basal plasma membrane","40/1817","234/16189",0.00439464386071176,0.04349952567213,0.0374779619165071,40,"Erbb4/Adora1/Atp1b1/Ank3/Erbb3/Itga3/Ace/Itgb4/Dsp/Slc16a8/Mlc1/Cldn1/Cxadr/Ezr/Ddr1/Cdh2/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Aqp7/Car9/Slc6a9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Slc27a1/Ldlr/Trpc1/Slc38a3/Heph","HPP vs CTX","HPP","CTX"
"1923","CC","GO:0009925","basal plasma membrane","42/1793","234/16189",0.00108062827891704,0.0128108082161358,0.0111346720781462,42,"Atp2b4/Atp1b1/Itga3/Erbb2/Slc4a1/Ace/Dsp/Nkd2/Plec/Slc16a8/Mlc1/Cldn1/Cxadr/Ezr/Ddr1/Cdh2/Slc16a12/Cnnm2/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Slc23a2/Car2/Slc26a7/Oscp1/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Slc27a1/Cdh1/Trpc1/Slc38a3/Heph/Slco1b2","HPP vs VTA","HPP","VTA"
"1924","CC","GO:0009925","basal plasma membrane","43/1887","234/16189",0.00161234391782955,0.0219353765565183,0.0190639439978378,43,"Erbb4/Atp1b1/Erbb3/Itga3/Erbb2/Ace/Dsp/Nkd2/Plec/Slc16a8/Mlc1/Rapgef3/Cldn1/Casr/Cxadr/Ezr/Ddr1/Epcam/Cdh2/Slc22a8/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Slc26a7/Car9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Slc27a1/Ldlr/Slc38a3/Heph/Slco1b2","HPP vs STR","HPP","STR"
"1925","CC","GO:0009925","basal plasma membrane","48/2208","234/16189",0.00222998894130427,0.0196644479369558,0.0160402713321886,48,"Erbb4/Adora1/Atp1b1/Ank3/Erbb3/Myo1d/Lpo/Itga3/Erbb2/Ace/Itgb4/Dsp/Plec/Slc16a8/Mlc1/Cldn1/Casr/Cxadr/Ezr/Ager/Ddr1/Epcam/Aqp4/Cdh2/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Aqp7/Car9/Slc6a9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Ctnna2/Slco1c1/Ceacam2/Folr1/Atp7b/Slc27a1/Trpc1/Slc38a3/Heph","HPP vs PFC","HPP","PFC"
"1926","CC","GO:0014069","postsynaptic density","6/24","385/16189",1.62883338102736e-05,0.000240511386034205,9.91582030141022e-05,6,"Dlg4/Camk2a/Atp2b2/Prkcg/Nrgn/Cnksr2","STR vs VTA","STR","VTA"
"1927","CC","GO:0014069","postsynaptic density","77/2208","385/16189",0.000298653879260819,0.00386259017177325,0.00315071110050595,77,"Il1r1/Erbb4/Epha4/Adora1/Dnm3/Grik2/Anks1b/Nefh/Sptbn1/Arhgap44/Efnb3/Samd14/Ngfr/Srcin1/Mpp2/Mapt/Dtnb/Slc8a3/Dbn1/Ntrk2/Map1b/Dlg5/Pdzd2/Arc/Shisa8/Mapk8ip2/P2rx6/Kalrn/Prrt1/Dlgap1/Cdh2/Lrrtm2/Rapgef4/Lrrc4c/Map1a/Prnp/Plcb4/Flrt3/Chmp4b/Bcas1/Fabp5/Tnik/Dclk1/Syt11/Kcnd3/Plppr4/Cnn3/Dnajc6/Slc6a9/Ptprf/Prkcz/Adam22/Grm3/Sorcs2/Mapk10/Hip1r/Ptprz1/Dgki/Ctnna2/Iqsec1/Itpr1/Atp2b2/Clstn3/Cpeb1/Shank2/Nrg1/Sorbs2/Mt3/Gria4/Arhgap32/Cryab/Snap91/Tmem108/Arhgef9/Pak3/Cdkl5/Frmpd4","HPP vs PFC","HPP","PFC"
"1928","CC","GO:0015629","actin cytoskeleton","69/1817","453/16189",0.00510311444039311,0.0488560464457308,0.0420929888267111,69,"Mpp4/Catip/Lad1/Csrp1/Ddr2/Enah/Misp/Pawr/Myl6b/Cobl/Gas7/Gas2l2/Samd14/Llgl2/Fscn2/Cfl2/Sptb/Dbn1/Fam107a/Myh7/Diaph3/Spry2/Myo10/Ezr/Tmem63b/Cdh2/Myo5b/Sptbn2/Gsn/Cgn/Vcam1/Cnn3/Tmod1/Lurap1/Prkcz/Shroom3/Trpv4/Trip6/Micall2/Baiap2l1/Flnc/Cald1/Wipf3/Lancl2/Rtkn/Scnn1a/Arhgap35/Axl/Myh14/Nox4/Parva/Cttn/Myo16/Klhl2/Bcar1/Anln/Pknox2/Cryab/Coro2b/Cgnl1/Myo5c/Myo5a/Pls1/Kif9/Mobp/Myrip/Zfp185/Tmsb15b2/Shroom2","HPP vs CTX","HPP","CTX"
"1929","CC","GO:0015629","actin cytoskeleton","70/1793","453/16189",0.00244288639636425,0.0256955457987944,0.0223336007776771,70,"Mpp4/Catip/Lmod1/Ddr2/Enah/Cobl/Ehbp1/Sptbn1/Gas7/Gas2l2/Samd14/Srcin1/Rara/Myl4/Llgl2/Fscn2/Cfl2/Sptb/Actn1/Dbn1/Pdlim7/Fam107a/Myh7/Diaph3/Myo10/Ezr/Tmem63b/Cdh2/Myo5b/Sptbn2/Gsn/Nckap1/Cgn/Vcam1/Cnn3/Calb1/Tmod1/Lurap1/Crocc/Prkcz/Limch1/Trpv4/Trip6/Micall2/Baiap2l1/Flnc/Cald1/Wipf3/Rtkn/Scnn1a/Arhgap35/Myh14/Nox4/Parva/Cttn/Myo16/Cdh1/Bcar1/Arhgap32/Pknox2/Cryab/Coro2b/Cgnl1/Myo5c/Pls1/Kif9/Myrip/Zfp185/Amot/Shroom2","HPP vs VTA","HPP","VTA"
"1930","CC","GO:0015629","actin cytoskeleton","85/2208","453/16189",0.00121257155758603,0.0121675283881909,0.00992504124267333,85,"Mpp4/Catip/Tnni1/Csrp1/Ddr2/Fmn2/Enah/Apc2/Cobl/Ehbp1/Sptbn1/Gas7/Myo1d/Gas2l2/Samd14/Srcin1/Ush1g/Llgl2/Fscn2/Cfl2/Daam1/Sptb/Dbn1/Pdlim7/Fam107a/Ldb3/Myh7/Diaph3/Spry2/Myo10/Rgs22/Arc/Ezr/Tmem63b/Cdh2/Synpo/Myo5b/Sptbn2/Pdlim1/Sorbs1/Pkd2l1/Gsn/Cgn/Cnn3/Calb1/Tmod1/Lurap1/Crocc/Prkcz/Ablim2/Limch1/Shroom3/Trpv4/Trip6/Micall2/Baiap2l1/Cttnbp2/Cald1/Wipf3/Lancl2/Ctnna2/Rtkn/Scnn1a/Arhgap35/Myh14/Parva/Cttn/Myo16/Klhl2/Bcar1/Anln/Arhgap32/Pknox2/Cryab/Coro2b/Cgnl1/Myo5c/Tmod2/Pls1/Kif9/Mobp/Myrip/Zfp185/Gdpd2/Shroom2","HPP vs PFC","HPP","PFC"
"1931","CC","GO:0016323","basolateral plasma membrane","37/1817","208/16189",0.00304827758251116,0.0329665575590095,0.0284030542775893,37,"Erbb4/Adora1/Atp1b1/Ank3/Erbb3/Itga3/Dsp/Slc16a8/Mlc1/Cldn1/Cxadr/Ezr/Ddr1/Cdh2/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Aqp7/Car9/Slc6a9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Ldlr/Trpc1/Slc38a3/Heph","HPP vs CTX","HPP","CTX"
"1932","CC","GO:0016323","basolateral plasma membrane","38/1793","208/16189",0.00130482324375687,0.0145321490677235,0.0126307967249117,38,"Atp2b4/Atp1b1/Itga3/Erbb2/Slc4a1/Dsp/Nkd2/Slc16a8/Mlc1/Cldn1/Cxadr/Ezr/Ddr1/Cdh2/Slc16a12/Cnnm2/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Slc23a2/Car2/Slc26a7/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Cdh1/Trpc1/Slc38a3/Heph/Slco1b2","HPP vs VTA","HPP","VTA"
"1933","CC","GO:0016323","basolateral plasma membrane","39/1887","208/16189",0.00177663746280727,0.0225941938204838,0.0196365193257646,39,"Erbb4/Atp1b1/Erbb3/Itga3/Erbb2/Dsp/Nkd2/Slc16a8/Mlc1/Cldn1/Casr/Cxadr/Ezr/Ddr1/Epcam/Cdh2/Slc22a8/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Slc26a7/Car9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Slco1c1/Ceacam2/Folr1/Atp7b/Ldlr/Slc38a3/Heph/Slco1b2","HPP vs STR","HPP","STR"
"1934","CC","GO:0016323","basolateral plasma membrane","43/2208","208/16189",0.0031508287633404,0.0269673873568252,0.0219972720165096,43,"Erbb4/Adora1/Atp1b1/Ank3/Erbb3/Myo1d/Lpo/Itga3/Erbb2/Dsp/Slc16a8/Mlc1/Cldn1/Casr/Cxadr/Ezr/Ddr1/Epcam/Aqp4/Cdh2/Slc16a12/Slc4a10/Stk39/Rapgef4/Slc4a11/Spef1/Car2/Aqp7/Car9/Slc6a9/Clcnka/Pdpn/Slc4a2/Slc29a4/Aqp1/Ctnna2/Slco1c1/Ceacam2/Folr1/Atp7b/Trpc1/Slc38a3/Heph","HPP vs PFC","HPP","PFC"
"1935","CC","GO:0016324","apical plasma membrane","69/1793","301/16189",2.49618242084245e-09,1.28893783185319e-07,1.12029622523934e-07,69,"Igfbp2/Cd55/BC034090/Atp1b1/Ddr2/Cfap126/Tjp3/Slc5a8/Erbb2/Slc24a4/Itpk1/Ocln/Fzd3/Fzd6/Plec/Slc39a4/Slc16a8/Mlc1/Pfkm/Emp2/Cldn1/Ezr/Slc44a4/Crb3/Cdh2/Dsg2/Pard6g/Sptbn2/Crb2/Slc4a10/Stk39/Lrp2/Rapgef4/Slc4a11/Spef1/Slc23a2/Pard6b/Tnik/Vcam1/Mpdz/Prkaa2/Clcnka/Pdpn/Prkcz/Slc4a2/Hip1r/Slc29a4/Aqp1/Slc4a5/Atp2b2/Scnn1a/Ceacam2/Fxyd1/Nox4/Folr1/Scnn1b/Slc22a18/Shank2/Fat1/Kcnk1/Pard3/C1qtnf5/Zmynd10/Slc38a3/Myrip/Slc6a20a/Slc16a2/Shroom2/Slc22a12","HPP vs VTA","HPP","VTA"
"1936","CC","GO:0016324","apical plasma membrane","71/1887","301/16189",3.57608190532943e-09,1.60923685739824e-07,1.39858102046487e-07,71,"Igfbp2/Cd55/BC034090/Atp1b1/Ddr2/Cfap126/Tjp3/Erbb3/Erbb2/Slc24a4/Ocln/Fzd3/Fzd6/Plec/Slc39a4/Slc16a8/Mlc1/Pfkm/Emp2/Cldn1/Casr/Ezr/Slc44a4/Crb3/Epcam/Cdh2/Dsg2/Pard6g/Sptbn2/Slc22a8/Crb2/Slc4a10/Stk39/Lrp2/Rapgef4/Slc4a11/Spef1/Pard6b/Tnik/Ahcyl1/Vcam1/Mpdz/Prkaa2/Clcnka/Pdpn/Prkcz/Slc4a2/Slc5a1/Shroom3/Hip1r/Slc29a4/Aqp1/Slc4a5/Atp2b2/Scnn1a/Ceacam2/Fxyd1/Folr1/Scnn1b/Slc22a18/Shank2/Fat1/Kcnk1/Pard3/C1qtnf5/Zmynd10/Slc38a3/Myrip/Slc6a20a/Slc16a2/Slc6a19","HPP vs STR","HPP","STR"
"1937","CC","GO:0016324","apical plasma membrane","73/1817","301/16189",1.04257599545916e-10,5.53513073952863e-09,4.76891220889453e-09,73,"Igfbp2/Cd55/BC034090/Atp1b1/Ddr2/Cfap126/Tjp3/Slc5a8/Erbb3/Atp1b2/Birc5/Slc24a4/Ocln/Fzd3/Slc39a4/Slc16a8/Mlc1/Pfkm/Emp2/Cldn1/Ezr/Slc44a4/Crb3/Cdh2/Dsg2/Pard6g/Sptbn2/Crb2/Slc4a10/Stk39/Lrp2/Rapgef4/Mal/Slc4a11/Spef1/Pard6b/Tnik/Ahcyl1/Vcam1/Mpdz/Prkaa2/Slc6a9/Clcnka/Pdpn/Prkcz/Slc4a2/Slc5a1/Shroom3/Hip1r/Slc29a4/Aqp1/Slc4a5/Atp2b2/Scnn1a/Ceacam2/Fxyd1/Nox4/Folr1/Scnn1b/Slc22a18/Shank2/Fat1/Kcnk1/Pard3/C1qtnf5/Zmynd10/Slc38a3/Myrip/Slc6a20a/Slc16a2/Shroom2/Adgrg2/Slc22a12","HPP vs CTX","HPP","CTX"
"1938","CC","GO:0016324","apical plasma membrane","84/2208","301/16189",4.13251480772368e-11,2.40512361809518e-09,1.96185702977198e-09,84,"Igfbp2/Cd55/Aspm/BC034090/Atp1b1/Ddr2/Cfap126/Kcnk2/Tjp3/Slc5a8/Erbb3/Slc22a4/Atp1b2/Erbb2/Slc24a4/Ocln/Fzd3/Fzd6/Plec/Slc39a4/Slc16a8/Mlc1/Pfkm/Emp2/Cldn1/Casr/Ezr/Ager/Slc44a4/Crb3/Epcam/Cdh2/Dsg2/Pard6g/Sptbn2/Slc34a3/Crb2/Slc4a10/Stk39/Lrp2/Rapgef4/Prom2/Mal/Slc4a11/Spef1/Pard6b/Tnik/Ahcyl1/Mpdz/Prkaa2/Slc6a9/Clcnka/Pdpn/Prkcz/Slc4a2/Shroom3/Hip1r/Slc29a4/Aqp1/Slc4a5/Atp2b2/Scnn1a/Kcna1/Ceacam2/Fxyd1/Folr1/Scnn1b/Slc22a18/Shank2/Nrg1/Fat1/Kcnk1/Pard3/C1qtnf5/Amotl2/Zmynd10/Slc38a3/Myrip/Slc6a20a/Slc16a2/Shroom2/Adgrg2/Slc5a7/Slc22a12","HPP vs PFC","HPP","PFC"
"1939","CC","GO:0016327","apicolateral plasma membrane","10/1887","22/16189",7.75335738033771e-05,0.0014631335701605,0.00127160326475488,10,"Ocln/Fzd6/Eppk1/Krt8/Cxadr/Mtcl1/Cdh2/Crb2/Mpdz/Cldn3","HPP vs STR","HPP","STR"
"1940","CC","GO:0016327","apicolateral plasma membrane","11/2208","22/16189",4.89717178389024e-05,0.000838280581830623,0.000683784667038544,11,"Ocln/Fzd6/Eppk1/Krt8/Cxadr/Mtcl1/Cdh2/Crb2/Mpdz/Cldn3/Prickle2","HPP vs PFC","HPP","PFC"
"1941","CC","GO:0016327","apicolateral plasma membrane","8/1817","22/16189",0.0018612005045931,0.0205083225411768,0.0176693910863059,8,"Ocln/Krt8/Cxadr/Mtcl1/Cdh2/Crb2/Mpdz/Cldn3","HPP vs CTX","HPP","CTX"
"1942","CC","GO:0016327","apicolateral plasma membrane","9/1793","22/16189",0.000317951677364881,0.00475254086166454,0.00413072954803682,9,"Ocln/Fzd6/Krt8/Cxadr/Mtcl1/Cdh2/Crb2/Mpdz/Cldn3","HPP vs VTA","HPP","VTA"
"1943","CC","GO:0016328","lateral plasma membrane","16/1887","61/16189",0.00131350110822382,0.0187414182514863,0.0162880881969732,16,"Mpp4/Atp1b1/Erbb3/Nkd2/Ocln/Fzd3/Cldn1/Mtcl1/Epcam/Dsg2/Rab13/Cldn12/Cldn3/Ceacam2/Iqgap1/C1qtnf5","HPP vs STR","HPP","STR"
"1944","CC","GO:0016328","lateral plasma membrane","17/1817","61/16189",0.00028107136488134,0.0045596021414084,0.0039284243395696,17,"Mpp4/Atp1b1/Ank3/Erbb3/Atp1b2/Ocln/Fzd3/Cldn1/Mtcl1/Dsg2/Slc6a9/Cldn12/Nsg1/Cldn3/Ceacam2/C1qtnf5/Gjb1","HPP vs CTX","HPP","CTX"
"1945","CC","GO:0016328","lateral plasma membrane","19/2208","61/16189",0.000327186766084339,0.00413962386654534,0.00337668721977201,19,"Mpp4/Atp1b1/Ank3/Erbb3/Atp1b2/Ocln/Fzd3/Cldn1/Mtcl1/Epcam/Dsg2/Rab13/Slc6a9/Cldn12/Cldn3/Prickle2/Ceacam2/C1qtnf5/Gjb1","HPP vs PFC","HPP","PFC"
"1946","CC","GO:0019898","extrinsic component of membrane","3/24","307/16189",0.0101768094473348,0.0313132598379532,0.0129098527402088,3,"Dlg4/Hpca/Cnksr2","STR vs VTA","STR","VTA"
"1947","CC","GO:0030057","desmosome","6/1817","15/16189",0.00404233684921421,0.0414162231568614,0.0356830473485576,6,"Dsp/Pkp2/Dsc2/Dsg2/Kazn/Pkp3","HPP vs CTX","HPP","CTX"
"1948","CC","GO:0030141","secretory granule","13/218","305/16189",0.000259841949191712,0.0129401290697473,0.0125271171294531,13,"Prtn3/Lyz1/Mpo/Rab37/Olfm4/Tnf/Rph3a/Cd177/Klk6/Adam8/Camp/Ltf/Cfp","VTA vs HPP","VTA","HPP"
"1949","CC","GO:0030141","secretory granule","9/116","305/16189",0.000347543957039903,0.00981811678637727,0.00878005786206072,9,"Prtn3/Lyz1/Mpo/Pf4/Cd177/Napsa/Camp/Ltf/Cfp","PFC vs HPP","PFC","HPP"
"1950","CC","GO:0030175","filopodium","21/1887","91/16189",0.00153433839154795,0.0213711418822751,0.0185735700029489,21,"Enah/Itga3/Syne2/Dbn1/Iqgap2/Fzd3/Myo10/Rapgef3/Cxadr/Ezr/Morn4/Shtn1/Spef1/Vcam1/Dnali1/Pdpn/Trpv4/Antxr1/Apbb1/Fat1/Gpm6a","HPP vs STR","HPP","STR"
"1951","CC","GO:0030175","filopodium","22/1793","91/16189",0.000303493368974186,0.00465903333992804,0.00404945633140521,22,"Epha4/Enah/Itga3/Srcin1/Syne2/Dbn1/Iqgap2/Fzd3/Myo10/Cxadr/Ezr/Morn4/Shtn1/Spef1/Vcam1/Dnali1/Pdpn/Trpv4/Antxr1/Apbb1/Fat1/Gpm6a","HPP vs VTA","HPP","VTA"
"1952","CC","GO:0030175","filopodium","23/1817","91/16189",0.000133660036601079,0.00229580768750088,0.00197800301843083,23,"Epha4/Enah/Itga3/Syne2/Dbn1/Iqgap2/Fzd3/Myo10/Cxadr/Ezr/Morn4/Shtn1/Ermn/Spef1/Vcam1/Dnali1/Pdpn/Trpv4/Antxr1/Apbb1/Fat1/Gpm6a/Myo5a","HPP vs CTX","HPP","CTX"
"1953","CC","GO:0030175","filopodium","24/2208","91/16189",0.000907403735758696,0.00958767473211227,0.00782065708841135,24,"Epha4/Enah/Itga3/Srcin1/Syne2/Dbn1/Iqgap2/Fzd3/Myo10/Cxadr/Ezr/Morn4/Shtn1/Ermn/Spef1/Dnali1/Pdpn/Trpv4/Ptprz1/Antxr1/Apbb1/Fat1/Gpm6a/Ephb1","HPP vs PFC","HPP","PFC"
"1954","CC","GO:0030285","integral component of synaptic vesicle membrane","3/62","39/16189",0.000443090151955679,0.0190528765340942,0.0132149694442922,3,"Mal2/Slc17a7/Sv2b","CTX vs VTA","CTX","VTA"
"1955","CC","GO:0030286","dynein complex","13/1817","44/16189",0.000781938377752528,0.0106198142466855,0.00914973181311404,13,"Dnah7c/Dnah9/Dnah2/Ccdc103/Dnal1/Dnah11/Dync2li1/Dnali1/Dync1i1/Dnah6/Casc1/Dynlrb2/Dync2h1","HPP vs CTX","HPP","CTX"
"1956","CC","GO:0030286","dynein complex","16/1793","44/16189",9.62960631016238e-06,0.000210369860929701,0.00018284556111199,16,"Dnah7c/Dnah7a/Dnah9/Dnah2/Ccdc103/Dnal1/Dnah11/Cfap70/Dync2li1/Dnali1/Drc1/Dync1i1/Dnah6/Casc1/Dynlrb2/Dync2h1","HPP vs VTA","HPP","VTA"
"1957","CC","GO:0030286","dynein complex","19/1887","44/16189",1.32057118348359e-07,3.51151882880865e-06,3.05184632355299e-06,19,"Dnah7b/Dnah7c/Dnah7a/Dnah14/Dnah9/Dnah2/Ccdc103/Dnah11/Cfap70/Ccdc65/Dnah8/Dync2li1/Dnali1/Drc1/Dync1i1/Dnah6/Casc1/Dynlrb2/Dync2h1","HPP vs STR","HPP","STR"
"1958","CC","GO:0030286","dynein complex","22/2208","44/16189",8.49592686476144e-09,2.74701635293953e-07,2.24073860585229e-07,22,"Dnah7b/Dnah7c/Dnah7a/Dnah14/Dnah9/Dnah2/Ccdc103/Dnal1/Dnah11/Cfap70/Dnah1/Dnah5/Ccdc65/Dync2li1/Dnali1/Drc1/Dnah10/Dync1i1/Dnah6/Casc1/Dynlrb2/Dync2h1","HPP vs PFC","HPP","PFC"
"1959","CC","GO:0030312","external encapsulating structure","7/61","435/16189",0.00120275345972807,0.0214090115831597,0.0205101116290471,7,"Prg4/Tnfrsf11b/Igfbp6/Anxa1/Pf4/Mgp/Elane","PFC vs STR","PFC","STR"
"1960","CC","GO:0030312","external encapsulating structure","85/1817","435/16189",1.95788588331256e-07,5.71702677927267e-06,4.92562869591265e-06,85,"Tmeff2/Col4a4/Col4a3/Gpc1/Sned1/Lrrn2/Fmod/Prelp/Lad1/Angptl1/Adamts4/Tgfb2/Timp3/Itgb4/Lamb1/Gpld1/Serpinb1a/Serpinb6a/Ecm2/Ogn/Lgals3/Loxl2/Gpc6/Matn2/Cthrc1/Col14a1/Oc90/Lgals1/Chadl/Fbln1/Krt1/Vasn/Ccdc80/Abi3bp/Col8a1/Thbs2/Vegfa/Efna5/Ccbe1/Efemp2/Ltbp3/Mamdc2/Loxl4/Col17a1/Atrnl1/Ucma/Angptl2/Fbn1/Fbln7/Matn4/Bmp7/Col9a3/Hapln2/Thbs3/Adamtsl4/Megf9/Frem1/Adamtsl1/Col8a2/Hspg2/Slit2/Sod3/Fras1/Tgfbr3/Elfn1/Col1a2/Rarres2/Lrrn1/9530053A07Rik/Lgals4/Tsku/Serpinh1/Fgfr2/Ins2/Igf2/Sfrp1/Spock3/Mmp15/Gfod2/Loxl1/Plscr2/Pcolce2/Clec3b/Gpc4/Col4a5","HPP vs CTX","HPP","CTX"
"1961","CC","GO:0030312","external encapsulating structure","88/1887","435/16189",1.29134434170802e-07,3.51151882880865e-06,3.05184632355299e-06,88,"Col4a4/Col4a3/Gpc1/Sned1/Lrrn2/Fmod/Prelp/Angptl1/Tgfb2/Col18a1/Timp3/Lum/Lamb1/Tgfb3/Fbln5/Serpinb6a/Ecm2/Ogn/Lgals3/Loxl2/Gpc6/Matn2/Cthrc1/Tnfrsf11b/Col14a1/Oc90/Lgals1/Chadl/Fbln1/Krt1/Vasn/Ccdc80/Abi3bp/Col8a1/Adamts5/Thbs2/Vegfa/Efna5/Vit/Ccbe1/Efemp2/Ltbp3/Mamdc2/Loxl4/Col17a1/Atrnl1/Ucma/Angptl2/Serping1/Rtn4rl2/Fbn1/Fbln7/Matn4/Bmp7/Lama5/Col9a3/Thbs3/Megf9/Frem1/Adamtsl1/Col8a2/Tinagl1/Hspg2/Slit2/Sod3/Fras1/Tgfbr3/Col26a1/Elfn1/Col1a2/Rarres2/Mfge8/Tsku/Serpinh1/Fgfr2/Ins2/Igf2/Angpt2/Sfrp1/Mmp15/Loxl1/Plscr2/Pcolce2/Clec3b/Gpc4/Col4a5/Elane/Col6a5","HPP vs STR","HPP","STR"
"1962","CC","GO:0030312","external encapsulating structure","89/1793","435/16189",5.69674382069084e-09,2.38921610125887e-07,2.07661666325132e-07,89,"Col4a4/Col4a3/Col6a3/Gpc1/Sned1/Lrrn2/Fmod/Prelp/Lamc2/Angptl1/Tgfb2/Col18a1/Timp3/Lamb1/Coch/Smoc1/Tgfb3/Fbln5/Ecm2/Ogn/Nid2/Loxl2/Gpc6/Matn2/Cthrc1/Col14a1/Oc90/Lgals1/Fbln1/Vasn/Ccdc80/Abi3bp/Col8a1/Adamts5/Thbs2/Vegfa/Efna5/Ccbe1/Efemp2/Ltbp3/Mamdc2/Loxl4/Col17a1/Atrnl1/Ucma/Angptl2/Olfml2a/Serping1/Fbn1/Fbln7/Bmp7/Lama5/Col9a3/Frem2/Thbs3/Megf9/Frem1/Adamtsl1/Col8a2/Tinagl1/Hspg2/Mfap2/Megf6/Slit2/Sod3/Fras1/Tgfbr3/Eln/Elfn1/Col1a2/Rarres2/Wnt5b/Tsku/Serpinh1/Fgfr2/Ins2/Igf2/Angpt2/Sfrp1/Mmp15/Gfod2/Adamts8/Loxl1/Plscr2/Pcolce2/Clec3b/Timp1/Gpc4/Col4a5","HPP vs VTA","HPP","VTA"
"1963","CC","GO:0030312","external encapsulating structure","98/2208","435/16189",2.24176003455029e-07,5.93047427321941e-06,4.83748217981905e-06,98,"Tmeff2/Col4a4/Col4a3/Gpc1/Sned1/Lrrn2/Fmod/Prelp/Lamc2/Angptl1/Tnr/Adamts4/Tgfb2/Col18a1/Adamtsl5/Timp3/Lum/Itgb4/Lamb1/Fbln5/Gpld1/Serpinb1a/Ecm2/Ogn/Itih3/Loxl2/Gpc6/Matn2/Cthrc1/Col14a1/Oc90/Lgals1/Chadl/Fbln1/Adamts20/Krt1/Vasn/Abi3bp/Col8a1/Adamts5/Thbs2/Vegfa/Efna5/Vit/Ccbe1/Efemp2/Ltbp3/Mamdc2/Loxl4/Col17a1/Atrnl1/Ucma/Angptl2/Fbn1/Fbln7/Matn4/Bmp7/Lama5/Col9a3/Hapln2/Thbs3/Adamtsl4/Tnc/Megf9/Frem1/Adamtsl1/Col8a2/Tinagl1/Hspg2/Slit2/Sod3/Adamts3/Fras1/Tgfbr3/Elfn1/Col1a2/Ptprz1/Rarres2/Lrrn1/9530053A07Rik/Mfge8/Serpinh1/Fgfr2/Ins2/Igf2/Angpt2/Sfrp1/Spock3/Mmp15/Gfod2/Loxl1/Plscr2/Pcolce2/Clec3b/Gpc4/Col4a5/Fibcd1/Col6a5","HPP vs PFC","HPP","PFC"
"1964","CC","GO:0030426","growth cone","35/1817","195/16189",0.00334101401293422,0.0354754942464288,0.0305646832188049,35,"Epha4/Cobl/Itga3/Hap1/Mapt/Dbn1/Ntrk2/Map1b/Otx2/Clu/Pcdh9/Lrrk2/Boc/Cxadr/Shtn1/Olfm1/Kif5c/Lrp2/Rapgef4/Mapk8ip1/Flrt3/Dclk1/Ptprf/Trpv4/Eno2/Myh14/Cpeb1/Apbb1/Cttn/Shank2/Gpm6a/Pard3/Fez1/Ncam1/Neo1","HPP vs CTX","HPP","CTX"
"1965","CC","GO:0030426","growth cone","40/2208","195/16189",0.00493305232698081,0.0398755063097616,0.032526412272929,40,"Epha4/Cbarp/Cobl/Itga3/Hap1/Mapt/Dbn1/Ntrk2/Map1b/Otx2/Clu/Pcdh9/Lrrk2/Tnk2/Boc/Cxadr/Shtn1/Olfm1/Lrp2/Rapgef4/Mapk8ip1/Flrt3/Dclk1/Ptprf/Trpv4/Ptprz1/Eno2/Myh14/Cpeb1/Apbb1/Cttn/Shank2/Gpm6a/Pard3/Fez1/Nectin1/Ncam1/Neo1/Tmod2/Cdkl5","HPP vs PFC","HPP","PFC"
