"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"77" "cyan" "R-MMU-6798695" "Neutrophil degranulation" "37/199" "426/6837" 1.10871390426348e-09 7.36186032430949e-07 6.60560073487503e-07 "Slc11a1/Ptprc/Arpc5/Creg1/Fcgr4/Fcer1g/Itgb2/Arhgap9/Dock2/Npc2/Hexb/Pnp/Ctsb/Nckap1l/H2-M3/Rab31/Ostf1/B2m/Cst3/Ctsz/Ctss/Cd53/Hvcn1/Gusb/Clec5a/C3ar1/Ptpn6/Pirb/Lair1/Gmfg/Tyrobp/Cyfip1/Pycard/Man2b1/Cyba/Ctsh/Cmtm6" 37
"78" "cyan" "R-MMU-2029480" "Fcgamma receptor (FCGR) dependent phagocytosis" "12/199" "71/6837" 7.52737674795777e-07 0.000249908908032198 0.000224236591544426 "Arpc2/Arpc5/Fcgr4/Pld4/Elmo1/Nckap1l/Abi1/Hck/Cdc42/Arpc4/Cyfip1/Btk" 12
"79" "cyan" "R-MMU-2029482" "Regulation of actin dynamics for phagocytic cup formation" "10/199" "52/6837" 1.89713867573491e-06 0.000419900026895994 0.000376765084374021 "Arpc2/Arpc5/Fcgr4/Elmo1/Nckap1l/Abi1/Cdc42/Arpc4/Cyfip1/Btk" 10
"80" "cyan" "R-MMU-5663213" "RHO GTPases Activate WASPs and WAVEs" "8/199" "32/6837" 2.58187758818478e-06 0.000428591679638674 0.000384563872345417 "Arpc2/Arpc5/Nckap1l/Abi1/Cdc42/Arpc4/Cyfip1/Btk" 8
"81" "cyan" "R-MMU-397795" "G-protein beta:gamma signalling" "7/199" "28/6837" 1.12147612561436e-05 0.00146121184654259 0.00131110638101317 "Gngt2/Pik3cg/Gng2/Gng10/Cdc42/Arhgef6/Btk" 7
"82" "cyan" "R-MMU-9013404" "RAC2 GTPase cycle" "11/199" "78/6837" 1.36011533559197e-05 0.00146121184654259 0.00131110638101317 "Ncf2/Dock2/Ncf4/Rac2/Nckap1l/Abi1/Cdc42/Ncf1/Cyfip1/Swap70/Cyba" 11
"83" "cyan" "R-MMU-9013423" "RAC3 GTPase cycle" "11/199" "79/6837" 1.54043417557201e-05 0.00146121184654259 0.00131110638101317 "Srgap2/Ncf2/Ncf4/Nckap1l/Abi1/Cdc42/Ncf1/Arhgdib/Cyfip1/Swap70/Cyba" 11
"84" "cyan" "R-MMU-1222556" "ROS and RNS production in phagocytes" "7/199" "31/6837" 2.31244863441584e-05 0.00191933236656515 0.00172216569352548 "Slc11a1/Ncf2/Ncf4/Rac2/Hvcn1/Ncf1/Cyba" 7
"85" "cyan" "R-MMU-198933" "Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell" "10/199" "70/6837" 3.01421779031929e-05 0.00222382290308001 0.00199537692318213 "Fcgr4/Slamf6/Itgb2/H2-M3/Trem2/B2m/Pilra/Lair1/Cd22/Cd81" 10
"86" "cyan" "R-MMU-8964616" "G beta:gamma signalling through CDC42" "5/199" "16/6837" 6.68031457157319e-05 0.0044357288755246 0.00398006110264255 "Gngt2/Gng2/Gng10/Cdc42/Arhgef6" 5
"87" "cyan" "R-MMU-9013149" "RAC1 GTPase cycle" "14/199" "152/6837" 0.00012571674444434 0.00758871984645835 0.00680915572779871 "Srgap2/Ncf2/Arhgap9/Dock2/Ncf4/Nckap1l/Abi1/Cdc42/Ncf1/Arhgdib/Cyfip1/Swap70/Cyba/Arhgef6" 14
"88" "cyan" "R-MMU-1679131" "Trafficking and processing of endosomal TLR" "4/199" "11/6837" 0.000195725126689058 0.0102444750682668 0.00919209398959897 "Lgmn/Ctsb/Unc93b1/Ctss" 4
"89" "cyan" "R-MMU-195258" "RHO GTPase Effectors" "17/199" "219/6837" 0.0002005695419992 0.0102444750682668 0.00919209398959897 "Arpc2/Srgap2/Arpc5/Ncf2/Pfn1/Ncf4/Rac2/Nckap1l/Calm2/Abi1/Dync1i2/Cdc42/Ncf1/Arpc4/Cyfip1/Cyba/Btk" 17
"90" "cyan" "R-MMU-5668599" "RHO GTPases Activate NADPH Oxidases" "5/199" "21/6837" 0.000276350328133388 0.0119179368454932 0.0106936465671356 "Ncf2/Ncf4/Rac2/Ncf1/Cyba" 5
"91" "cyan" "R-MMU-156581" "Methylation" "4/199" "12/6837" 0.000286925723832349 0.0119179368454932 0.0106936465671356 "Mtr/Trmt112/As3mt/Gsto1" 4
"92" "cyan" "R-MMU-4420097" "VEGFA-VEGFR2 Pathway" "10/199" "91/6837" 0.000287179201096221 0.0119179368454932 0.0106936465671356 "Ncf2/Elmo1/Ncf4/Nckap1l/Calm2/Abi1/Cdc42/Ncf1/Cyfip1/Cyba" 10
"93" "cyan" "R-MMU-416700" "Other semaphorin interactions" "4/199" "13/6837" 0.0004050522115608 0.0158208628515513 0.0141956378788491 "Ptprc/Sema4d/Trem2/Tyrobp" 4
"94" "cyan" "R-MMU-194138" "Signaling by VEGF" "10/199" "99/6837" 0.000568957847108772 0.0209882228044569 0.0188321720154131 "Ncf2/Elmo1/Ncf4/Nckap1l/Calm2/Abi1/Cdc42/Ncf1/Cyfip1/Cyba" 10
"95" "cyan" "R-MMU-977606" "Regulation of Complement cascade" "5/199" "25/6837" 0.000656292050787099 0.0229356800906649 0.020579573448504 "C1qb/C1qc/C1qa/C3ar1/Cd81" 5
"96" "cyan" "R-MMU-8964315" "G beta:gamma signalling through BTK" "4/199" "15/6837" 0.000738662930688989 0.0245236092988744 0.0220043799352614 "Gngt2/Gng2/Gng10/Btk" 4
"97" "cyan" "R-MMU-9012999" "RHO GTPase cycle" "22/199" "365/6837" 0.000873956930565196 0.0276336858045376 0.024794968556386 "Srgap2/Ncf2/Arhgap9/Dock2/Aldh3a2/Cltc/Mtr/Ncf4/Rac2/Nckap1l/Flot1/Abi1/Arhgap11a/Cdc42/Capzb/Ncf1/Arhgdib/Cyfip1/Swap70/Wwp2/Cyba/Arhgef6" 22
"98" "yellowgreen" "R-MMU-6798695" "Neutrophil degranulation" "10/23" "426/6837" 4.36034176893908e-07 2.79061873212101e-05 1.79003504198552e-05 "Lyz2/Fcna/Fgl2/Clec4n/Cd177/Folr2/Camp/Ltf/Cybb/Cfp" 10
"99" "yellowgreen" "R-MMU-140875" "Common Pathway of Fibrin Clot Formation" "3/23" "13/6837" 9.3065377090073e-06 0.000297809206688234 0.000191028931921729 "F13a1/Pf4/Cd177" 3
"100" "yellowgreen" "R-MMU-6803157" "Antimicrobial peptides" "3/23" "22/6837" 4.91312651727776e-05 0.000902032211017535 0.000578606187988222 "Lyz2/Camp/Ltf" 3
"101" "yellowgreen" "R-MMU-140877" "Formation of Fibrin Clot (Clotting Cascade)" "3/23" "23/6837" 5.6377013188596e-05 0.000902032211017535 0.000578606187988222 "F13a1/Pf4/Cd177" 3
"102" "yellowgreen" "R-MMU-1482788" "Acyl chain remodelling of PC" "2/23" "15/6837" 0.00110689480824695 0.0101201811039721 0.00649156353708736 "Pla2g2d/Plbd1" 2
"103" "yellowgreen" "R-MMU-1482839" "Acyl chain remodelling of PE" "2/23" "15/6837" 0.00110689480824695 0.0101201811039721 0.00649156353708736 "Pla2g2d/Plbd1" 2
"104" "yellowgreen" "R-MMU-166663" "Initial triggering of complement" "2/23" "15/6837" 0.00110689480824695 0.0101201811039721 0.00649156353708736 "Fcna/Cfp" 2
"105" "yellowgreen" "R-MMU-2173782" "Binding and Uptake of Ligands by Scavenger Receptors" "2/23" "23/6837" 0.00262380349039446 0.0209904279231557 0.01346425475334 "Cd163/Msr1" 2
"106" "yellowgreen" "R-MMU-166658" "Complement cascade" "2/23" "31/6837" 0.00474423395599547 0.03373677479819 0.0216403654133127 "Fcna/Cfp" 2
"107" "yellowgreen" "R-MMU-380108" "Chemokine receptors bind chemokines" "2/23" "39/6837" 0.00743776477007526 0.0476016945284817 0.0305339816876774 "Ccl7/Pf4" 2
"108" "lightgreen" "R-MMU-1428517" "The citric acid (TCA) cycle and respiratory electron transport" "29/143" "156/6837" 3.43512263162058e-20 1.10267436475021e-17 9.07595558459754e-18 "Ndufs1/Sdhc/Fh1/Atp5b/Vdac1/Pdk2/Atp5h/Dlst/Ndufs6/Sdha/Ndufb9/Cyc1/Ndufa6/Ndufv2/Lrpprc/Atp5a1/Ndufa8/Atp5g3/Ndufs3/Ndufaf1/Ndufb5/Uqcrh/Cox18/Suclg1/Etfb/Ndufc2/Uqcrc2/ND3/ND5" 29
"109" "lightgreen" "R-MMU-163200" "Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins." "22/143" "112/6837" 5.31446073635815e-16 8.52970948185483e-14 7.02068234118893e-14 "Ndufs1/Atp5b/Atp5h/Ndufs6/Ndufb9/Cyc1/Ndufa6/Ndufv2/Lrpprc/Atp5a1/Ndufa8/Atp5g3/Ndufs3/Ndufaf1/Ndufb5/Uqcrh/Cox18/Etfb/Ndufc2/Uqcrc2/ND3/ND5" 22
"110" "lightgreen" "R-MMU-611105" "Respiratory electron transport" "18/143" "92/6837" 3.14306082558629e-13 3.36307508337733e-11 2.76809918323565e-11 "Ndufs1/Ndufs6/Ndufb9/Cyc1/Ndufa6/Ndufv2/Lrpprc/Ndufa8/Ndufs3/Ndufaf1/Ndufb5/Uqcrh/Cox18/Etfb/Ndufc2/Uqcrc2/ND3/ND5" 18
"111" "lightgreen" "R-MMU-6799198" "Complex I biogenesis" "12/143" "54/6837" 7.12622763940299e-10 5.7187976806209e-08 4.70706088813198e-08 "Ndufs1/Ndufs6/Ndufb9/Ndufa6/Ndufv2/Ndufa8/Ndufs3/Ndufaf1/Ndufb5/Ndufc2/ND3/ND5" 12
"112" "lightgreen" "R-MMU-71406" "Pyruvate metabolism and Citric Acid (TCA) cycle" "7/143" "44/6837" 3.03176595314793e-05 0.00194639374192097 0.00160204895629501 "Sdhc/Fh1/Vdac1/Pdk2/Dlst/Sdha/Suclg1" 7
"113" "lightgreen" "R-MMU-71403" "Citric acid cycle (TCA cycle)" "5/143" "21/6837" 5.79708717879316e-05 0.00310144164065434 0.00255275242434576 "Sdhc/Fh1/Dlst/Sdha/Suclg1" 5
"114" "lightgreen" "R-MMU-163210" "Formation of ATP by chemiosmotic coupling" "4/143" "15/6837" 0.000209346944472654 0.00840004614696523 0.00691395829771527 "Atp5b/Atp5h/Atp5a1/Atp5g3" 4
"115" "lightgreen" "R-MMU-8949613" "Cristae formation" "4/143" "15/6837" 0.000209346944472654 0.00840004614696523 0.00691395829771527 "Atp5b/Atp5h/Atp5a1/Atp5g3" 4
"116" "lightgreen" "R-MMU-8978868" "Fatty acid metabolism" "10/143" "138/6837" 0.000590017415344665 0.0210439544806264 0.017320979093744 "Acadl/Cbr1/Cpt1a/Fads1/Hsd17b12/Cpt2/Pon2/Tecr/Hacd3/Slc25a20" 10
"117" "lightgreen" "R-MMU-6798695" "Neutrophil degranulation" "19/143" "426/6837" 0.00132011999595494 0.0423758518701535 0.0348789598931252 "Qsox1/Cd63/Ormdl3/Gaa/Scamp1/Pnp2/Dnajc3/Cpped1/Pgam1/Dpp7/Psmc3/Ggh/Alad/Ndufc2/Aldoa/Psmd13/Atp6ap2/Pgrmc1/Prdx4" 19
"118" "lightgreen" "R-MMU-1592230" "Mitochondrial biogenesis" "4/143" "25/6837" 0.00164900695312678 0.0481210210866996 0.0396077268167293 "Atp5b/Atp5h/Atp5a1/Atp5g3" 4
