"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"865" "antiquewhite4" "BP" "GO:0050765" "negative regulation of phagocytosis" "5/348" "22/14705" 0.00013629711624069 0.00630589822607243 0.00560625180326462 "Fcgr2b/Cd300a/Cd47/Siglece/Csk" 5
"866" "antiquewhite4" "BP" "GO:0050670" "regulation of lymphocyte proliferation" "15/348" "210/14705" 0.000145853728958166 0.00662316916598029 0.00588832117946034 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Tlr4/Laptm5/Tnfrsf1b/Bid/Pycard/Il18/Tgfbr2/Sash3" 15
"867" "antiquewhite4" "BP" "GO:0070663" "regulation of leukocyte proliferation" "16/348" "234/14705" 0.000146778851557976 0.00662316916598029 0.00588832117946034 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Csf1r/Itch/Lyn/Tlr4/Laptm5/Tnfrsf1b/Bid/Pycard/Il18/Tgfbr2/Sash3" 16
"868" "antiquewhite4" "BP" "GO:0055080" "cation homeostasis" "25/348" "474/14705" 0.000162521826735962 0.00724411313073099 0.00644037072058941 "Ccdc115/Slc40a1/Cdh23/Grn/Hfe/Ncoa4/Slc1a3/Hmox2/Slc8a1/Cyb561a3/Snx5/Slc30a7/Lyn/P2rx7/Slc12a9/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Rab39/Slc9a9/Ccr5/Ccdc22/Cxcr3" 25
"869" "antiquewhite4" "BP" "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" "6/348" "36/14705" 0.000179827544440505 0.00782463898726245 0.00695648658756691 "Hfe/Tapbp/Tap2/Fcgr1/Clec4a3/Tapbpl" 6
"870" "antiquewhite4" "BP" "GO:0050869" "negative regulation of B cell activation" "6/348" "36/14705" 0.000179827544440505 0.00782463898726245 0.00695648658756691 "Fcgr2b/Cd300a/Tnfrsf21/Bank1/Lyn/Laptm5" 6
"871" "antiquewhite4" "BP" "GO:0045779" "negative regulation of bone resorption" "4/348" "13/14705" 0.000186117398722564 0.00791312954885225 0.00703515902291221 "Gpr137b/Tmem119/P2rx7/Csk" 4
"872" "antiquewhite4" "BP" "GO:0007159" "leukocyte cell-cell adhesion" "20/348" "341/14705" 0.000186191283502406 0.00791312954885225 0.00703515902291221 "Vsir/Cd300a/Hfe/Arid2/Cd86/Cd47/Tnfrsf21/Malt1/Fermt3/Gcnt1/Itch/Pag1/Tnfaip8l2/Laptm5/Selplg/Lag3/Pycard/Il18/Tgfbr2/Sash3" 20
"873" "antiquewhite4" "BP" "GO:0032602" "chemokine production" "9/348" "87/14705" 0.000212294492968123 0.0088845563773936 0.00789880496422033 "Adam17/Csf1r/Tlr4/Il16/Pycard/Tlr3/Slc37a4/Il18/Tlr7" 9
"874" "antiquewhite4" "BP" "GO:0042113" "B cell activation" "16/348" "242/14705" 0.000215708345198349 0.0088845563773936 0.00789880496422033 "Fcgr2b/Cd300a/Adam17/Mfng/Cd86/Tnfrsf21/Malt1/Fcrl1/Bank1/Lyn/Tlr4/Laptm5/Gimap1/Pcid2/Irf2bp2/Sash3" 16
"875" "antiquewhite4" "BP" "GO:0006873" "cellular ion homeostasis" "22/348" "399/14705" 0.000216340770885918 0.0088845563773936 0.00789880496422033 "Ccdc115/Slc40a1/Cdh23/Grn/Hfe/Ncoa4/Slc1a3/Slc8a1/Cyb561a3/Slc30a7/Lyn/P2rx7/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Rab39/Slc9a9/Ccr5/Ccdc22/Cxcr3" 22
"876" "antiquewhite4" "BP" "GO:0098771" "inorganic ion homeostasis" "25/348" "484/14705" 0.000223844820276674 0.0090905868679027 0.00808197614262096 "Ccdc115/Slc40a1/Cdh23/Grn/Hfe/Ncoa4/Slc1a3/Hmox2/Slc8a1/Cyb561a3/Snx5/Slc30a7/Lyn/P2rx7/Slc12a9/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Rab39/Slc9a9/Ccr5/Ccdc22/Cxcr3" 25
"877" "antiquewhite4" "BP" "GO:0002456" "T cell mediated immunity" "10/348" "108/14705" 0.00024009047766341 0.00953837712891047 0.00848008357605202 "Vsir/Hfe/Tap2/Malt1/Unc93b1/Gba/Tnfrsf1b/P2rx7/Il18/Sash3" 10
"878" "antiquewhite4" "BP" "GO:0002702" "positive regulation of production of molecular mediator of immune response" "10/348" "108/14705" 0.00024009047766341 0.00953837712891047 0.00848008357605202 "Cd86/Malt1/Tlr4/Laptm5/P2rx7/Pycard/Tlr3/Il18/Sash3/Tlr7" 10
"879" "antiquewhite4" "BP" "GO:0061081" "positive regulation of myeloid leukocyte cytokine production involved in immune response" "6/348" "38/14705" 0.000244930689410894 0.00962603946018085 0.00855801967415316 "Tlr4/Laptm5/P2rx7/Pycard/Tlr3/Tlr7" 6
"880" "antiquewhite4" "BP" "GO:0032103" "positive regulation of response to external stimulus" "21/348" "376/14705" 0.000252403711460164 0.00981420814241382 0.00872531083177521 "Grn/Adam17/Cd47/Fem1a/Vav1/Csf1r/P2ry12/Fcgr1/Adora3/Tlr4/Tlr6/Lag3/Tnfrsf1a/Lilra5/Il16/Pycard/Tlr3/Il18/Smad3/Ccr5/Cxcr3" 21
"881" "antiquewhite4" "BP" "GO:0050801" "ion homeostasis" "25/348" "491/14705" 0.000278204677874305 0.0106397529396993 0.0094592605154732 "Ccdc115/Slc40a1/Cdh23/Grn/Hfe/Ncoa4/Slc1a3/Hmox2/Slc8a1/Cyb561a3/Snx5/Slc30a7/Lyn/P2rx7/Slc12a9/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Rab39/Slc9a9/Ccr5/Ccdc22/Cxcr3" 25
"882" "antiquewhite4" "BP" "GO:0019884" "antigen processing and presentation of exogenous antigen" "6/348" "39/14705" 0.000283763227522541 0.0106397529396993 0.0094592605154732 "Fcgr2b/Tapbp/Tap2/Unc93b1/Fcgr1/Clec4a3" 6
"883" "antiquewhite4" "BP" "GO:0045124" "regulation of bone resorption" "6/348" "39/14705" 0.000283763227522541 0.0106397529396993 0.0094592605154732 "Gpr137b/Csf1r/Idua/Tmem119/P2rx7/Csk" 6
"884" "antiquewhite4" "BP" "GO:0055065" "metal ion homeostasis" "22/348" "407/14705" 0.000285279285387287 0.0106397529396993 0.0094592605154732 "Ccdc115/Slc40a1/Cdh23/Hfe/Ncoa4/Slc1a3/Hmox2/Slc8a1/Cyb561a3/Snx5/Slc30a7/Lyn/P2rx7/Slc12a9/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Ccr5/Ccdc22/Cxcr3" 22
"885" "antiquewhite4" "BP" "GO:0031349" "positive regulation of defense response" "16/348" "249/14705" 0.000297537074780708 0.010828655140193 0.00962720380668895 "Grn/Cd47/Fem1a/Vav1/Fcgr1/Adora3/Tlr4/Tlr6/Lag3/Tnfrsf1a/Lilra5/Il16/Pycard/Tlr3/Il18/Ccr5" 16
"886" "antiquewhite4" "BP" "GO:0050868" "negative regulation of T cell activation" "10/348" "111/14705" 0.000300217392351217 0.010828655140193 0.00962720380668895 "Vsir/Cd300a/Hfe/Cd86/Tnfrsf21/Itch/Pag1/Tnfaip8l2/Laptm5/Lag3" 10
"887" "antiquewhite4" "BP" "GO:0002221" "pattern recognition receptor signaling pathway" "12/348" "154/14705" 0.000301489688612999 0.010828655140193 0.00962720380668895 "Tlr5/Esr1/Cd300a/Cd86/Unc93b1/Lyn/Tlr4/Tlr12/Tlr6/Pycard/Tlr3/Tlr7" 12
"888" "antiquewhite4" "BP" "GO:0050900" "leukocyte migration" "19/348" "327/14705" 0.000302195027168176 0.010828655140193 0.00962720380668895 "Cd300a/Adam17/Asb2/Crkl/Cd200r1/Cd47/Vav1/Csf1r/Gcnt1/P2ry12/Gba/Adora3/Lyn/Selplg/Il16/Pycard/Slc37a4/Itga9/Cxcr3" 19
"889" "antiquewhite4" "BP" "GO:0002449" "lymphocyte mediated immunity" "16/348" "251/14705" 0.000325361037058702 0.0114627409472717 0.0101909370881209 "Fcgr2b/Vsir/Hfe/Gfer/Tap2/Vav1/Malt1/Unc93b1/Gba/Fcgr1/Tnfrsf1b/P2rx7/Arl8b/Lag3/Il18/Sash3" 16
"890" "antiquewhite4" "BP" "GO:0006875" "cellular metal ion homeostasis" "19/348" "329/14705" 0.000326162806707595 0.0114627409472717 0.0101909370881209 "Ccdc115/Slc40a1/Cdh23/Hfe/Ncoa4/Slc1a3/Slc8a1/Cyb561a3/Slc30a7/Lyn/P2rx7/Itpr2/P2ry6/Cln3/Inpp4b/Slc37a4/Ccr5/Ccdc22/Cxcr3" 19
"891" "antiquewhite4" "BP" "GO:0002440" "production of molecular mediator of immune response" "15/348" "227/14705" 0.000339645227458532 0.0118004814539014 0.0104912049098405 "Fcgr2b/Vsir/Hfe/Cd86/Malt1/Gba/Tlr4/Laptm5/Tnfrsf1b/P2rx7/Pycard/Tlr3/Il18/Sash3/Tlr7" 15
"892" "antiquewhite4" "BP" "GO:0046851" "negative regulation of bone remodeling" "4/348" "15/14705" 0.000342230105092627 0.0118004814539014 0.0104912049098405 "Gpr137b/Tmem119/P2rx7/Csk" 4
"893" "antiquewhite4" "BP" "GO:1903037" "regulation of leukocyte cell-cell adhesion" "18/348" "308/14705" 0.000404418297692101 0.0138144754959311 0.012281744072558 "Vsir/Cd300a/Hfe/Arid2/Cd86/Cd47/Tnfrsf21/Malt1/Gcnt1/Itch/Pag1/Tnfaip8l2/Laptm5/Lag3/Pycard/Il18/Tgfbr2/Sash3" 18
"894" "antiquewhite4" "BP" "GO:0032649" "regulation of interferon-gamma production" "9/348" "95/14705" 0.000412240173975253 0.013951276258144 0.0124033666380273 "Vsir/Cd47/Tlr4/Laptm5/Pycard/Tlr3/Il18/Sash3/Tlr7" 9
"895" "antiquewhite4" "BP" "GO:0046513" "ceramide biosynthetic process" "7/348" "58/14705" 0.000417074790961654 0.0139853978070169 0.0124337023630963 "Ormdl1/B4galt4/B3galt4/St6galnac4/Gba/P2rx7/Asah1" 7
"896" "antiquewhite4" "BP" "GO:0010935" "regulation of macrophage cytokine production" "6/348" "42/14705" 0.000429842162921943 0.0142824827770882 0.0126978254252635 "Tlr4/Laptm5/P2rx7/Pycard/Tlr3/Tlr7" 6
"897" "antiquewhite4" "BP" "GO:0001845" "phagolysosome assembly" "4/348" "16/14705" 0.000447835849568082 0.0147463065781202 0.0131101874596175 "P2rx7/Arl8b/Cln3/Rab39" 4
"898" "antiquewhite4" "BP" "GO:0045453" "bone resorption" "7/348" "59/14705" 0.000463761080740161 0.0151343459830829 0.0134551734609481 "Gpr137b/Csf1r/Idua/Tmem119/P2rx7/Tpp1/Csk" 7
"899" "antiquewhite4" "BP" "GO:0032715" "negative regulation of interleukin-6 production" "6/348" "43/14705" 0.000489725862133504 0.015840248018566 0.0140827548803552 "Cd200r1/Gba/Bank1/Tlr4/Tnfrsf1a/Csk" 6
"900" "antiquewhite4" "BP" "GO:0032945" "negative regulation of mononuclear cell proliferation" "8/348" "78/14705" 0.000503397712754541 0.0159992925227639 0.0142241532198926 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Laptm5" 8
"901" "antiquewhite4" "BP" "GO:0050672" "negative regulation of lymphocyte proliferation" "8/348" "78/14705" 0.000503397712754541 0.0159992925227639 0.0142241532198926 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Laptm5" 8
"902" "antiquewhite4" "BP" "GO:0002709" "regulation of T cell mediated immunity" "8/348" "79/14705" 0.000548792014726945 0.017291679429543 0.0153731483617249 "Vsir/Hfe/Tap2/Malt1/Tnfrsf1b/P2rx7/Il18/Sash3" 8
"903" "antiquewhite4" "BP" "GO:0001776" "leukocyte homeostasis" "10/348" "120/14705" 0.000560681727599448 0.0173668789353897 0.0154400043987466 "Slc40a1/Fcgr2b/Adam17/Tnfrsf17/Mertk/Lyn/P2rx7/Slc37a4/Il18/Sash3" 10
"904" "antiquewhite4" "BP" "GO:0071887" "leukocyte apoptotic process" "10/348" "120/14705" 0.000560681727599448 0.0173668789353897 0.0154400043987466 "Fcgr2b/Adam17/Crkl/Tnfrsf21/Mertk/Lyn/P2rx7/Vhl/Il18/Ccr5" 10
"905" "antiquewhite4" "BP" "GO:1905146" "lysosomal protein catabolic process" "4/348" "17/14705" 0.000574768250433232 0.0176535962633064 0.0156949101201892 "Ccdc115/Grn/Tpp1/Cln3" 4
"906" "antiquewhite4" "BP" "GO:1903038" "negative regulation of leukocyte cell-cell adhesion" "10/348" "122/14705" 0.000638672065303432 0.0194528866557004 0.0172945672420324 "Vsir/Cd300a/Hfe/Cd86/Tnfrsf21/Itch/Pag1/Tnfaip8l2/Laptm5/Lag3" 10
"907" "antiquewhite4" "BP" "GO:0006664" "glycolipid metabolic process" "8/348" "81/14705" 0.000649517197206708 0.0196197136842192 0.0174428846261601 "Pigc/Pigx/B4galt4/St3gal6/B3galt4/St6galnac4/Gba/Hexa" 8
"908" "antiquewhite4" "BP" "GO:0046849" "bone remodeling" "8/348" "82/14705" 0.000705193382691814 0.0209551366970616 0.0186301409702151 "Gpr137b/Csf1r/Idua/Tmem119/P2rx7/Tpp1/Inpp4b/Csk" 8
"909" "antiquewhite4" "BP" "GO:1903509" "liposaccharide metabolic process" "8/348" "82/14705" 0.000705193382691814 0.0209551366970616 0.0186301409702151 "Pigc/Pigx/B4galt4/St3gal6/B3galt4/St6galnac4/Gba/Hexa" 8
"910" "antiquewhite4" "BP" "GO:0032656" "regulation of interleukin-13 production" "4/348" "18/14705" 0.000725290601459168 0.0212111081947424 0.0188577121454878 "Tnfrsf21/Tlr4/Lilra5/Il18" 4
"911" "antiquewhite4" "BP" "GO:0006665" "sphingolipid metabolic process" "10/348" "124/14705" 0.000725414096947416 0.0212111081947424 0.0188577121454878 "Ormdl1/Sgpl1/B4galt4/B3galt4/St6galnac4/Gba/P2rx7/Asah1/Pla2g15/Hexa" 10
"912" "antiquewhite4" "BP" "GO:0002274" "myeloid leukocyte activation" "14/348" "219/14705" 0.000737643391917381 0.0213975126782383 0.0190234348441851 "Ifngr1/Grn/Cd300a/Gpr137b/Adora3/Lyn/Tlr4/Tlr6/Cd33/Il16/Pycard/Tlr3/Il18/Tgfbr2" 14
"913" "antiquewhite4" "BP" "GO:0045428" "regulation of nitric oxide biosynthetic process" "7/348" "64/14705" 0.000763478811486775 0.0219725594959383 0.0195346795777843 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"914" "antiquewhite4" "BP" "GO:0032609" "interferon-gamma production" "9/348" "104/14705" 0.000800681287321119 0.0228632039465523 0.0203265060358577 "Vsir/Cd47/Tlr4/Laptm5/Pycard/Tlr3/Il18/Sash3/Tlr7" 9
"915" "antiquewhite4" "BP" "GO:0002532" "production of molecular mediator involved in inflammatory response" "8/348" "84/14705" 0.000828074388260573 0.0234621076673829 0.020858960722647 "Grn/Cd300a/Adam17/Adora3/Lyn/Tlr4/Tlr6/Pycard" 8
"916" "antiquewhite4" "BP" "GO:0080164" "regulation of nitric oxide metabolic process" "7/348" "65/14705" 0.000838557013697358 0.0235763529620296 0.0209605303747672 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"917" "antiquewhite4" "BP" "GO:0010934" "macrophage cytokine production" "6/348" "48/14705" 0.000892725063601995 0.0245945159460777 0.0218657270431397 "Tlr4/Laptm5/P2rx7/Pycard/Tlr3/Tlr7" 6
"918" "antiquewhite4" "BP" "GO:0070664" "negative regulation of leukocyte proliferation" "8/348" "85/14705" 0.00089565496136523 0.0245945159460777 0.0218657270431397 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Laptm5" 8
"919" "antiquewhite4" "BP" "GO:0007039" "protein catabolic process in the vacuole" "4/348" "19/14705" 0.000901686767927335 0.0245945159460777 0.0218657270431397 "Ccdc115/Grn/Tpp1/Cln3" 4
"920" "antiquewhite4" "BP" "GO:0032616" "interleukin-13 production" "4/348" "19/14705" 0.000901686767927335 0.0245945159460777 0.0218657270431397 "Tnfrsf21/Tlr4/Lilra5/Il18" 4
"921" "antiquewhite4" "BP" "GO:0005975" "carbohydrate metabolic process" "23/348" "475/14705" 0.000962800066223439 0.0260669203114568 0.0231747665062905 "Npl/Rptor/B4galt4/St3gal6/Slc3a2/St6galnac4/Slc2a8/Ggta1/Soga1/B3galnt1/Ctbs/Man1c1/Khk/Idua/P2rx7/P2ry6/Inpp4b/Siae/Slc37a4/Hexa/Chst7/Renbp/Fam3a" 23
"922" "antiquewhite4" "BP" "GO:0071216" "cellular response to biotic stimulus" "13/348" "201/14705" 0.00101556352893896 0.0272932698402344 0.0242650511906699 "Fcgr2b/Cd68/Mtdh/Cd86/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/Bid/Pycard/Il18" 13
"923" "antiquewhite4" "BP" "GO:0006639" "acylglycerol metabolic process" "9/348" "108/14705" 0.00104977648035444 0.0280068104795289 0.0248994237022985 "Esr1/Liph/Lmf1/Abhd12/Daglb/Mgll/Thrsp/Pla2g15/Slc37a4" 9
"924" "antiquewhite4" "BP" "GO:0002237" "response to molecule of bacterial origin" "15/348" "254/14705" 0.00108773433751846 0.0286000250169239 0.0254268204268829 "Fcgr2b/Cd68/Adam17/Mtdh/Cd86/Tap2/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/P2rx7/Pycard/Il18" 15
"925" "antiquewhite4" "BP" "GO:0071219" "cellular response to molecule of bacterial origin" "12/348" "178/14705" 0.00110018068009029 0.0286000250169239 0.0254268204268829 "Fcgr2b/Cd68/Mtdh/Cd86/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/Pycard/Il18" 12
"926" "antiquewhite4" "BP" "GO:0030889" "negative regulation of B cell proliferation" "4/348" "20/14705" 0.00110625064921837 0.0286000250169239 0.0254268204268829 "Fcgr2b/Cd300a/Tnfrsf21/Lyn" 4
"927" "antiquewhite4" "BP" "GO:0034104" "negative regulation of tissue remodeling" "4/348" "20/14705" 0.00110625064921837 0.0286000250169239 0.0254268204268829 "Gpr137b/Tmem119/P2rx7/Csk" 4
"928" "antiquewhite4" "BP" "GO:0032757" "positive regulation of interleukin-8 production" "6/348" "50/14705" 0.00111113640284629 0.0286000250169239 0.0254268204268829 "Tlr5/Tlr4/Pycard/Tlr3/Il18/Tlr7" 6
"929" "antiquewhite4" "BP" "GO:0007041" "lysosomal transport" "9/348" "109/14705" 0.00112095585093559 0.0286510044417454 0.0254721436278114 "Arf1/Grn/Chmp6/Ncoa4/Vps18/Laptm5/Arl8b/Cln3/Vps11" 9
"930" "antiquewhite4" "BP" "GO:0006638" "neutral lipid metabolic process" "9/348" "110/14705" 0.00119598906715307 0.0303565280586422 0.0269884375022042 "Esr1/Liph/Lmf1/Abhd12/Daglb/Mgll/Thrsp/Pla2g15/Slc37a4" 9
"931" "antiquewhite4" "BP" "GO:0097006" "regulation of plasma lipoprotein particle levels" "6/348" "52/14705" 0.00136833035326009 0.0344106187474016 0.0305927223193114 "Arf1/Lmf1/Abca1/Lpcat3/Csk/Ccdc22" 6
"932" "antiquewhite4" "BP" "GO:0002664" "regulation of T cell tolerance induction" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Cd86/Itch/Tgfbr2" 3
"933" "antiquewhite4" "BP" "GO:0030259" "lipid glycosylation" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Ggta1/Slc35c1/Gba" 3
"934" "antiquewhite4" "BP" "GO:0140052" "cellular response to oxidised low-density lipoprotein particle stimulus" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Cd68/Tlr4/Tlr6" 3
"935" "antiquewhite4" "BP" "GO:0042129" "regulation of T cell proliferation" "11/348" "161/14705" 0.00157574678716932 0.0386533859537173 0.0343647497844698 "Vsir/Cd86/Tnfrsf21/Itch/Laptm5/Tnfrsf1b/Bid/Pycard/Il18/Tgfbr2/Sash3" 11
"936" "antiquewhite4" "BP" "GO:0001666" "response to hypoxia" "12/348" "186/14705" 0.00160328959767216 0.0390668231966116 0.0347323157053611 "Rptor/P4hb/Adam17/Hmox2/Slc8a1/Slc2a8/Tbl2/Vhl/Itpr2/Il18/Smad3/Map2k1" 12
"937" "antiquewhite4" "BP" "GO:0046467" "membrane lipid biosynthetic process" "9/348" "115/14705" 0.00163438368465392 0.0395607441550337 0.0351714355840129 "Ormdl1/Pigc/Pigx/B4galt4/B3galt4/St6galnac4/Gba/P2rx7/Asah1" 9
"938" "antiquewhite4" "BP" "GO:0006040" "amino sugar metabolic process" "5/348" "37/14705" 0.00168695735842701 0.0405646654279653 0.0360639706749597 "Npl/Ctbs/Dpagt1/Chst7/Renbp" 5
"939" "antiquewhite4" "BP" "GO:0070482" "response to oxygen levels" "13/348" "213/14705" 0.00171521113451589 0.0409744882134352 0.0364283231664985 "Ccdc115/Rptor/P4hb/Adam17/Hmox2/Slc8a1/Slc2a8/Tbl2/Vhl/Itpr2/Il18/Smad3/Map2k1" 13
"940" "antiquewhite4" "BP" "GO:0006809" "nitric oxide biosynthetic process" "7/348" "74/14705" 0.0018087171301963 0.0429276695510875 0.0381647968620368 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"941" "antiquewhite4" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "8/348" "95/14705" 0.00184548134449878 0.0432724215048231 0.0384712982030064 "Fcgr2b/Adam17/Mertk/Lyn/P2rx7/Vhl/Il18/Ccr5" 8
"942" "antiquewhite4" "BP" "GO:0002517" "T cell tolerance induction" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Cd86/Itch/Tgfbr2" 3
"943" "antiquewhite4" "BP" "GO:0036005" "response to macrophage colony-stimulating factor" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Csf1r/Tlr4/Dok1" 3
"944" "antiquewhite4" "BP" "GO:0036006" "cellular response to macrophage colony-stimulating factor stimulus" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Csf1r/Tlr4/Dok1" 3
"945" "antiquewhite4" "BP" "GO:0036065" "fucosylation" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Slc35c1/Slc35c2/Fut10" 3
"946" "antiquewhite4" "BP" "GO:0002504" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" "4/348" "23/14705" 0.00191183870945858 0.0436735655191943 0.0388279348427541 "Fcgr2b/Unc93b1/Arl8b/Pycard" 4
"947" "antiquewhite4" "BP" "GO:0071900" "regulation of protein serine/threonine kinase activity" "16/348" "297/14705" 0.00195135102841426 0.0442993044028207 0.0393842473011758 "Marcks/Cd300a/Rptor/Adam17/Fem1a/Slc8a1/Csf1r/Gba/Lyn/Tlr4/Tlr6/P2rx7/Pycard/Csk/Map2k1/Dusp7" 16
"948" "antiquewhite4" "BP" "GO:0043409" "negative regulation of MAPK cascade" "11/348" "166/14705" 0.00200929157812894 0.0453330908522301 0.0403033339940483 "Dusp27/Cd300a/Fem1a/Itch/Gba/Lyn/Tlr4/P2rx7/Dok1/Csk/Dusp7" 11
"949" "antiquewhite4" "BP" "GO:0050864" "regulation of B cell activation" "9/348" "119/14705" 0.00207079698744567 0.04643412876757 0.0412822105278965 "Fcgr2b/Cd300a/Tnfrsf21/Bank1/Lyn/Tlr4/Laptm5/Pcid2/Sash3" 9
"950" "antiquewhite4" "BP" "GO:0046209" "nitric oxide metabolic process" "7/348" "76/14705" 0.00211084033228585 0.0470434232591754 0.0418239031178845 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"951" "antiquewhite4" "BP" "GO:0045860" "positive regulation of protein kinase activity" "16/348" "300/14705" 0.00215947148513066 0.0478355653221366 0.0425281561377884 "Marcks/Abi3/Cd300a/Rptor/Adam17/Cd86/Csf1r/Malt1/Tlr4/Tlr6/P2rx7/Lilra5/Il18/Csk/Map2k1/Tgfbr2" 16
"952" "antiquewhite4" "BP" "GO:0002507" "tolerance induction" "4/348" "24/14705" 0.00225188764682177 0.0489919604115094 0.0435562479056317 "Cd86/Itch/Lyn/Tgfbr2" 4
"953" "antiquewhite4" "BP" "GO:0046461" "neutral lipid catabolic process" "4/348" "24/14705" 0.00225188764682177 0.0489919604115094 0.0435562479056317 "Liph/Abhd12/Daglb/Mgll" 4
"954" "antiquewhite4" "BP" "GO:0046464" "acylglycerol catabolic process" "4/348" "24/14705" 0.00225188764682177 0.0489919604115094 0.0435562479056317 "Liph/Abhd12/Daglb/Mgll" 4
"955" "antiquewhite4" "BP" "GO:0033674" "positive regulation of kinase activity" "18/348" "360/14705" 0.00238069373792887 0.0497999672048611 0.0442746054464414 "Marcks/Abi3/Cd300a/Rptor/Adam17/Cd86/Csf1r/Malt1/Mertk/Lyn/Tlr4/Tlr6/P2rx7/Lilra5/Il18/Csk/Map2k1/Tgfbr2" 18
"956" "antiquewhite4" "BP" "GO:0036293" "response to decreased oxygen levels" "12/348" "195/14705" 0.00238174913573472 0.0497999672048611 0.0442746054464414 "Rptor/P4hb/Adam17/Hmox2/Slc8a1/Slc2a8/Tbl2/Vhl/Itpr2/Il18/Smad3/Map2k1" 12
"957" "antiquewhite4" "BP" "GO:0006509" "membrane protein ectodomain proteolysis" "5/348" "40/14705" 0.00240345209125659 0.0497999672048611 0.0442746054464414 "Adam17/Sppl2a/Lrig2/Tnfrsf1b/P2rx7" 5
"958" "antiquewhite4" "BP" "GO:0002704" "negative regulation of leukocyte mediated immunity" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Fcgr2b/Vsir/Cd300a/Hfe/Gfer/Tap2" 6
"959" "antiquewhite4" "BP" "GO:0042267" "natural killer cell mediated cytotoxicity" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Gfer/Tap2/Vav1/Arl8b/Lag3/Il18" 6
"960" "antiquewhite4" "BP" "GO:0050885" "neuromuscular process controlling balance" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Cdh23/Tifab/Slc1a3/Tpp1/Cln3/Hexa" 6
"961" "antiquewhite4" "BP" "GO:0022408" "negative regulation of cell-cell adhesion" "11/348" "170/14705" 0.00242204675840118 0.0497999672048611 0.0442746054464414 "Vsir/Cd300a/Hfe/Cd86/Tnfrsf21/Itch/Pag1/Tnfaip8l2/Laptm5/Lag3/Map2k1" 11
"962" "antiquewhite4" "BP" "GO:2001057" "reactive nitrogen species metabolic process" "7/348" "78/14705" 0.00245056033724235 0.0497999672048611 0.0442746054464414 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"963" "antiquewhite4" "BP" "GO:0002756" "MyD88-independent toll-like receptor signaling pathway" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Tlr4/Tlr6/Tlr3" 3
"964" "antiquewhite4" "BP" "GO:0007042" "lysosomal lumen acidification" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Ccdc115/Grn/Cln3" 3
"965" "antiquewhite4" "BP" "GO:0060368" "regulation of Fc receptor mediated stimulatory signaling pathway" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Cd47/Lyn/Csk" 3
"966" "antiquewhite4" "BP" "GO:0090385" "phagosome-lysosome fusion" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Arl8b/Cln3/Rab39" 3
