"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"378" "blue" "BP" "GO:0045580" "regulation of T cell differentiation" "10/180" "159/14705" 2.60159348053728e-05 0.00105549718376746 0.000804417173453304 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Tnfsf9/Ripk2/Zc3h12a/Nfkbid" 10
"379" "blue" "BP" "GO:0051251" "positive regulation of lymphocyte activation" "13/180" "268/14705" 2.62341133473514e-05 0.00105549718376746 0.000804417173453304 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Cdkn1a/Tnfsf9/Clcf1/Il1a/Ripk2/Tnip2/Nfkbid" 13
"380" "blue" "BP" "GO:0061469" "regulation of type B pancreatic cell proliferation" "4/180" "15/14705" 2.66731502434278e-05 0.00105940281351461 0.000807393738137766 "Nr4a1/Nr4a3/Errfi1/Nupr1" 4
"381" "blue" "BP" "GO:0042110" "T cell activation" "18/180" "483/14705" 2.70924009119817e-05 0.00106243364589012 0.000809703600873749 "Irf1/Nlrp3/Jmjd6/Zfp36l1/Cd83/Egr3/Myc/Socs1/Nfkbiz/Tnfsf9/Egr1/Il1a/Chd7/Ripk2/Zc3h12a/Nfkbid/Icam1/Trex1" 18
"382" "blue" "BP" "GO:0043620" "regulation of DNA-templated transcription in response to stress" "6/180" "49/14705" 2.79604505674649e-05 0.00108276844822508 0.000825201192405576 "Ddit3/Atf4/Egr1/Jun/Sesn2/Ppp1r15a" 6
"383" "blue" "BP" "GO:0002822" "regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "10/180" "161/14705" 2.89726058364934e-05 0.00110811275162292 0.000844516632764843 "Arid5a/Tnfaip3/Irf1/Nlrp3/Nfkbiz/Tnf/Clcf1/Ripk2/Zc3h12a/Nfkbid" 10
"384" "blue" "BP" "GO:0046634" "regulation of alpha-beta T cell activation" "8/180" "100/14705" 3.07728212976139e-05 0.00116261219975619 0.000886051837876098 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 8
"385" "blue" "BP" "GO:0032731" "positive regulation of interleukin-1 beta production" "6/180" "50/14705" 3.14531293262758e-05 0.00117399752593738 0.000894728840568633 "Nlrp3/Tnf/Egr1/Tlr2/Ripk2/Casp4" 6
"386" "blue" "BP" "GO:0070423" "nucleotide-binding oligomerization domain containing signaling pathway" "4/180" "16/14705" 3.5224896906797e-05 0.00129912774544354 0.000990093280224883 "Tnfaip3/Nfkbia/Lacc1/Ripk2" 4
"387" "blue" "BP" "GO:0002696" "positive regulation of leukocyte activation" "14/180" "319/14705" 3.86823313508468e-05 0.00140801909340419 0.00107308172556339 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Cdkn1a/Tnfsf9/Clcf1/Il1a/Ripk2/Nr4a3/Tnip2/Nfkbid" 14
"388" "blue" "BP" "GO:0002573" "myeloid leukocyte differentiation" "11/180" "202/14705" 3.90863918762946e-05 0.00140801909340419 0.00107308172556339 "Batf3/Zfp36l1/Klf10/Myc/Tob2/Tnf/Tnfsf9/Tlr2/Jun/Epha2/Junb" 11
"389" "blue" "BP" "GO:0032609" "interferon-gamma production" "8/180" "104/14705" 4.08629098714066e-05 0.00143856016797293 0.0010963577373393 "Arid5a/Ddit3/Tnf/Tnfsf9/Cd14/Ripk2/Pde4b/Zc3h12a" 8
"390" "blue" "BP" "GO:0046632" "alpha-beta T cell differentiation" "8/180" "104/14705" 4.08629098714066e-05 0.00143856016797293 0.0010963577373393 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 8
"391" "blue" "BP" "GO:0031667" "response to nutrient levels" "13/180" "281/14705" 4.29017660092852e-05 0.00149336709097489 0.00113812727568098 "Nuak2/Ddit3/Klf10/Atf4/Cdkn1a/Adrb2/Pmaip1/Chka/Slc25a25/Prkab2/Jun/Zc3h12a/Sesn2" 13
"392" "blue" "BP" "GO:0048145" "regulation of fibroblast proliferation" "8/180" "105/14705" 4.37765807028804e-05 0.00150688718908359 0.00114843123411182 "Myc/Socs1/Cdkn1a/Tgif1/Pmaip1/Jun/Fosl2/Nupr1" 8
"393" "blue" "BP" "GO:0035872" "nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway" "4/180" "17/14705" 4.56240128816375e-05 0.00155322188909135 0.00118374390854266 "Tnfaip3/Nfkbia/Lacc1/Ripk2" 4
"394" "blue" "BP" "GO:0002526" "acute inflammatory response" "7/180" "78/14705" 4.65535509221431e-05 0.00156764022561738 0.00119473243384859 "Ptgs2/Nlrp3/Tnf/Il1a/Orm2/Nupr1/Icam1" 7
"395" "blue" "BP" "GO:0002718" "regulation of cytokine production involved in immune response" "8/180" "107/14705" 5.01258223443269e-05 0.00165201912364601 0.00125903941229928 "Arid5a/Nlrp3/Lacc1/Tnf/Tlr2/Ripk2/Nr4a3/Casp4" 8
"396" "blue" "BP" "GO:0035710" "CD4-positive, alpha-beta T cell activation" "8/180" "107/14705" 5.01258223443269e-05 0.00165201912364601 0.00125903941229928 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 8
"397" "blue" "BP" "GO:0070371" "ERK1 and ERK2 cascade" "13/180" "286/14705" 5.14288365175381e-05 0.00167712142664561 0.00127817041893449 "Zfp36l1/Gcnt2/Myc/Dusp1/Clcf1/Il1a/Tlr2/Ripk2/Jun/Epha2/Errfi1/Dusp4/Icam1" 13
"398" "blue" "BP" "GO:0009267" "cellular response to starvation" "9/180" "140/14705" 5.59292961797331e-05 0.00179325128856254 0.00136667549191185 "Nuak2/Klf10/Atf4/Cdkn1a/Pmaip1/Chka/Jun/Zc3h12a/Sesn2" 9
"399" "blue" "BP" "GO:0031669" "cellular response to nutrient levels" "10/180" "174/14705" 5.61476355682912e-05 0.00179325128856254 0.00136667549191185 "Nuak2/Klf10/Atf4/Cdkn1a/Pmaip1/Chka/Prkab2/Jun/Zc3h12a/Sesn2" 10
"400" "blue" "BP" "GO:0062012" "regulation of small molecule metabolic process" "13/180" "289/14705" 5.72239531766755e-05 0.00180897762185041 0.00137866086976674 "Ptgs2/Prox1/Plek/Lacc1/Myc/Tnf/Egr1/Pmaip1/Supt20/Nr4a3/Sesn2/Nupr1/Trex1" 13
"401" "blue" "BP" "GO:0034114" "regulation of heterotypic cell-cell adhesion" "4/180" "18/14705" 5.8100200962564e-05 0.0018181254806265 0.0013856326502821 "Tnfaip3/Gcnt2/Tnf/Wnk1" 4
"402" "blue" "BP" "GO:0002819" "regulation of adaptive immune response" "10/180" "176/14705" 6.18255781219242e-05 0.00191535641021721 0.00145973443923659 "Arid5a/Tnfaip3/Irf1/Nlrp3/Nfkbiz/Tnf/Clcf1/Ripk2/Zc3h12a/Nfkbid" 10
"403" "blue" "BP" "GO:0050830" "defense response to Gram-positive bacterium" "7/180" "82/14705" 6.42969803205747e-05 0.00191947762742568 0.00146287530777609 "Nlrp3/Tnf/Ppp1r11/Tlr2/Ripk2/Epha2/Casp4" 7
"404" "blue" "BP" "GO:0051402" "neuron apoptotic process" "13/180" "293/14705" 6.58297454730576e-05 0.00191947762742568 0.00146287530777609 "Btg2/Ddit3/Nefl/Atf4/Tnf/Egr1/Pmaip1/Clcf1/Mcl1/Nr4a3/Jun/Nupr1/Gpx1" 13
"405" "blue" "BP" "GO:0043433" "negative regulation of DNA-binding transcription factor activity" "9/180" "143/14705" 6.59696604106181e-05 0.00191947762742568 0.00146287530777609 "Prox1/Tnfaip3/Ddit3/Nlrp3/Nfkbia/Zc3h12a/Nfkbib/Nfkbid/Nupr1" 9
"406" "blue" "BP" "GO:1902532" "negative regulation of intracellular signal transduction" "17/180" "470/14705" 6.6220715323361e-05 0.00191947762742568 0.00146287530777609 "Ptgs2/Tnfaip3/Ddit3/Nlrp3/Map2k3/Rcan1/Dusp1/Ppp1r10/Mcl1/Zc3h12a/Sesn2/Epha2/Errfi1/Nfkbid/Dusp4/Herpud1/Gpx1" 17
"407" "blue" "BP" "GO:0002293" "alpha-beta T cell differentiation involved in immune response" "6/180" "57/14705" 6.69152949522187e-05 0.00191947762742568 0.00146287530777609 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"408" "blue" "BP" "GO:0002294" "CD4-positive, alpha-beta T cell differentiation involved in immune response" "6/180" "57/14705" 6.69152949522187e-05 0.00191947762742568 0.00146287530777609 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"409" "blue" "BP" "GO:0032732" "positive regulation of interleukin-1 production" "6/180" "57/14705" 6.69152949522187e-05 0.00191947762742568 0.00146287530777609 "Nlrp3/Tnf/Egr1/Tlr2/Ripk2/Casp4" 6
"410" "blue" "BP" "GO:0042093" "T-helper cell differentiation" "6/180" "57/14705" 6.69152949522187e-05 0.00191947762742568 0.00146287530777609 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"411" "blue" "BP" "GO:0031649" "heat generation" "4/180" "19/14705" 7.28922182765687e-05 0.00207174396532853 0.00157892076865614 "Ptgs2/Tnf/Adrb2/Il1a" 4
"412" "blue" "BP" "GO:0002287" "alpha-beta T cell activation involved in immune response" "6/180" "58/14705" 7.38854140063973e-05 0.0020808819326529 0.00158588501068277 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"413" "blue" "BP" "GO:0043523" "regulation of neuron apoptotic process" "12/180" "261/14705" 9.00961375715482e-05 0.00251457508285276 0.00191641191629192 "Btg2/Ddit3/Nefl/Atf4/Tnf/Egr1/Pmaip1/Clcf1/Mcl1/Nr4a3/Jun/Nupr1" 12
"414" "blue" "BP" "GO:0033002" "muscle cell proliferation" "11/180" "222/14705" 9.17231705147478e-05 0.00253712841298829 0.00193360029571973 "Ptgs2/Tnfaip3/Ddit3/Myc/Adamts1/Cdkn1a/Tnf/Egr1/Hbegf/Nr4a3/Jun" 11
"415" "blue" "BP" "GO:0002286" "T cell activation involved in immune response" "7/180" "88/14705" 0.00010095769287538 0.00276784896042414 0.00210943740213766 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid/Icam1" 7
"416" "blue" "BP" "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "12/180" "266/14705" 0.00010783799947225 0.00292177515117127 0.0022267478726775 "Arid5a/Tnfaip3/Irf1/Nlrp3/Nfkbiz/Tnf/Clcf1/Ripk2/Zc3h12a/Nfkbid/Icam1/Trex1" 12
"417" "blue" "BP" "GO:0033077" "T cell differentiation in thymus" "7/180" "89/14705" 0.000108458406192607 0.00292177515117127 0.0022267478726775 "Jmjd6/Zfp36l1/Egr3/Tnfsf9/Il1a/Ripk2/Nfkbid" 7
"418" "blue" "BP" "GO:0031571" "mitotic G1 DNA damage checkpoint signaling" "4/180" "21/14705" 0.00011042018497436 0.0029237754961587 0.00222827237874485 "Sde2/Cdkn1a/Rbm38/Trex1" 4
"419" "blue" "BP" "GO:0032691" "negative regulation of interleukin-1 beta production" "4/180" "21/14705" 0.00011042018497436 0.0029237754961587 0.00222827237874485 "Tnfaip3/Nlrp3/Zc3h12a/Errfi1" 4
"420" "blue" "BP" "GO:0009991" "response to extracellular stimulus" "13/180" "309/14705" 0.000112495547573936 0.00295348479986486 0.00225091448000302 "Nuak2/Ddit3/Klf10/Atf4/Cdkn1a/Adrb2/Pmaip1/Chka/Slc25a25/Prkab2/Jun/Zc3h12a/Sesn2" 13
"421" "blue" "BP" "GO:0002221" "pattern recognition receptor signaling pathway" "9/180" "154/14705" 0.000116750228748325 0.00303943032489337 0.00231641541868636 "Tnfaip3/Irf1/Nlrp3/Nfkbia/Lacc1/Cd14/Tlr2/Ripk2/Tnip2" 9
"422" "blue" "BP" "GO:0002292" "T cell differentiation involved in immune response" "6/180" "63/14705" 0.000117919105703414 0.00304427824557648 0.00232011012362068 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"423" "blue" "BP" "GO:0072538" "T-helper 17 type immune response" "5/180" "40/14705" 0.000120862801643774 0.00309448726853233 0.00235837550314906 "Arid5a/Nlrp3/Nfkbiz/Zc3h12a/Nfkbid" 5
"424" "blue" "BP" "GO:0002064" "epithelial cell development" "10/180" "192/14705" 0.000127556215045533 0.00323909142795951 0.00246858145252054 "Prox1/Jmjd1c/Atf4/Tnf/Il1a/Nup210l/Epha2/Fosl2/Icam1/Gpx1" 10
"425" "blue" "BP" "GO:1990874" "vascular associated smooth muscle cell proliferation" "6/180" "65/14705" 0.000140483488039255 0.00353835647110253 0.00269665779779246 "Ddit3/Adamts1/Cdkn1a/Tnf/Nr4a3/Jun" 6
"426" "blue" "BP" "GO:1901216" "positive regulation of neuron death" "8/180" "125/14705" 0.000150101983269549 0.00375012858200858 0.00285805389196604 "Ddit3/Atf4/Tnf/Egr1/Pmaip1/Mcl1/Jun/Nupr1" 8
"427" "blue" "BP" "GO:0002285" "lymphocyte activation involved in immune response" "9/180" "160/14705" 0.000156105394968755 0.0038382104255016 0.0029251829650369 "Tnfaip3/Irf1/Nlrp3/Nfkbiz/Clcf1/Ripk2/Zc3h12a/Nfkbid/Icam1" 9
"428" "blue" "BP" "GO:0032680" "regulation of tumor necrosis factor production" "9/180" "160/14705" 0.000156105394968755 0.0038382104255016 0.0029251829650369 "Arid5a/Tnfaip3/Cd14/Il1a/Tlr2/Ripk2/Zc3h12a/Errfi1/Trex1" 9
"429" "blue" "BP" "GO:0044819" "mitotic G1/S transition checkpoint signaling" "4/180" "23/14705" 0.000160275032241124 0.00390970118018113 0.00297966761141187 "Sde2/Cdkn1a/Rbm38/Trex1" 4
"430" "blue" "BP" "GO:0046631" "alpha-beta T cell activation" "9/180" "161/14705" 0.000163632994325269 0.00396042981577879 0.00301832899894391 "Irf1/Nlrp3/Cd83/Myc/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 9
"431" "blue" "BP" "GO:0032729" "positive regulation of interferon-gamma production" "6/180" "67/14705" 0.000166338954982793 0.00399281818969857 0.0030430128774061 "Arid5a/Tnf/Tnfsf9/Cd14/Ripk2/Pde4b" 6
"432" "blue" "BP" "GO:0002367" "cytokine production involved in immune response" "8/180" "127/14705" 0.000167548858831767 0.00399281818969857 0.0030430128774061 "Arid5a/Nlrp3/Lacc1/Tnf/Tlr2/Ripk2/Nr4a3/Casp4" 8
"433" "blue" "BP" "GO:1903555" "regulation of tumor necrosis factor superfamily cytokine production" "9/180" "162/14705" 0.000171461060735308 0.0040284375732169 0.00307015917798427 "Arid5a/Tnfaip3/Cd14/Il1a/Tlr2/Ripk2/Zc3h12a/Errfi1/Trex1" 9
"434" "blue" "BP" "GO:0010332" "response to gamma radiation" "5/180" "43/14705" 0.000171644209058951 0.0040284375732169 0.00307015917798427 "Myc/Cdkn1a/Egr1/Gpx1/Trex1" 5
"435" "blue" "BP" "GO:0002366" "leukocyte activation involved in immune response" "11/180" "239/14705" 0.000175826666904851 0.00409557153437013 0.00312132341802596 "Tnfaip3/Irf1/Nlrp3/Nfkbiz/Clcf1/Ripk2/Nr4a3/Zc3h12a/Nfkbid/Icam1/Trex1" 11
"436" "blue" "BP" "GO:0031668" "cellular response to extracellular stimulus" "10/180" "201/14705" 0.000185508375384792 0.00425136799438472 0.0032400592611209 "Nuak2/Klf10/Atf4/Cdkn1a/Pmaip1/Chka/Prkab2/Jun/Zc3h12a/Sesn2" 10
"437" "blue" "BP" "GO:0050870" "positive regulation of T cell activation" "10/180" "201/14705" 0.000185508375384792 0.00425136799438472 0.0032400592611209 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Tnfsf9/Il1a/Ripk2/Nfkbid" 10
"438" "blue" "BP" "GO:0050729" "positive regulation of inflammatory response" "8/180" "129/14705" 0.00018663203590585 0.00425136799438472 0.0032400592611209 "Ptgs2/Nlrp3/Nfkbia/Nfkbiz/Tnf/Tlr2/Nupr1/Casp4" 8
"439" "blue" "BP" "GO:0051090" "regulation of DNA-binding transcription factor activity" "14/180" "371/14705" 0.000192244607409012 0.00431991897443865 0.00329230344183544 "Prox1/Tnfaip3/Ddit3/Nlrp3/Ifrd1/Nfkbia/Tnf/Tlr2/Ripk2/Zc3h12a/Nfkbib/Nfkbid/Nupr1/Icam1" 14
"440" "blue" "BP" "GO:0010631" "epithelial cell migration" "12/180" "283/14705" 0.0001924302190034 0.00431991897443865 0.00329230344183544 "Ptgs2/Prox1/Map2k3/Egr3/Nr4a1/Tnf/Hbegf/Zeb2/Jun/Zc3h12a/Epha2/Gpx1" 12
"441" "blue" "BP" "GO:0001818" "negative regulation of cytokine production" "11/180" "242/14705" 0.000195989634518632 0.00433697062670515 0.00330529887387437 "Tnfaip3/Ddit3/Rel/Nlrp3/Cd83/Tnf/Ppp1r11/Tlr2/Zc3h12a/Epha2/Errfi1" 11
"442" "blue" "BP" "GO:0002263" "cell activation involved in immune response" "11/180" "242/14705" 0.000195989634518632 0.00433697062670515 0.00330529887387437 "Tnfaip3/Irf1/Nlrp3/Nfkbiz/Clcf1/Ripk2/Nr4a3/Zc3h12a/Nfkbid/Icam1/Trex1" 11
"443" "blue" "BP" "GO:0090132" "epithelium migration" "12/180" "284/14705" 0.000198808506799169 0.00436814719194203 0.00332905920679759 "Ptgs2/Prox1/Map2k3/Egr3/Nr4a1/Tnf/Hbegf/Zeb2/Jun/Zc3h12a/Epha2/Gpx1" 12
"444" "blue" "BP" "GO:0070391" "response to lipoteichoic acid" "3/180" "10/14705" 0.00020318512292123 0.00440061741551493 0.00335380546464611 "Cd14/Tlr2/Ripk2" 3
"445" "blue" "BP" "GO:0071223" "cellular response to lipoteichoic acid" "3/180" "10/14705" 0.00020318512292123 0.00440061741551493 0.00335380546464611 "Cd14/Tlr2/Ripk2" 3
"446" "blue" "BP" "GO:0090130" "tissue migration" "12/180" "285/14705" 0.000205366496231725 0.00440061741551493 0.00335380546464611 "Ptgs2/Prox1/Map2k3/Egr3/Nr4a1/Tnf/Hbegf/Zeb2/Jun/Zc3h12a/Epha2/Gpx1" 12
"447" "blue" "BP" "GO:0032640" "tumor necrosis factor production" "9/180" "166/14705" 0.000205968213444049 0.00440061741551493 0.00335380546464611 "Arid5a/Tnfaip3/Cd14/Il1a/Tlr2/Ripk2/Zc3h12a/Errfi1/Trex1" 9
"448" "blue" "BP" "GO:0001503" "ossification" "13/180" "331/14705" 0.000221682053325816 0.00470391096714642 0.00358495202314207 "Ptgs2/Ddx5/H3f3b/Klf10/Atf4/Tob2/Tnf/Bambi/Adrb2/Epha2/Sbds/Lncpint/Junb" 13
"449" "blue" "BP" "GO:0071706" "tumor necrosis factor superfamily cytokine production" "9/180" "168/14705" 0.000225277554238774 0.00474768614307294 0.00361831402905529 "Arid5a/Tnfaip3/Cd14/Il1a/Tlr2/Ripk2/Zc3h12a/Errfi1/Trex1" 9
"450" "blue" "BP" "GO:0045930" "negative regulation of mitotic cell cycle" "10/180" "209/14705" 0.00025426391819571 0.00529045490187884 0.00403196980901574 "Nabp1/Btg2/Sde2/Zfp36l1/Cdkn1a/Tnf/Ppp1r10/Rbm38/Zfp655/Trex1" 10
"451" "blue" "BP" "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" "7/180" "102/14705" 0.000254447314519027 0.00529045490187884 0.00403196980901574 "Myc/Cdkn1a/Tnf/Pmaip1/Mcl1/Epha2/Nupr1" 7
"452" "blue" "BP" "GO:0006953" "acute-phase response" "4/180" "26/14705" 0.000262947744031025 0.00535929020400076 0.00408443067771183 "Ptgs2/Tnf/Il1a/Orm2" 4
"453" "blue" "BP" "GO:0044342" "type B pancreatic cell proliferation" "4/180" "26/14705" 0.000262947744031025 0.00535929020400076 0.00408443067771183 "Nr4a1/Nr4a3/Errfi1/Nupr1" 4
"454" "blue" "BP" "GO:0072539" "T-helper 17 cell differentiation" "4/180" "26/14705" 0.000262947744031025 0.00535929020400076 0.00408443067771183 "Nlrp3/Nfkbiz/Zc3h12a/Nfkbid" 4
"455" "blue" "BP" "GO:0002824" "positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "7/180" "103/14705" 0.000270221694753795 0.00547154778004743 0.00416998459809262 "Arid5a/Nlrp3/Nfkbiz/Tnf/Clcf1/Ripk2/Nfkbid" 7
"456" "blue" "BP" "GO:0033079" "immature T cell proliferation" "3/180" "11/14705" 0.000276866760694008 0.00549828990147459 0.00419036534572645 "Tnfsf9/Il1a/Ripk2" 3
"457" "blue" "BP" "GO:0033080" "immature T cell proliferation in thymus" "3/180" "11/14705" 0.000276866760694008 0.00549828990147459 0.00419036534572645 "Tnfsf9/Il1a/Ripk2" 3
"458" "blue" "BP" "GO:1901841" "regulation of high voltage-gated calcium channel activity" "3/180" "11/14705" 0.000276866760694008 0.00549828990147459 0.00419036534572645 "Gem/Pde4b/Rrad" 3
"459" "blue" "BP" "GO:0010586" "miRNA metabolic process" "6/180" "74/14705" 0.000287724429464446 0.00566247410913339 0.00431549367224566 "Ddx5/Myc/Tnf/Egr1/Jun/Zc3h12a" 6
"460" "blue" "BP" "GO:0038066" "p38MAPK cascade" "5/180" "48/14705" 0.000290619668657483 0.00566247410913339 0.00431549367224566 "Gadd45b/Map2k3/Zfp36l1/Dusp1/Zc3h12a" 5
"461" "blue" "BP" "GO:2000630" "positive regulation of miRNA metabolic process" "5/180" "48/14705" 0.000290619668657483 0.00566247410913339 0.00431549367224566 "Myc/Tnf/Egr1/Jun/Zc3h12a" 5
"462" "blue" "BP" "GO:0043122" "regulation of I-kappaB kinase/NF-kappaB signaling" "9/180" "174/14705" 0.000292445402666669 0.00566247410913339 0.00431549367224566 "Tnfaip3/Tnf/Il1a/Ripk2/Zc3h12a/Tnip2/Nfkbib/Nfkbid/Akap13" 9
"463" "blue" "BP" "GO:0038061" "NIK/NF-kappaB signaling" "7/180" "105/14705" 0.000304130272423596 0.00583468072722272 0.00444673605081736 "Rel/Nlrp3/Tnf/Cd14/Tlr2/Zc3h12a/Birc3" 7
"464" "blue" "BP" "GO:0043491" "protein kinase B signaling" "9/180" "175/14705" 0.000305105964431918 0.00583468072722272 0.00444673605081736 "Ddit3/Zfp36l1/Gcnt2/Tnf/Hbegf/Clcf1/Sesn2/Epha2/Gpx1" 9
"465" "blue" "BP" "GO:0002224" "toll-like receptor signaling pathway" "7/180" "106/14705" 0.0003223209870861 0.00612607618400453 0.00466881481455681 "Tnfaip3/Irf1/Nfkbia/Cd14/Tlr2/Ripk2/Tnip2" 7
"466" "blue" "BP" "GO:0032692" "negative regulation of interleukin-1 production" "4/180" "28/14705" 0.000353313708269748 0.00667418212329072 0.00508653817489759 "Tnfaip3/Nlrp3/Zc3h12a/Errfi1" 4
"467" "blue" "BP" "GO:0001660" "fever generation" "3/180" "12/14705" 0.000365837313232621 0.00678661075685426 0.00517222246190211 "Ptgs2/Tnf/Il1a" 3
"468" "blue" "BP" "GO:0032494" "response to peptidoglycan" "3/180" "12/14705" 0.000365837313232621 0.00678661075685426 0.00517222246190211 "Nlrp3/Tlr2/Ripk2" 3
"469" "blue" "BP" "GO:2000271" "positive regulation of fibroblast apoptotic process" "3/180" "12/14705" 0.000365837313232621 0.00678661075685426 0.00517222246190211 "Socs1/Pmaip1/Nupr1" 3
"470" "blue" "BP" "GO:0071407" "cellular response to organic cyclic compound" "14/180" "399/14705" 0.000402653190435457 0.00736546692786479 0.00561338123719912 "Ddx5/Dnmt3a/Nfkbia/Zfp36l1/Atf4/Socs1/Tnf/Egr1/Taf7/Tiparp/Nr4a3/Pde4b/Zc3h12a/Akap13" 14
"471" "blue" "BP" "GO:0002821" "positive regulation of adaptive immune response" "7/180" "110/14705" 0.000404013626751517 0.00736546692786479 0.00561338123719912 "Arid5a/Nlrp3/Nfkbiz/Tnf/Clcf1/Ripk2/Nfkbid" 7
"472" "blue" "BP" "GO:0001933" "negative regulation of protein phosphorylation" "12/180" "307/14705" 0.000404173459566499 0.00736546692786479 0.00561338123719912 "Tnfaip3/Gadd45b/Irf1/Socs4/Socs1/Dusp1/Cdkn1a/Taf7/Jun/Zc3h12a/Errfi1/Ppp1r15a" 12
"473" "blue" "BP" "GO:0042770" "signal transduction in response to DNA damage" "8/180" "145/14705" 0.000413213937540976 0.00748617999123943 0.00570537926687848 "Sde2/Ddx5/Cdkn1a/Ppp1r10/Pmaip1/Rbm38/Sesn2/Trex1" 8
"474" "blue" "BP" "GO:1901652" "response to peptide" "13/180" "354/14705" 0.000422763054046431 0.00761465082230142 0.00580328965866674 "Tnfaip3/Irf1/Ndel1/Nfkbia/Zfp36l1/Nr4a1/Socs1/Egr1/Adrb2/Ripk2/Nr4a3/Sesn2/Icam1" 13
"475" "blue" "BP" "GO:0070372" "regulation of ERK1 and ERK2 cascade" "11/180" "266/14705" 0.000439981729012705 0.00787897917041249 0.00600473999498326 "Gcnt2/Dusp1/Clcf1/Il1a/Tlr2/Ripk2/Jun/Epha2/Errfi1/Dusp4/Icam1" 11
"476" "blue" "BP" "GO:0009896" "positive regulation of catabolic process" "15/180" "452/14705" 0.000450526058526186 0.00802143522594324 0.0061133088280353 "Btg2/Tnfaip3/Ddit3/Zfp36l1/Socs4/Myc/Tnf/Adrb2/Tiparp/Tlr2/Ripk2/Zc3h12a/Sesn2/Nupr1/Herpud1" 15
"477" "blue" "BP" "GO:0070306" "lens fiber cell differentiation" "4/180" "30/14705" 0.000463960378403386 0.00821342429882108 0.00625962784215816 "Prox1/Atf4/Zeb2/Epha2" 4
"478" "blue" "BP" "GO:0070307" "lens fiber cell development" "3/180" "13/14705" 0.000471315830130507 0.00829622978263812 0.00632273568769573 "Prox1/Atf4/Epha2" 3
"479" "blue" "BP" "GO:0043534" "blood vessel endothelial cell migration" "7/180" "113/14705" 0.000475525021512094 0.00832303116748287 0.00634316160125856 "Ptgs2/Map2k3/Egr3/Nr4a1/Tnf/Epha2/Gpx1" 7
"480" "blue" "BP" "GO:0010212" "response to ionizing radiation" "7/180" "114/14705" 0.000501484938442834 0.00868395810666856 0.00661823180770534 "Nabp1/Myc/Cdkn1a/Egr1/Pmaip1/Gpx1/Trex1" 7
"481" "blue" "BP" "GO:0030216" "keratinocyte differentiation" "6/180" "82/14705" 0.000501752259875298 0.00868395810666856 0.00661823180770534 "Ptgs2/Zfp36l1/Il1a/Epha2/Errfi1/Fosl2" 6
"482" "blue" "BP" "GO:0032663" "regulation of interleukin-2 production" "5/180" "54/14705" 0.000505923488297282 0.00870571643678858 0.0066348143004712 "Tnfaip3/Cd83/Il1a/Ripk2/Pde4b" 5
"483" "blue" "BP" "GO:0050863" "regulation of T cell activation" "12/180" "315/14705" 0.000508629656248784 0.00870571643678858 0.0066348143004712 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Tnfsf9/Il1a/Ripk2/Zc3h12a/Nfkbid/Trex1" 12
"484" "blue" "BP" "GO:0031663" "lipopolysaccharide-mediated signaling pathway" "5/180" "55/14705" 0.000551060925133853 0.00938014695639932 0.00714881234861326 "Tnfaip3/Nfkbia/Tnf/Cd14/Ripk2" 5
"485" "blue" "BP" "GO:0030099" "myeloid cell differentiation" "13/180" "365/14705" 0.000563993205314015 0.00954781939925037 0.0072765991344224 "Batf3/Jmjd6/Nfkbia/Zfp36l1/Klf10/Myc/Tob2/Tnf/Tnfsf9/Tlr2/Jun/Epha2/Junb" 13
