"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"264" "cyan" "BP" "GO:2001238" "positive regulation of extrinsic apoptotic signaling pathway" "6/332" "54/14705" 0.00131290256419467 0.0187934045079229 0.0153957194629048 "Casp8/Itm2c/Ptprc/Ppp1ca/Rbck1/Pycard" 6
"2661" "cyan" "BP" "GO:0006958" "complement activation, classical pathway" "4/332" "22/14705" 0.00135294994981021 0.0190776039564656 0.0156285381083733 "Trem2/C1qb/C1qc/C1qa" 4
"2671" "cyan" "BP" "GO:0070242" "thymocyte apoptotic process" "4/332" "22/14705" 0.00135294994981021 0.0190776039564656 0.0156285381083733 "Casp8/Trp53/Ada/Vhl" 4
"2681" "cyan" "BP" "GO:1903306" "negative regulation of regulated secretory pathway" "4/332" "22/14705" 0.00135294994981021 0.0190776039564656 0.0156285381083733 "Cd84/Lgals9/Nckap1l/Spi1" 4
"2701" "cyan" "BP" "GO:0032649" "regulation of interferon-gamma production" "8/332" "95/14705" 0.00137185132727447 0.0191299858515506 0.015671449809727 "Slc11a1/Slamf6/Havcr2/Lgals9/H2-M3/Pycard/Irf8/Sash3" 8
"2715" "cyan" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "8/332" "95/14705" 0.00137185132727447 0.0191299858515506 0.015671449809727 "Casp8/Fcer1g/Trp53/Mef2c/Pnp/Hcls1/Ada/Vhl" 8
"274" "cyan" "BP" "GO:0099010" "modification of postsynaptic structure" "4/332" "23/14705" 0.00160893156200362 0.0221181318026831 0.0181193648087606 "Pfn1/Cfl1/Cdc42/Cyfip1" 4
"2771" "cyan" "BP" "GO:0034135" "regulation of toll-like receptor 2 signaling pathway" "3/332" "11/14705" 0.00164466658813283 0.0221181318026831 0.0181193648087606 "Trem2/Tlr1/Cyba" 3
"2781" "cyan" "BP" "GO:0061418" "regulation of transcription from RNA polymerase II promoter in response to hypoxia" "3/332" "11/14705" 0.00164466658813283 0.0221181318026831 0.0181193648087606 "Trp53/Nfe2l2/Rbpj" 3
"2791" "cyan" "BP" "GO:0071360" "cellular response to exogenous dsRNA" "3/332" "11/14705" 0.00164466658813283 0.0221181318026831 0.0181193648087606 "Ralb/Flot1/Ifih1" 3
"280" "cyan" "BP" "GO:0071803" "positive regulation of podosome assembly" "3/332" "11/14705" 0.00164466658813283 0.0221181318026831 0.0181193648087606 "Arpc2/Lcp1/Msn" 3
"2812" "cyan" "BP" "GO:1900426" "positive regulation of defense response to bacterium" "3/332" "11/14705" 0.00164466658813283 0.0221181318026831 0.0181193648087606 "Havcr2/Lgals9/Cyba" 3
"2831" "cyan" "BP" "GO:0002833" "positive regulation of response to biotic stimulus" "10/332" "145/14705" 0.00168141565025166 0.0224525432590142 0.0183933175651483 "Slamf6/Havcr2/Igtp/Lgals9/H2-M3/Spi1/Tyrobp/Pycard/Cyba/Cadm1" 10
"284" "cyan" "BP" "GO:0009127" "purine nucleoside monophosphate biosynthetic process" "4/332" "24/14705" 0.00189673390981986 0.0248880466847543 0.0203885030291674 "Pnp/Gart/Ada/Dguok" 4
"2851" "cyan" "BP" "GO:0032042" "mitochondrial DNA metabolic process" "4/332" "24/14705" 0.00189673390981986 0.0248880466847543 0.0203885030291674 "Cfh/Parp1/Trp53/Tk2" 4
"289" "cyan" "BP" "GO:0050920" "regulation of chemotaxis" "12/332" "199/14705" 0.00191141993622427 0.0249939651868219 0.0204752723818451 "Slamf8/Lgmn/Sema4d/Rac2/Nckap1l/Gpsm3/Aif1/Trem2/Coro1b/Spi1/C3ar1/Swap70" 12
"2901" "cyan" "BP" "GO:0033628" "regulation of cell adhesion mediated by integrin" "5/332" "40/14705" 0.00195795632802026 0.0255141964261675 0.0209014503110983 "Nckap1l/Lpxn/Ada/Ptpn6/Swap70" 5
"2916" "cyan" "BP" "GO:0035303" "regulation of dephosphorylation" "9/332" "124/14705" 0.00199768020693781 0.0259423831684467 0.0212522245925271 "Ptprc/Ptbp1/Inpp5k/Sema4d/Mef2c/Nckap1l/Calm2/Pirb/Swap70" 9
"2921" "cyan" "BP" "GO:0032623" "interleukin-2 production" "6/332" "59/14705" 0.00208475718296229 0.0269804705288168 0.0221026347335692 "Slc11a1/Ptprc/Fcer1g/Havcr2/Pnp/Sash3" 6
"293" "cyan" "BP" "GO:1901216" "positive regulation of neuron death" "9/332" "125/14705" 0.00211100285471589 0.027226893474305 0.0223045065411153 "Casp8/Ncf2/Parp1/Trp53/Ctsz/Cdc42/C1qa/Tyrobp/Casp1" 9
"2941" "cyan" "BP" "GO:0060263" "regulation of respiratory burst" "3/332" "12/14705" 0.00215640844373717 0.0277179166968801 0.0227067570104941 "Slamf8/Rac2/Ncf1" 3
"2961" "cyan" "BP" "GO:0090066" "regulation of anatomical structure size" "21/332" "467/14705" 0.00218932891830608 0.0279509256158063 0.0228976399315013 "Arpc2/Arpc5/Dbnl/Trpv2/Pfn1/Scpep1/Arhgap5/Sema4d/Nckap1l/Hcls1/Cfl1/Ptgs1/Capza1/Capzb/Capza2/Arpc4/Cyfip1/Swap70/Coro1a/Pycard/Tmsb4x" 21
"2971" "cyan" "BP" "GO:0031342" "negative regulation of cell killing" "4/332" "25/14705" 0.00221830228084996 0.0281307527494363 0.0230449558741778 "Ptprc/Havcr2/Lgals9/Nckap1l" 4
"2981" "cyan" "BP" "GO:0055094" "response to lipoprotein particle" "4/332" "25/14705" 0.00221830228084996 0.0281307527494363 0.0230449558741778 "Fcer1g/Itgb2/Trem2/Cd81" 4
"299" "cyan" "BP" "GO:0150076" "neuroinflammatory response" "6/332" "60/14705" 0.00227326689325274 0.0287313564869636 0.0235369756488517 "Ifngr2/Aif1/Trem2/C1qa/Tyrobp/Casp1" 6
"300" "cyan" "BP" "GO:0050808" "synapse organization" "20/332" "439/14705" 0.00238440603183462 0.0300355679810101 0.0246053969811425 "Srgap2/Ppfia4/Dbnl/Pmp22/Pfn1/Lgmn/Sema4d/Mef2c/Trem2/Cfl1/Cdc42/C1qb/C1qc/C1qa/Camk1/Vhl/Ptpro/Klk8/Cyfip1/Cadm1" 20
"302" "cyan" "BP" "GO:0032609" "interferon-gamma production" "8/332" "104/14705" 0.00244204219288686 0.0304570212769619 0.0249506551651216 "Slc11a1/Slamf6/Havcr2/Lgals9/H2-M3/Pycard/Irf8/Sash3" 8
"3031" "cyan" "BP" "GO:0045582" "positive regulation of T cell differentiation" "8/332" "104/14705" 0.00244204219288686 0.0304570212769619 0.0249506551651216 "Ptprc/Lgals9/Zbtb1/Pnp/Nckap1l/H2-DMa/Ada/Sash3" 8
"3041" "cyan" "BP" "GO:0051453" "regulation of intracellular pH" "6/332" "61/14705" 0.00247433611638064 0.0306574301108277 0.0251148318145831 "Slc11a1/Slamf8/Trp53/Ppt1/Hvcn1/Vps33a" 6
"307" "cyan" "BP" "GO:0030149" "sphingolipid catabolic process" "4/332" "26/14705" 0.0025755562179493 0.031703670839187 0.0259719212651771 "Hexb/Smpdl3b/Acer3/Hexa" 4
"3091" "cyan" "BP" "GO:0007520" "myoblast fusion" "5/332" "43/14705" 0.00271081444843819 0.0330457025827352 0.0270713252728581 "Dock2/Flot1/Cd53/Cd81/Casp1" 5
"3116" "cyan" "BP" "GO:0051651" "maintenance of location in cell" "11/332" "181/14705" 0.00274340441850376 0.0330732282022487 0.0270938744983534 "Ptprc/Pfn1/Hexb/Calm2/Gsto1/Ptpn6/Itpr2/Coro1a/Cyba/Hexa/Tmsb4x" 11
"312" "cyan" "BP" "GO:0045059" "positive thymic T cell selection" "3/332" "13/14705" 0.00275674819849663 0.0330732282022487 0.0270938744983534 "Ptprc/Dock2/H2-DMa" 3
"3131" "cyan" "BP" "GO:0045342" "MHC class II biosynthetic process" "3/332" "13/14705" 0.00275674819849663 0.0330732282022487 0.0270938744983534 "Slc11a1/Tmem106a/Spi1" 3
"314" "cyan" "BP" "GO:2000232" "regulation of rRNA processing" "3/332" "13/14705" 0.00275674819849663 0.0330732282022487 0.0270938744983534 "Heatr1/Utp15/Trmt112" 3
"3161" "cyan" "BP" "GO:0051402" "neuron apoptotic process" "15/332" "293/14705" 0.00277435930401855 0.0331781766135636 0.0271798491442989 "Ncf2/Parp1/Trp53/Nlrp1a/Lgmn/Mef2c/Tmbim6/Trem2/Ctsz/Ppt1/Cdc42/Tyrobp/Coro1a/Aars/Casp1" 15
"318" "cyan" "BP" "GO:0046466" "membrane lipid catabolic process" "4/332" "27/14705" 0.00297038447758708 0.0352990029584955 0.0289172484229844 "Hexb/Smpdl3b/Acer3/Hexa" 4
"319" "cyan" "BP" "GO:0097300" "programmed necrotic cell death" "5/332" "44/14705" 0.00300278895414556 0.0355722240053795 0.0291410734668935 "Casp8/Trp53/Nlrp1a/Rbck1/Casp1" 5
"3201" "cyan" "BP" "GO:0002702" "positive regulation of production of molecular mediator of immune response" "8/332" "108/14705" 0.00308917655231242 0.0364812443474645 0.0298857507906278 "Ptprc/Fcer1g/B2m/Cd37/Pycard/Cd81/Casp1/Sash3" 8
"3215" "cyan" "BP" "GO:0050921" "positive regulation of chemotaxis" "9/332" "133/14705" 0.00321364055628807 0.037832858760787 0.0309930050042407 "Lgmn/Rac2/Nckap1l/Gpsm3/Aif1/Trem2/Spi1/C3ar1/Swap70" 9
"322" "cyan" "BP" "GO:0018108" "peptidyl-tyrosine phosphorylation" "14/332" "269/14705" 0.00327435476853193 0.0384279089139197 0.0314804752345616 "Ptprc/Itgb2/Trp53/Sema4d/Hcls1/Samsn1/Trem2/Abi1/Ehd4/Hck/Jak1/Ptpn6/Cd81/Btk" 14
"3231" "cyan" "BP" "GO:0002700" "regulation of production of molecular mediator of immune response" "10/332" "159/14705" 0.00330110196960681 0.038621871031406 0.031639370678226 "Ptprc/Fcer1g/Tmbim6/B2m/Cd22/Cd37/Pycard/Cd81/Casp1/Sash3" 10
"3251" "cyan" "BP" "GO:0032673" "regulation of interleukin-4 production" "4/332" "28/14705" 0.00340464041957695 0.0390385733753689 0.0319807368412585 "Fcer1g/Icosl/Havcr2/Sash3" 4
"326" "cyan" "BP" "GO:0071402" "cellular response to lipoprotein particle stimulus" "4/332" "28/14705" 0.00340464041957695 0.0390385733753689 0.0319807368412585 "Fcer1g/Itgb2/Trem2/Cd81" 4
"3271" "cyan" "BP" "GO:0032456" "endocytic recycling" "6/332" "65/14705" 0.00341462345314275 0.0390385733753689 0.0319807368412585 "Vps26a/Dennd1c/Ehd4/Snx17/Rab8b/Cmtm6" 6
"3281" "cyan" "BP" "GO:1901657" "glycosyl compound metabolic process" "6/332" "65/14705" 0.00341462345314275 0.0390385733753689 0.0319807368412585 "Pnp/Ada/Gusb/Akr1b3/Dguok/Tk2" 6
"3301" "cyan" "BP" "GO:0002501" "peptide antigen assembly with MHC protein complex" "3/332" "14/14705" 0.00345035287308103 0.0390385733753689 0.0319807368412585 "H2-DMa/H2-Ob/B2m" 3
"3315" "cyan" "BP" "GO:0002923" "regulation of humoral immune response mediated by circulating immunoglobulin" "3/332" "14/14705" 0.00345035287308103 0.0390385733753689 0.0319807368412585 "Ptprc/Trem2/Ptpn6" 3
"3321" "cyan" "BP" "GO:0006188" "IMP biosynthetic process" "3/332" "14/14705" 0.00345035287308103 0.0390385733753689 0.0319807368412585 "Pnp/Gart/Ada" 3
"3331" "cyan" "BP" "GO:0009170" "purine deoxyribonucleoside monophosphate metabolic process" "3/332" "14/14705" 0.00345035287308103 0.0390385733753689 0.0319807368412585 "Pnp/Ada/Dguok" 3
"3351" "cyan" "BP" "GO:0001818" "negative regulation of cytokine production" "13/332" "242/14705" 0.00346589359437176 0.0390973489347191 0.0320288862876586 "Slc11a1/Ptprc/Cd84/Parp1/Havcr2/Lgals9/Abcd2/Nckap1l/Trem2/Ptpn6/Tyrobp/Pycard/Btk" 13
"3361" "cyan" "BP" "GO:0018212" "peptidyl-tyrosine modification" "14/332" "271/14705" 0.00349840100222068 0.0392649952807643 0.0321662236238291 "Ptprc/Itgb2/Trp53/Sema4d/Hcls1/Samsn1/Trem2/Abi1/Ehd4/Hck/Jak1/Ptpn6/Cd81/Btk" 14
"3371" "cyan" "BP" "GO:0032602" "chemokine production" "7/332" "87/14705" 0.00350153569981941 0.0392649952807643 0.0321662236238291 "Cd84/Slamf9/Havcr2/Lgals9/Aif1/Trem2/Pycard" 7
"3391" "cyan" "BP" "GO:0097553" "calcium ion transmembrane import into cytosol" "9/332" "136/14705" 0.0037280926886862 0.0415588857538206 0.0340453985326071 "Ptprc/Trpv2/Tmbim6/Calm2/Gsto1/Ptpn6/Itpr2/Coro1a/Cyba" 9
"3421" "cyan" "BP" "GO:2000406" "positive regulation of T cell migration" "4/332" "29/14705" 0.00388013780548729 0.0428743882074166 0.035123069516584 "Lgals9/Aif1/Coro1a/Pycard" 4
"345" "cyan" "BP" "GO:0002428" "antigen processing and presentation of peptide antigen via MHC class Ib" "3/332" "15/14705" 0.00424143644300669 0.0459266140920409 0.0376234793511768 "H2-M3/H2-T24/B2m" 3
"347" "cyan" "BP" "GO:0006177" "GMP biosynthetic process" "3/332" "15/14705" 0.00424143644300669 0.0459266140920409 0.0376234793511768 "Pnp/Gart/Ada" 3
"348" "cyan" "BP" "GO:0051014" "actin filament severing" "3/332" "15/14705" 0.00424143644300669 0.0459266140920409 0.0376234793511768 "Srgap2/Cfl1/Gmfg" 3
"3491" "cyan" "BP" "GO:0071404" "cellular response to low-density lipoprotein particle stimulus" "3/332" "15/14705" 0.00424143644300669 0.0459266140920409 0.0376234793511768 "Fcer1g/Itgb2/Cd81" 3
"3541" "cyan" "BP" "GO:2000379" "positive regulation of reactive oxygen species metabolic process" "6/332" "69/14705" 0.00459798526502201 0.049084142137057 0.0402101536260177 "Itgb2/Trp53/Nfe2l2/Hvcn1/Tyrobp/Cyba" 6
"1717" "cyan" "CC" "GO:0000323" "lytic vacuole" "30/333" "456/14727" 1.65618812525902e-07 3.27097154738657e-05 2.89397082939998e-05 "Slc11a1/Itm2c/Stx7/Vps26a/Cltc/Wdr45b/Npc2/Lgmn/Hexb/Ctsb/H2-DMa/H2-Ob/H2-M3/Unc93b1/Slc3a2/Cst3/Hck/Ada/Ctsz/Mfsd1/Ctss/Ppt1/Vps33a/Gusb/Ap1s1/Akr1b3/M6pr/Man2b1/Hexa/Ctsh" 30
"2114" "cyan" "CC" "GO:0005764" "lysosome" "30/333" "456/14727" 1.65618812525902e-07 3.27097154738657e-05 2.89397082939998e-05 "Slc11a1/Itm2c/Stx7/Vps26a/Cltc/Wdr45b/Npc2/Lgmn/Hexb/Ctsb/H2-DMa/H2-Ob/H2-M3/Unc93b1/Slc3a2/Cst3/Hck/Ada/Ctsz/Mfsd1/Ctss/Ppt1/Vps33a/Gusb/Ap1s1/Akr1b3/M6pr/Man2b1/Hexa/Ctsh" 30
"3100" "cyan" "CC" "GO:0030139" "endocytic vesicle" "18/333" "188/14727" 2.68945769466881e-07 3.5411192979806e-05 3.13298229694753e-05 "Slc11a1/Srgap2/Stx7/Cltc/Heatr5a/Pld4/Rab31/Unc93b1/Mpeg1/Ehd4/B2m/Ctss/Csf3r/Cdc42/Tlr1/Rinl/Coro1a/Rab8b" 18
"4110" "cyan" "CC" "GO:0005925" "focal adhesion" "16/333" "158/14727" 5.8671246579612e-07 5.79378559973669e-05 5.12601417485031e-05 "Arpc2/Ptprc/Tada1/Lims1/Itgb2/Lcp1/Mapre2/Cfl1/Lpxn/Rsu1/Hck/Fblim1/Irf2/Cyba/Tln2/Msn" 16
"619" "cyan" "CC" "GO:0030027" "lamellipodium" "15/333" "161/14727" 3.77902110885457e-06 0.000221759189239438 0.000196200002205179 "Arpc2/Srgap2/Arpc5/Dbnl/Trpv2/Rac2/Aif1/Flot1/Coro1b/Cfl1/Abi1/Capzb/Cyfip1/Coro1a/Arhgef6" 15
"881" "cyan" "CC" "GO:0098797" "plasma membrane protein complex" "24/333" "466/14727" 0.000158035631432653 0.00780300930198725 0.00690366179416327 "Casp8/Ncf2/Fcgr4/Fcer1g/Traf5/Itgb2/Pmp22/Cltc/Gngt2/Gng2/Ncf4/H2-DMa/H2-Ob/H2-M3/Flot1/Calm2/Slc3a2/B2m/Gng10/Tlr1/Ncf1/Ptpn6/Tspan32/Cyba" 24
"941" "cyan" "CC" "GO:0001772" "immunological synapse" "6/333" "38/14727" 0.000191478811959213 0.00840379230265433 0.00743520065151563 "Stx7/Havcr2/Cd53/Cd37/Coro1a/Cd81" 6
"1023" "cyan" "CC" "GO:0061702" "inflammasome complex" "4/333" "14/14727" 0.000214778407556603 0.0084837470984858 0.00750594013776758 "Nlrp1a/Naip2/Pycard/Casp1" 4
"1117" "cyan" "CC" "GO:0031252" "cell leading edge" "20/333" "370/14727" 0.000298778376285145 0.0107288598756938 0.00949228908389168 "Arpc2/Srgap2/Arpc5/Dbnl/Trpv2/Inpp5k/Lcp1/Rac2/Aif1/Flot1/Coro1b/Cfl1/Abi1/Cdc42/Capzb/Rinl/Cyfip1/Coro1a/Tln2/Arhgef6" 20
"1224" "cyan" "CC" "GO:0009897" "external side of plasma membrane" "20/333" "379/14727" 0.00040708772378156 0.0133999709078097 0.0118555372189016 "Ptprc/Cfh/Fcgr4/Fcer1g/Cd48/Slamf6/Cd84/Slamf9/Itgb2/Icosl/Tnfrsf13b/Ctsb/H2-M3/H2-T24/Flot1/B2m/Ada/Csf3r/Pirb/Cd22" 20
"1314" "cyan" "CC" "GO:0005769" "early endosome" "17/333" "298/14727" 0.000457279912663577 0.0138942742693933 0.0122928689072314 "Stx7/Vps26a/Havcr2/Pld4/H2-M3/Flot1/Rab31/Ppp1r21/Ehd4/Usp8/Ctss/Snx17/Vps33a/Ap1s1/Cd22/Coro1a/Cmtm6" 17
"1418" "cyan" "CC" "GO:0043202" "lysosomal lumen" "4/333" "19/14727" 0.000760521644096866 0.0212283376477328 0.0187816338415651 "Hexb/Gusb/Man2b1/Hexa" 4
"1543" "cyan" "CC" "GO:0015629" "actin cytoskeleton" "21/333" "430/14727" 0.000806139404344284 0.0212283376477328 0.0187816338415651 "Arpc2/Arpc5/Dbnl/Lcp1/Rac2/Hcls1/Aif1/Flot1/Coro1b/Cfl1/Lpxn/Hck/Capza1/Capzb/Fblim1/Capza2/Arpc4/Rinl/Swap70/Coro1a/Cyba" 21
"1631" "cyan" "CC" "GO:0001891" "phagocytic cup" "4/333" "21/14727" 0.00113318709346026 0.0279755563698002 0.024751191778211 "Lcp1/Aif1/Rab31/Coro1a" 4
"1813" "cyan" "CC" "GO:0005884" "actin filament" "9/333" "118/14727" 0.00143050155775784 0.0313915619619082 0.027773480536585 "Arpc2/Dbnl/Lcp1/Rac2/Hcls1/Aif1/Coro1b/Hck/Coro1a" 9
"2231" "cyan" "CC" "GO:0031209" "SCAR complex" "3/333" "12/14727" 0.00216576619481776 0.0371946803023049 0.0329077517931119 "Nckap1l/Abi1/Cyfip1" 3
"231" "cyan" "CC" "GO:1904090" "peptidase inhibitor complex" "3/333" "12/14727" 0.00216576619481776 0.0371946803023049 0.0329077517931119 "Ctsb/Klk8/Casp1" 3
"251" "cyan" "CC" "GO:0042582" "azurophil granule" "3/333" "13/14727" 0.00276863985883793 0.0421826262234198 0.0373208045467698 "Stx7/Hexb/Hexa" 3
"2612" "cyan" "CC" "GO:0030863" "cortical cytoskeleton" "8/333" "106/14727" 0.00277657792863016 0.0421826262234198 0.0373208045467698 "Dbnl/Hcls1/Flot1/Cfl1/Capza1/Capzb/Capza2/Coro1a" 8
"1105" "cyan" "MF" "GO:0008047" "enzyme activator activity" "27/323" "441/14543" 1.97495726854381e-06 0.00111190094219017 0.00102074107247896 "Srgap2/Ncf2/Arhgap9/Dock2/Igtp/Nlrp1a/Lgals9/Arhgap5/Ncf4/Nckap1l/Guca1a/Trem2/Rasgrp3/Calm2/Abi1/Arfgap2/Arhgap11a/Ncf1/Alox5ap/Mob1a/Arhgdib/Rinl/Pycard/Rgs10/Ric8a/Ctsh/Btk" 27
"2121" "cyan" "MF" "GO:0016798" "hydrolase activity, acting on glycosyl bonds" "11/323" "103/14543" 1.76953780547196e-05 0.00498124892240357 0.00457285822361439 "Hexb/Adprh/Edem2/Man1a2/Smpdl3b/Tlr1/Gusb/Acer3/Man2b1/Hexa/Tlr13" 11
"3316" "cyan" "MF" "GO:0051015" "actin filament binding" "14/323" "186/14543" 7.12588832702162e-05 0.0133729170937106 0.0122765304160267 "Arpc2/Arpc5/Dbnl/Lcp1/Coro7/Hcls1/Aif1/Coro1b/Cfl1/Capza1/Capza2/Arpc4/Coro1a/Tln2" 14
"446" "cyan" "MF" "GO:0003779" "actin binding" "20/323" "374/14543" 0.000271331854188583 0.0339693174631755 0.0311843224725047 "Arpc2/Arpc5/Dbnl/Pfn1/Lcp1/Coro7/Hcls1/Aif1/Coro1b/Cfl1/Capza1/Capzb/Capza2/Arpc4/Gmfg/Cyfip1/Coro1a/Tln2/Msn/Tmsb4x" 20
"518" "cyan" "MF" "GO:0004197" "cysteine-type endopeptidase activity" "8/323" "77/14543" 0.000301681327381665 0.0339693174631755 0.0311843224725047 "Casp8/Lgmn/Ctsb/Ctsz/Ctss/Pycard/Casp1/Ctsh" 8
"624" "cyan" "MF" "GO:0023023" "MHC protein complex binding" "4/323" "17/14543" 0.000452164268450902 0.0424280805229763 0.03894958873849 "H2-DMa/H2-Ob/B2m/Pirb" 4
"1106" "lightcyan" "BP" "GO:0006520" "cellular amino acid metabolic process" "9/62" "218/14705" 3.01015952847337e-07 0.000198625660572424 0.000184689574336177 "Pycr1/Iars/Tars/Haao/Lars/Aldh18a1/Sars/Asns/Cars" 9
"2103" "lightcyan" "BP" "GO:0006418" "tRNA aminoacylation for protein translation" "5/62" "37/14705" 4.44172934081579e-07 0.000198625660572424 0.000184689574336177 "Iars/Tars/Lars/Sars/Cars" 5
"3101" "lightcyan" "BP" "GO:0043038" "amino acid activation" "5/62" "39/14705" 5.82907294416505e-07 0.000198625660572424 0.000184689574336177 "Iars/Tars/Lars/Sars/Cars" 5
"420" "lightcyan" "BP" "GO:0043039" "tRNA aminoacylation" "5/62" "39/14705" 5.82907294416505e-07 0.000198625660572424 0.000184689574336177 "Iars/Tars/Lars/Sars/Cars" 5
"519" "lightcyan" "BP" "GO:0046394" "carboxylic acid biosynthetic process" "7/62" "220/14705" 3.72978464768824e-05 0.0082073035483439 0.00763145806248295 "Mthfd1l/Pycr1/Haao/Aldh18a1/Gatm/Asns/Alox5" 7
"620" "lightcyan" "BP" "GO:0016053" "organic acid biosynthetic process" "7/62" "221/14705" 3.83916481887522e-05 0.0082073035483439 0.00763145806248295 "Mthfd1l/Pycr1/Haao/Aldh18a1/Gatm/Asns/Alox5" 7
"720" "lightcyan" "BP" "GO:0006399" "tRNA metabolic process" "6/62" "152/14705" 4.21504951125512e-05 0.0082073035483439 0.00763145806248295 "Rtcb/Iars/Tars/Lars/Sars/Cars" 6
"819" "lightcyan" "BP" "GO:0002183" "cytoplasmic translational initiation" "3/62" "28/14705" 0.000216890641744711 0.0369527430872552 0.0343600437711358 "Eif3a/Eif2s2/Eif4ebp1" 3
"1315" "lightcyan" "MF" "GO:0016874" "ligase activity" "8/63" "142/14543" 1.66897743593183e-07 3.77188900520593e-05 3.30281850479141e-05 "Mthfd1l/Rtcb/Iars/Tars/Lars/Sars/Asns/Cars" 8
"2115" "lightcyan" "MF" "GO:0004812" "aminoacyl-tRNA ligase activity" "5/63" "38/14543" 5.83511096931202e-07 4.39578359688172e-05 3.84912583238828e-05 "Iars/Tars/Lars/Sars/Cars" 5
"3117" "lightcyan" "MF" "GO:0016875" "ligase activity, forming carbon-oxygen bonds" "5/63" "38/14543" 5.83511096931202e-07 4.39578359688172e-05 3.84912583238828e-05 "Iars/Tars/Lars/Sars/Cars" 5
"4111" "lightcyan" "MF" "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" "3/63" "16/14543" 4.16766989679283e-05 0.00235473349168795 0.00206189984367645 "Mthfd1l/Pycr1/Mthfd2" 3
"5110" "lightcyan" "MF" "GO:0140101" "catalytic activity, acting on a tRNA" "5/63" "108/14543" 0.00010270282131603 0.00464216752348457 0.00406486955945551 "Iars/Tars/Lars/Sars/Cars" 5
"7110" "lightcyan" "MF" "GO:0002161" "aminoacyl-tRNA editing activity" "2/63" "13/14543" 0.00139697814734625 0.0395461763677672 0.0346282308204017 "Iars/Lars" 2
"8110" "lightcyan" "MF" "GO:0045182" "translation regulator activity" "4/63" "112/14543" 0.00139986465018645 0.0395461763677672 0.0346282308204017 "Eif5a/Eif3a/Eif2s2/Eif4ebp1" 4
"920" "lightcyan" "MF" "GO:0046624" "sphingolipid transporter activity" "2/63" "14/14543" 0.00162526483531716 0.040614802013246 0.03556396263852 "Spns2/Abcb1b" 2
"1018" "lightcyan" "MF" "GO:0000049" "tRNA binding" "3/63" "59/14543" 0.00211899372249801 0.040614802013246 0.03556396263852 "Iars/Sars/Cars" 3
"1118" "lightcyan" "MF" "GO:0140098" "catalytic activity, acting on RNA" "6/63" "309/14543" 0.00215438611960688 0.040614802013246 0.03556396263852 "Rtcb/Iars/Tars/Lars/Sars/Cars" 6
"1218" "lightcyan" "MF" "GO:0005319" "lipid transporter activity" "4/63" "126/14543" 0.00215653815999536 0.040614802013246 0.03556396263852 "Gm2a/Spns2/Npc2/Abcb1b" 4
"1107" "yellowgreen" "BP" "GO:0006959" "humoral immune response" "6/40" "127/14705" 1.11217489150974e-06 0.000774073724490779 0.000505746898033903 "Fcna/Pf4/Camp/Ltf/Ccr2/Cfp" 6
"2104" "yellowgreen" "BP" "GO:0001878" "response to yeast" "3/40" "12/14705" 4.03312774998858e-06 0.00140352845699603 0.000917005888418457 "Clec4n/Cd209b/Camp" 3
"3102" "yellowgreen" "BP" "GO:0070098" "chemokine-mediated signaling pathway" "4/40" "49/14705" 9.10346764438883e-06 0.00143998269120935 0.00094082353690629 "Ccl7/Pf4/Ccr1/Ccr2" 4
"520" "yellowgreen" "BP" "GO:0034341" "response to interferon-gamma" "5/40" "114/14705" 1.35862256058234e-05 0.00143998269120935 0.00094082353690629 "Ccl7/Ciita/H2-Ab1/Mrc1/Ifitm6" 5
"625" "yellowgreen" "BP" "GO:1990868" "response to chemokine" "4/40" "55/14705" 1.44825845380251e-05 0.00143998269120935 0.00094082353690629 "Ccl7/Pf4/Ccr1/Ccr2" 4
"725" "yellowgreen" "BP" "GO:1990869" "cellular response to chemokine" "4/40" "55/14705" 1.44825845380251e-05 0.00143998269120935 0.00094082353690629 "Ccl7/Pf4/Ccr1/Ccr2" 4
"820" "yellowgreen" "BP" "GO:0050778" "positive regulation of immune response" "7/40" "420/14705" 0.00012165116361412 0.0105836512344285 0.00691490824753947 "H2-Ab1/Fcna/Clec4n/Cd177/Ccr2/Cfp/Tlr8" 7
"924" "yellowgreen" "BP" "GO:0036230" "granulocyte activation" "3/40" "42/14705" 0.000198878647375254 0.0121522186938981 0.00793974361125831 "Cd177/Camp/Ccr2" 3
"1019" "yellowgreen" "BP" "GO:0050832" "defense response to fungus" "3/40" "42/14705" 0.000198878647375254 0.0121522186938981 0.00793974361125831 "Clec4n/Camp/Ltf" 3
"1119" "yellowgreen" "BP" "GO:0097529" "myeloid leukocyte migration" "5/40" "207/14705" 0.0002321119997519 0.0121522186938981 0.00793974361125831 "Ccl7/Pf4/Cd177/Ccr1/Ccr2" 5
"1219" "yellowgreen" "BP" "GO:0050900" "leukocyte migration" "6/40" "327/14705" 0.000234252710077462 0.0121522186938981 0.00793974361125831 "Ccl7/Pf4/Cd177/Lyve1/Ccr1/Ccr2" 6
