"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"125" "black" "MF" "GO:0004129" "cytochrome-c oxidase activity" "10/2194" "17/14543" 4.19211248826172e-05 0.00331176886572676 0.00300066999159786 "Cox7c/Cox6c/Cox8a/Cox6a1/Cox7a1/Cox8b/Cox4i1/Cox5a/Cox7a2/Cox7b" 10
"131" "black" "MF" "GO:0019842" "vitamin binding" "33/2194" "112/14543" 7.6035898928525e-05 0.00552263853235213 0.00500385636508921 "Slc19a1/Ogdh/P4ha2/Srr/Ogfod3/Dmgdh/Tkt/Hacl1/Opn4/Gcat/Abat/Cd320/Gnmt/Pcx/Pygm/Gldc/Got1/Phyh/Kyat1/Sptlc3/Pygb/Nfs1/Cth/P3h1/Rlbp1/Got1l1/Got2/Tat/Stra6/Plod2/Rbp2/Rbp1/P4htm" 33
"141" "black" "MF" "GO:0016675" "oxidoreductase activity, acting on a heme group of donors" "10/2194" "18/14543" 8.15579530094197e-05 0.00552263853235213 0.00500385636508921 "Cox7c/Cox6c/Cox8a/Cox6a1/Cox7a1/Cox8b/Cox4i1/Cox5a/Cox7a2/Cox7b" 10
"156" "black" "MF" "GO:0005509" "calcium ion binding" "105/2194" "492/14543" 0.000101640652579779 0.00642368924304204 0.00582026473719999 "Sulf1/Efhc1/Plcd4/Dner/Sned1/Cdh19/Efcab2/Caps2/Atp5b/Srr/Rab11fip4/Fkbp10/Cdhr3/Efcab10/Scin/Epdr1/Pdcd6/Adgrv1/Sntn/Anxa11/Tkt/Loxl2/Capsl/Matn2/Ncald/Enpp2/Oc90/Fbln1/Celsr1/Efcab1/Pcp4/Thbs2/Rhot2/Scube3/Cd320/Efhb/Dsc2/Cdh2/Dsg2/Pkd2l2/Pcdhb14/Ccbe1/Pitpnm1/Syt12/Efemp2/Ltbp3/Vwce/Vldlr/Gsn/Crb2/Lrp2/Slc25a12/Pamr1/Prrg4/Rcn1/Chp1/Fbn1/Fbln7/Prnp/Matn4/Cetn4/Plch1/Thbs3/S100a1/Celsr2/Pla2g12a/Lrp8/Hspg2/Pla2g2c/Pla2g5/Slit2/Tesc/Pitpnm2/Pon1/Slc25a13/Fkbp9/Efcc1/Itpr1/Clstn3/C1s1/Calm3/Cblc/Iqgap1/Stim1/Syt9/Syt17/Gas6/Tll1/Calr3/Nol3/Cdh3/Necab2/Rcn2/Calml4/Plscr2/Pls1/P4htm/Clec3b/Prrg3/Cetn2/Pls3/Tbc1d8b/Syt10/Cdh26/Cdh17" 105
"164" "black" "MF" "GO:0051537" "2 iron, 2 sulfur cluster binding" "11/2194" "22/14543" 0.000125930598429535 0.00746138795694993 0.00676048475779607 "Aox1/Ndufs1/Cisd1/Isca2/Uqcrfs1/Isca1/Aifm3/Ndufv2/Fxn/Ciapin1/Fdx1" 11
"177" "black" "MF" "GO:1901681" "sulfur compound binding" "51/2194" "204/14543" 0.000135505582418454 0.00755642894898201 0.00684659784851135 "Acadl/Dbi/Prelp/Lamc2/Ogdh/Acadvl/Acbd4/Dld/Eci3/Ecm2/Tkt/Hacl1/Bmp4/Abi3bp/App/Adamts5/Thbs2/Gnmt/Sult1c1/Twsg1/Pcx/Efemp2/Pank1/Mdk/Fbn1/Fgf7/Fbln7/Gss/Bmp7/Hdgf/Thbs3/Gstm5/Gstm1/Gstm2/Acadm/Acot11/Ptprf/Pla2g5/Lrpap1/Slit2/Tgfbr3/Pcolce/Mgst1/Fgfr2/Sfrp1/Fgfr1/Aplp2/Pcolce2/Clec3b/Igfals/Hpse2" 51
"18" "black" "MF" "GO:0050660" "flavin adenine dinucleotide binding" "25/2194" "79/14543" 0.000158595705357451 0.00835270714882576 0.00756807576442574 "Aox1/Acadl/Qsox1/Ddo/Aifm2/Acadvl/Acox1/Dld/Sdha/Dmgdh/Acox2/Chdh/Sqle/Aifm3/Prodh/Ivd/Dpyd/Acadm/Dhcr24/Acadsb/Ldhd/Acad8/Etfa/Maob/Aifm1" 25
"191" "black" "MF" "GO:0051287" "NAD binding" "20/2194" "58/14543" 0.000193847917422589 0.00967199082719024 0.00876342939705445 "Aox1/Idh1/Ndufs2/Mdh1/Dld/Aldh5a1/Nnt/Me2/Ndufv1/Bdh2/Grhpr/Ugdh/Aldh2/Hibadh/Gapdh/Ldhb/Me3/Sirt3/Idh3a/Me1" 20
"212" "black" "MF" "GO:0016829" "lyase activity" "42/2194" "163/14543" 0.000255019592910013 0.0115123130513663 0.010430876582184 "Pm20d1/Fh1/Ddt/Chac2/Srr/Car10/Auh/Hacl1/Aco2/Adcy6/Adcy5/Eci1/Fahd1/Glo1/Me2/Gldc/Got1/Eno4/Echdc3/Hacd1/Kyat1/Apmap/Ptgis/Car2/Npr1/Car14/Cth/Npr2/Alad/Echdc2/Urod/Eno1/Sdsl/Eno2/Tpi1/Cyp2s1/Me3/Aldoa/Car12/Hmgcll1/Me1/Car5b" 42
"221" "black" "MF" "GO:0003774" "cytoskeletal motor activity" "26/2194" "86/14543" 0.000269545174102393 0.0116149465931395 0.0105238689984475 "Dnah7b/Dnah7c/Dnah7a/Kif1a/Kif3a/Dnah9/Dnah2/Kif1c/Myo1d/Dnah11/Kif27/Myh7/Myo10/Kif21a/Kif6/Kif16b/Dync1i1/Dnah6/Myh14/Myo16/Kifc3/Dync2h1/Pin1/Myo5c/Myo6/Kif9" 26
"242" "black" "MF" "GO:0051540" "metal cluster binding" "20/2194" "60/14543" 0.000325222526877733 0.0124438695999546 0.0112749251538562 "Aox1/Ndufs1/Ndufs2/Cisd1/Ndufs7/Isca2/Uqcrfs1/Isca1/Aco2/Abat/Aifm3/Ndufv2/Ndufv1/Fxn/Nfs1/Etfdh/Dpyd/Glrx3/Ciapin1/Fdx1" 20
"25" "black" "MF" "GO:0005506" "iron ion binding" "29/2194" "101/14543" 0.000328161118142262 0.0124438695999546 0.0112749251538562 "Aox1/Cisd1/P4ha2/Ogfod3/Isca2/Aco2/Cyp39a1/Fxn/Scd4/Scd1/Phyh/Bbox1/Ptgis/Cyp7b1/Dpyd/Cyp2u1/Cyp2j6/Urod/P3h1/Cyp51/Cyp2s1/Msmo1/Acp5/Sc5d/Fdx1/Nt5e/Plod2/P4htm/Heph" 29
"26" "black" "MF" "GO:0045505" "dynein intermediate chain binding" "12/2194" "28/14543" 0.000385965193655375 0.0136026452146623 0.0123248484290079 "Dnah7b/Dnah7c/Dnah7a/Dnah9/Dnah2/Dnah11/Dynll1/Dnah6/Bicd1/Dynlrb2/Dync2h1/Dynlt3" 12
"272" "black" "MF" "GO:0016853" "isomerase activity" "36/2194" "136/14543" 0.000392788776780803 0.0136026452146623 0.0123248484290079 "Qsox1/Degs1/Ppil6/Ddt/Mif/Srr/Fkbp10/Fkbp3/Itpk1/Idi1/Eci3/Hmgcs1/Ppif/Dct/Pmm1/Fkbp11/Top3b/Eci1/Galm/Katnal2/Pgam1/Ptgds/Qsox2/Ptgis/Acadm/Cyp2j6/Pgm2/Gale/Fkbp9/Tpi1/Cyp2s1/Gpi1/Mcee/Fuom/Pin1/Gsta4" 36
"291" "black" "MF" "GO:0005518" "collagen binding" "20/2194" "61/14543" 0.000416114674288194 0.0136026452146623 0.0123248484290079 "Gpc1/Ddr2/Aebp1/Itga3/P3h4/C1qtnf1/Ecm2/Abi3bp/Ddr1/Ccbe1/Itga10/Musk/Podn/Pcolce/Pdgfa/Antxr1/Serpinh1/Tll1/Pcolce2/Crtap" 20
"30" "black" "MF" "GO:0051959" "dynein light intermediate chain binding" "11/2194" "25/14543" 0.00051369639368664 0.0161863329527638 0.0146658313229572 "Dnah7b/Dnah7c/Dnah7a/Dnah9/Dnah2/Rilp/Ccdc88c/Dnah11/Hook1/Dnah6/Dync2h1" 11
"311" "black" "MF" "GO:0008569" "minus-end-directed microtubule motor activity" "9/2194" "18/14543" 0.000529299917231727 0.0161863329527638 0.0146658313229572 "Dnah7b/Dnah7c/Dnah7a/Dnah9/Dnah2/Dnah11/Dnah6/Kifc3/Dync2h1" 9
"321" "black" "MF" "GO:0050136" "NADH dehydrogenase (quinone) activity" "10/2194" "22/14543" 0.000675326760434697 0.0198897910122077 0.018021396253566 "Ndufs1/Ndufs2/Ndufs7/Ndufv2/Ndufv1/Ndufb8/Ndufs3/Ndufc2/Ndufb7/Nqo1" 10
"331" "black" "MF" "GO:0016717" "oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water" "7/2194" "12/14543" 0.000692366142830016 0.0198897910122077 0.018021396253566 "Degs1/Fads2/Fads1/Fads3/Scd4/Scd1/Sc5d" 7
"352" "black" "MF" "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" "18/2194" "55/14543" 0.00081508048490653 0.0214637861025386 0.0194475343767172 "Acadl/Sdhc/Acadvl/Acox1/Srd5a1/Sdha/Acox2/Zadh2/Ivd/Dpyd/Bdh2/Acadm/Dhcr24/Mecr/Retsat/Acadsb/Tecr/Acad8" 18
"361" "black" "MF" "GO:0016836" "hydro-lyase activity" "18/2194" "55/14543" 0.00081508048490653 0.0214637861025386 0.0194475343767172 "Fh1/Car10/Auh/Aco2/Eci1/Eno4/Echdc3/Hacd1/Ptgis/Car2/Car14/Alad/Echdc2/Eno1/Eno2/Cyp2s1/Car12/Car5b" 18
"381" "black" "MF" "GO:0008028" "monocarboxylic acid transmembrane transporter activity" "15/2194" "43/14543" 0.00104062902584733 0.0259609556974544 0.0235222516645823 "Mpc2/Slc16a9/Slc5a8/Slc16a11/Abcc4/Slc22a19/Slc16a12/Slc16a4/Slc5a6/Slco1c1/Slco1a6/Slco1a5/Ceacam2/Slc27a1/Slco1b2" 15
"392" "black" "MF" "GO:0050699" "WW domain binding" "11/2194" "27/14543" 0.0011236051242275 0.0273122476350685 0.0247466067846057 "Enah/Traf4/Ndfip1/Prrg4/Wbp1/Scnn1a/Scnn1b/Tceal5/Tceal8/Tceal3/Trp63" 11
"401" "black" "MF" "GO:1901618" "organic hydroxy compound transmembrane transporter activity" "12/2194" "31/14543" 0.00115437534989449 0.0273586957924994 0.0247886917240501 "Slc5a8/Abcc4/Aqp7/Slco1c1/Slco1a6/Slco1a5/Ceacam2/Aqp11/Slc18a1/Abcg4/Stra6/Slco1b2" 12
"422" "black" "MF" "GO:0004602" "glutathione peroxidase activity" "9/2194" "20/14543" 0.00137401943958376 0.0310135816363192 0.0281002471854724 "Prdx6/Gstt3/Gstt1/Gpx4/Gpx8/Gpx7/Gstk1/Mgst1/Gsta4" 9
"431" "black" "MF" "GO:0003954" "NADH dehydrogenase activity" "10/2194" "24/14543" 0.00153552143891638 0.0338528912579704 0.030672839514217 "Ndufs1/Ndufs2/Ndufs7/Ndufv2/Ndufv1/Ndufb8/Ndufs3/Ndufc2/Ndufb7/Nqo1" 10
"452" "black" "MF" "GO:0003955" "NAD(P)H dehydrogenase (quinone) activity" "10/2194" "25/14543" 0.0022167381357362 0.0466992833928427 0.0423124752926489 "Ndufs1/Ndufs2/Ndufs7/Ndufv2/Ndufv1/Ndufb8/Ndufs3/Ndufc2/Ndufb7/Nqo1" 10
"461" "black" "MF" "GO:0008201" "heparin binding" "30/2194" "118/14543" 0.00228030846984655 0.046994183248142 0.042579673029629 "Prelp/Lamc2/Ecm2/Bmp4/Abi3bp/App/Adamts5/Thbs2/Twsg1/Efemp2/Mdk/Fbn1/Fgf7/Fbln7/Bmp7/Hdgf/Thbs3/Ptprf/Pla2g5/Lrpap1/Slit2/Tgfbr3/Pcolce/Fgfr2/Sfrp1/Fgfr1/Aplp2/Pcolce2/Clec3b/Igfals" 30
"471" "black" "MF" "GO:0051015" "actin filament binding" "43/2194" "186/14543" 0.00233654631670872 0.047128636345529 0.0427014959559757 "Syne1/Sptbn1/Gas7/Myo1d/Gas2l2/Samd14/Fscn2/Scin/Cfl2/Syne2/Sptb/Clmn/Syne3/Dbn1/Iqgap2/Myh7/Dmtn/Myo10/Pick1/Add3/Shtn1/Gsn/Dstn/Tmod1/Ctnnal1/Shroom3/Trpv4/Hip1r/Micall2/Antxr1/Myh14/Iqgap1/Eps8l2/Cttn/Camsap3/Myo16/Pknox2/Coro2b/Myo5c/Myo6/Pls1/Zfp185/Pls3" 43
"481" "black" "MF" "GO:0016209" "antioxidant activity" "18/2194" "60/14543" 0.00247912852511017 0.0489627883709259 0.0443633525546031 "Prdx6/Gstt3/Gstt1/Gpx4/Nxn/Gpx8/Sod1/Sod2/Prdx5/Gpx7/Prdx1/Sod3/Gstk1/Mgst1/Prdx2/Nqo1/Gsta4/Prdx4" 18
"185" "blue" "BP" "GO:0043372" "positive regulation of CD4-positive, alpha-beta T cell differentiation" "7/180" "26/14705" 1.98032389303325e-08 3.05569482722594e-05 2.32881094677986e-05 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Nfkbid" 7
"214" "blue" "BP" "GO:0071216" "cellular response to biotic stimulus" "15/180" "201/14705" 2.52397742439311e-08 3.05569482722594e-05 2.32881094677986e-05 "Arid5a/Tnfaip3/Ddit3/Nlrp3/Map2k3/Nfkbia/Tnf/Cd14/Il1a/Tlr2/Ripk2/Pde4b/Zc3h12a/Tnip2/Nfkbib" 15
"315" "blue" "BP" "GO:0071219" "cellular response to molecule of bacterial origin" "14/180" "178/14705" 3.87649628083915e-08 3.05569482722594e-05 2.32881094677986e-05 "Arid5a/Tnfaip3/Nlrp3/Map2k3/Nfkbia/Tnf/Cd14/Il1a/Tlr2/Ripk2/Pde4b/Zc3h12a/Tnip2/Nfkbib" 14
"412" "blue" "BP" "GO:1903131" "mononuclear cell differentiation" "21/180" "416/14705" 3.94537743993021e-08 3.05569482722594e-05 2.32881094677986e-05 "Batf3/Tnfaip3/Irf1/Nlrp3/Jmjd6/Dnajb9/Zfp36l1/Cd83/Egr3/Myc/Socs1/Nfkbiz/Tnfsf9/Egr1/Clcf1/Il1a/Chd7/Ripk2/Jun/Zc3h12a/Nfkbid" 21
"511" "blue" "BP" "GO:0043370" "regulation of CD4-positive, alpha-beta T cell differentiation" "8/180" "44/14705" 5.24845581562918e-08 3.25194322336384e-05 2.47837608304342e-05 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 8
"611" "blue" "BP" "GO:0071222" "cellular response to lipopolysaccharide" "13/180" "170/14705" 1.67713382930076e-07 8.09098490260339e-05 6.16631413697781e-05 "Arid5a/Tnfaip3/Nlrp3/Map2k3/Nfkbia/Tnf/Cd14/Il1a/Ripk2/Pde4b/Zc3h12a/Tnip2/Nfkbib" 13
"711" "blue" "BP" "GO:2000516" "positive regulation of CD4-positive, alpha-beta T cell activation" "7/180" "35/14705" 1.84476601135284e-07 8.09098490260339e-05 6.16631413697781e-05 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Nfkbid" 7
"810" "blue" "BP" "GO:1902107" "positive regulation of leukocyte differentiation" "13/180" "175/14705" 2.35051207628891e-07 8.09098490260339e-05 6.16631413697781e-05 "Irf1/Nlrp3/Zfp36l1/Cd83/Egr3/Klf10/Socs1/Nfkbiz/Tnf/Tnfsf9/Ripk2/Jun/Nfkbid" 13
"910" "blue" "BP" "GO:1903708" "positive regulation of hemopoiesis" "13/180" "175/14705" 2.35051207628891e-07 8.09098490260339e-05 6.16631413697781e-05 "Irf1/Nlrp3/Zfp36l1/Cd83/Egr3/Klf10/Socs1/Nfkbiz/Tnf/Tnfsf9/Ripk2/Jun/Nfkbid" 13
"1010" "blue" "BP" "GO:0032651" "regulation of interleukin-1 beta production" "9/180" "76/14705" 3.55600857415212e-07 0.000110165145627233 8.39592340191918e-05 "Tnfaip3/Nlrp3/Tnf/Egr1/Tlr2/Ripk2/Zc3h12a/Errfi1/Casp4" 9
"1410" "blue" "BP" "GO:0032611" "interleukin-1 beta production" "9/180" "80/14705" 5.55045146409742e-07 0.000118505865866571 9.03158768437083e-05 "Tnfaip3/Nlrp3/Tnf/Egr1/Tlr2/Ripk2/Zc3h12a/Errfi1/Casp4" 9
"1510" "blue" "BP" "GO:0002700" "regulation of production of molecular mediator of immune response" "12/180" "159/14705" 5.85350875664713e-07 0.000118505865866571 9.03158768437083e-05 "Arid5a/Tnfaip3/Nlrp3/Dnajb9/Lacc1/Tnf/Clcf1/Tlr2/Ripk2/Nr4a3/Casp4/Trex1" 12
"1610" "blue" "BP" "GO:0060537" "muscle tissue development" "18/180" "370/14705" 6.72137905728787e-07 0.000118505865866571 9.03158768437083e-05 "Btg2/Prox1/Kdm6b/Ddx5/Ifrd1/Myc/Maff/Nr4a1/Rcan1/Egr1/Adrb2/Tiparp/Chd7/Lncpint/Akap13/Nupr1/Gpx1/Trex1" 18
"1710" "blue" "BP" "GO:0001819" "positive regulation of cytokine production" "19/180" "410/14705" 6.76076297887638e-07 0.000118505865866571 9.03158768437083e-05 "Arid5a/Ptgs2/Ddit3/Rel/Irf1/Nlrp3/Cd83/Lacc1/Atf4/Tnf/Tnfsf9/Egr1/Cd14/Il1a/Tlr2/Ripk2/Nr4a3/Pde4b/Casp4" 19
"196" "blue" "BP" "GO:0030098" "lymphocyte differentiation" "18/180" "377/14705" 8.81362225994868e-07 0.000143708430322742 0.000109523294897866 "Tnfaip3/Irf1/Nlrp3/Jmjd6/Dnajb9/Zfp36l1/Cd83/Egr3/Socs1/Nfkbiz/Tnfsf9/Egr1/Clcf1/Il1a/Chd7/Ripk2/Zc3h12a/Nfkbid" 18
"208" "blue" "BP" "GO:0007519" "skeletal muscle tissue development" "11/180" "141/14705" 1.26155828480585e-06 0.000195415378316426 0.000148930275411554 "Btg2/Ddx5/Myc/Maff/Nr4a1/Rcan1/Egr1/Adrb2/Lncpint/Nupr1/Gpx1" 11
"2310" "blue" "BP" "GO:2000514" "regulation of CD4-positive, alpha-beta T cell activation" "8/180" "67/14705" 1.51990107367595e-06 0.000204724066358613 0.000156024627380099 "Irf1/Nlrp3/Cd83/Socs1/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 8
"2510" "blue" "BP" "GO:0007249" "I-kappaB kinase/NF-kappaB signaling" "13/180" "208/14705" 1.68469787432633e-06 0.000208767760586519 0.000159106413983746 "Tnfaip3/Rel/Irf1/Nfkbia/Tnf/Il1a/Tlr2/Ripk2/Zc3h12a/Tnip2/Nfkbib/Nfkbid/Akap13" 13
"2710" "blue" "BP" "GO:0007369" "gastrulation" "11/180" "147/14705" 1.90421234159468e-06 0.000210687494080725 0.000160569484293115 "Tnfaip3/Kdm6b/Ets2/Dusp1/Tgif1/Tgif2/Supt20/Nr4a3/Epha2/Wnk1/Dusp4" 11
"287" "blue" "BP" "GO:0060538" "skeletal muscle organ development" "11/180" "147/14705" 1.90421234159468e-06 0.000210687494080725 0.000160569484293115 "Btg2/Ddx5/Myc/Maff/Nr4a1/Rcan1/Egr1/Adrb2/Lncpint/Nupr1/Gpx1" 11
"2910" "blue" "BP" "GO:0045622" "regulation of T-helper cell differentiation" "6/180" "32/14705" 2.15285853128526e-06 0.000229984680342129 0.000175276286231319 "Irf1/Nlrp3/Nfkbiz/Ripk2/Zc3h12a/Nfkbid" 6
"306" "blue" "BP" "GO:0010563" "negative regulation of phosphorus metabolic process" "18/180" "404/14705" 2.3634556272331e-06 0.00023264775953611 0.000177305876334306 "Tnfaip3/Gadd45b/Plek/Irf1/Socs4/Socs1/Dusp1/Cdkn1a/Tnf/Ppp1r11/Taf7/Jun/Zc3h12a/Errfi1/Wnk1/Ppp1r15a/Nupr1/Birc3" 18
"3110" "blue" "BP" "GO:0045936" "negative regulation of phosphate metabolic process" "18/180" "404/14705" 2.3634556272331e-06 0.00023264775953611 0.000177305876334306 "Tnfaip3/Gadd45b/Plek/Irf1/Socs4/Socs1/Dusp1/Cdkn1a/Tnf/Ppp1r11/Taf7/Jun/Zc3h12a/Errfi1/Wnk1/Ppp1r15a/Nupr1/Birc3" 18
"3310" "blue" "BP" "GO:0045624" "positive regulation of T-helper cell differentiation" "5/180" "19/14705" 2.63013603504604e-06 0.000246913982926443 0.000188178472938062 "Irf1/Nlrp3/Nfkbiz/Ripk2/Nfkbid" 5
"344" "blue" "BP" "GO:0022407" "regulation of cell-cell adhesion" "18/180" "413/14705" 3.22084333349002e-06 0.000293475666092708 0.000223664136130592 "Tnfaip3/Irf1/Nlrp3/Gcnt2/Cd83/Egr3/Socs1/Nfkbiz/Tnf/Tnfsf9/Adrb2/Il1a/Ripk2/Nr4a3/Zc3h12a/Wnk1/Nfkbid/Icam1" 18
"353" "blue" "BP" "GO:1903039" "positive regulation of leukocyte cell-cell adhesion" "13/180" "222/14705" 3.47106429014488e-06 0.000307238776310538 0.000234153299332179 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Tnf/Tnfsf9/Il1a/Ripk2/Nr4a3/Nfkbid/Icam1" 13
"362" "blue" "BP" "GO:0001659" "temperature homeostasis" "11/180" "157/14705" 3.62310469919978e-06 0.000311788287725581 0.00023762058012588 "Ptgs2/Ddit3/Kdm6b/Atf4/Lnpep/Tnf/Egr1/Adrb2/Il1a/Prkab2/Gpx1" 11
"37" "blue" "BP" "GO:0071417" "cellular response to organonitrogen compound" "19/180" "465/14705" 4.33893721097129e-06 0.000360254672135284 0.000274557857225185 "Irf1/Nlrp3/Ndel1/Dnmt3a/Zfp36l1/Atf4/Nr4a1/Socs1/Tnf/Mir1894/Egr1/Adrb2/Tlr2/Ripk2/Nr4a3/Jun/Pde4b/Sesn2/Icam1" 19
"413" "blue" "BP" "GO:0002697" "regulation of immune effector process" "16/180" "344/14705" 5.13538034914465e-06 0.000384069545610978 0.000292707686047169 "Arid5a/Tnfaip3/Irf1/Nlrp3/Dnajb9/Lacc1/Nfkbiz/Tnf/Clcf1/Tlr2/Ripk2/Nr4a3/Zc3h12a/Nfkbid/Casp4/Trex1" 16
"423" "blue" "BP" "GO:0048659" "smooth muscle cell proliferation" "11/180" "163/14705" 5.20688215482927e-06 0.000384069545610978 0.000292707686047169 "Ptgs2/Tnfaip3/Ddit3/Myc/Adamts1/Cdkn1a/Tnf/Egr1/Hbegf/Nr4a3/Jun" 11
"442" "blue" "BP" "GO:0002702" "positive regulation of production of molecular mediator of immune response" "9/180" "108/14705" 6.98117329535643e-06 0.000482426577535012 0.000367667701882719 "Arid5a/Nlrp3/Dnajb9/Lacc1/Clcf1/Tlr2/Ripk2/Nr4a3/Casp4" 9
"453" "blue" "BP" "GO:0002699" "positive regulation of immune effector process" "13/180" "237/14705" 7.08790489053361e-06 0.000482426577535012 0.000367667701882719 "Arid5a/Irf1/Nlrp3/Dnajb9/Lacc1/Nfkbiz/Tnf/Clcf1/Tlr2/Ripk2/Nr4a3/Nfkbid/Casp4" 13
"462" "blue" "BP" "GO:0002764" "immune response-regulating signaling pathway" "15/180" "313/14705" 7.16320935010024e-06 0.000482426577535012 0.000367667701882719 "Tnfaip3/Irf1/Nlrp3/Nfkbia/Lacc1/Nfkbiz/Cd14/Tlr2/Ripk2/Nr4a3/Pde4b/Zc3h12a/Tnip2/Wnk1/Nfkbid" 15
"472" "blue" "BP" "GO:0043525" "positive regulation of neuron apoptotic process" "8/180" "83/14705" 7.78220792843642e-06 0.000512963407708426 0.000390940478913391 "Ddit3/Atf4/Tnf/Egr1/Pmaip1/Mcl1/Jun/Nupr1" 8
"482" "blue" "BP" "GO:2000316" "regulation of T-helper 17 type immune response" "5/180" "25/14705" 1.13222711099674e-05 0.000719124553336896 0.000548060335406428 "Arid5a/Nlrp3/Nfkbiz/Zc3h12a/Nfkbid" 5
"502" "blue" "BP" "GO:0045786" "negative regulation of cell cycle" "15/180" "327/14705" 1.20776609538582e-05 0.000748331872701051 0.000570319863568502 "Nabp1/Btg2/Ptgs2/Sde2/Prox1/Tnfaip3/Zfp36l1/Nr4a1/Cdkn1a/Tnf/Ppp1r10/Rbm38/Zfp655/Nupr1/Trex1" 15
"512" "blue" "BP" "GO:0035914" "skeletal muscle cell differentiation" "7/180" "64/14705" 1.26402856947128e-05 0.000767835393769023 0.000585183917713948 "Btg2/Ddx5/Myc/Maff/Nr4a1/Egr1/Nupr1" 7
"521" "blue" "BP" "GO:0062197" "cellular response to chemical stress" "14/180" "289/14705" 1.29445382510618e-05 0.0007711957596498 0.000587744925043152 "Ptgs2/Tnfaip3/Ddit3/Nlrp3/Kdm6b/Zfp36l1/Atf4/Mcl1/Nr4a3/Jun/Zc3h12a/Sesn2/Gpx1/Trex1" 14
"542" "blue" "BP" "GO:0050727" "regulation of inflammatory response" "14/180" "294/14705" 1.56935857177358e-05 0.000900346825065656 0.000686173738106849 "Ptgs2/Tnfaip3/Nlrp3/Nfkbia/Lacc1/Nfkbiz/Tnf/Adrb2/Clcf1/Tlr2/Nupr1/Casp4/Gpx1/Trex1" 14
"552" "blue" "BP" "GO:0071396" "cellular response to lipid" "17/180" "423/14705" 1.76130417391584e-05 0.000957793561900571 0.000729955135517985 "Arid5a/Tnfaip3/Nlrp3/Map2k3/Ddx5/Nfkbia/Zfp36l1/Tnf/Cd14/Taf7/Il1a/Ripk2/Pde4b/Zc3h12a/Tnip2/Nfkbib/Akap13" 17
"561" "blue" "BP" "GO:0050867" "positive regulation of cell activation" "15/180" "338/14705" 1.78413631720976e-05 0.000957793561900571 0.000729955135517985 "Plek/Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Cdkn1a/Tnfsf9/Clcf1/Il1a/Ripk2/Nr4a3/Tnip2/Nfkbid" 15
"571" "blue" "BP" "GO:0032088" "negative regulation of NF-kappaB transcription factor activity" "7/180" "68/14705" 1.89310379899284e-05 0.000957793561900571 0.000729955135517985 "Tnfaip3/Ddit3/Nlrp3/Nfkbia/Zc3h12a/Nfkbib/Nfkbid" 7
"591" "blue" "BP" "GO:0051249" "regulation of lymphocyte activation" "17/180" "426/14705" 1.9282795979241e-05 0.000957793561900571 0.000729955135517985 "Tnfaip3/Irf1/Nlrp3/Zfp36l1/Cd83/Egr3/Socs1/Nfkbiz/Cdkn1a/Tnfsf9/Clcf1/Il1a/Ripk2/Zc3h12a/Tnip2/Nfkbid/Trex1" 17
"60" "blue" "BP" "GO:0043618" "regulation of transcription from RNA polymerase II promoter in response to stress" "6/180" "46/14705" 1.93067042498993e-05 0.000957793561900571 0.000729955135517985 "Ddit3/Atf4/Egr1/Jun/Sesn2/Ppp1r15a" 6
"612" "blue" "BP" "GO:0070431" "nucleotide-binding oligomerization domain containing 2 signaling pathway" "4/180" "14/14705" 1.9748792603362e-05 0.000957793561900571 0.000729955135517985 "Tnfaip3/Nfkbia/Lacc1/Ripk2" 4
"622" "blue" "BP" "GO:2000318" "positive regulation of T-helper 17 type immune response" "4/180" "14/14705" 1.9748792603362e-05 0.000957793561900571 0.000729955135517985 "Arid5a/Nlrp3/Nfkbiz/Nfkbid" 4
"642" "blue" "BP" "GO:0007159" "leukocyte cell-cell adhesion" "15/180" "341/14705" 1.97865680960738e-05 0.000957793561900571 0.000729955135517985 "Irf1/Nlrp3/Cd83/Egr3/Socs1/Nfkbiz/Tnf/Tnfsf9/Il1a/Ripk2/Nr4a3/Zc3h12a/Wnk1/Nfkbid/Icam1" 15
"651" "blue" "BP" "GO:0032649" "regulation of interferon-gamma production" "8/180" "95/14705" 2.11713205380056e-05 0.000990784795925896 0.000755098466671804 "Arid5a/Ddit3/Tnf/Tnfsf9/Cd14/Ripk2/Pde4b/Zc3h12a" 8
"661" "blue" "BP" "GO:0048144" "fibroblast proliferation" "9/180" "124/14705" 2.14214247400856e-05 0.000990784795925896 0.000755098466671804 "Myc/Socs1/Cdkn1a/Tgif1/Pmaip1/Jun/Fosl2/Nupr1/Gpx1" 9
