"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"93" "salmon4" "mmu05212" "Pancreatic cancer - Mus musculus (house mouse)" "6/119" "73/6190" 0.00265212590062843 0.0307088262178029 0.0230683527090673 "64143/18805/21812/12371/18707/17127" 6
"94" "salmon4" "mmu04015" "Rap1 signaling pathway - Mus musculus (house mouse)" "10/119" "187/6190" 0.00304940709722488 0.0318204925920982 0.0239034322342556 "64143/18750/14026/23880/106952/18797/18796/21894/18707/22323" 10
"95" "salmon4" "mmu04370" "VEGF signaling pathway - Mus musculus (house mouse)" "5/119" "52/6190" 0.00305005645246858 0.0318204925920982 0.0239034322342556 "18750/18019/12371/18707/19303" 5
"96" "salmon4" "mmu04662" "B cell receptor signaling pathway - Mus musculus (house mouse)" "6/119" "76/6190" 0.0032509146070547 0.0318204925920982 0.0239034322342556 "16331/20963/18018/83490/18019/18707" 6
"97" "salmon4" "mmu04658" "Th1 and Th2 cell differentiation - Mus musculus (house mouse)" "6/119" "77/6190" 0.00347132646459253 0.0318204925920982 0.0239034322342556 "20852/20851/18018/18019/16190/54721" 6
"98" "salmon4" "mmu04912" "GnRH signaling pathway - Mus musculus (house mouse)" "6/119" "77/6190" 0.00347132646459253 0.0318204925920982 0.0239034322342556 "23939/18750/18753/18797/18796/18805" 6
"99" "salmon4" "mmu04973" "Carbohydrate digestion and absorption - Mus musculus (house mouse)" "4/119" "36/6190" 0.00475700812848352 0.041861671530655 0.0314463274177647 "212032/18797/18796/18707" 4
"100" "salmon4" "mmu04750" "Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse)" "6/119" "85/6190" 0.00565639385620345 0.0475001554281794 0.0356819349388716 "22368/18750/18753/18797/18796/18707" 6
"101" "salmon4" "mmu05200" "Pathways in cancer - Mus musculus (house mouse)" "17/119" "456/6190" 0.00598804392119041 0.0475001554281794 0.0356819349388716 "64143/20852/20851/18750/12394/18797/11350/20375/18796/18805/16194/11863/21812/12371/18707/16190/17127" 17
"102" "salmon4" "mmu04022" "cGMP-PKG signaling pathway - Mus musculus (house mouse)" "8/119" "143/6190" 0.00604547432722283 0.0475001554281794 0.0356819349388716 "320207/104709/18018/18797/18796/18019/22323/17258" 8
"103" "cyan" "mmu05140" "Leishmaniasis - Mus musculus (house mouse)" "11/200" "66/6190" 6.88720958079813e-06 0.00141987684741243 0.00122526103254485 "17970/246256/16414/17972/15980/14998/15002/16451/17969/15170/13057" 11
"104" "cyan" "mmu04142" "Lysosome - Mus musculus (house mouse)" "15/200" "126/6190" 1.12477452165922e-05 0.00141987684741243 0.00122526103254485 "18173/67300/67963/19141/15212/13030/64138/13040/19063/110006/11769/17113/17159/15211/13036" 15
"105" "cyan" "mmu05150" "Staphylococcus aureus infection - Mus musculus (house mouse)" "9/200" "47/6190" 1.5051698029107e-05 0.00141987684741243 0.00122526103254485 "12628/246256/16414/14998/15002/12260/12262/12259/12267" 9
"106" "cyan" "mmu04380" "Osteoclast differentiation - Mus musculus (house mouse)" "14/200" "121/6190" 3.08232014305607e-05 0.00218074150121217 0.00188183756102371 "17970/246256/17972/15980/83433/20375/16451/17969/16439/18733/22177/13057/16151/12229" 14
"107" "cyan" "mmu04145" "Phagosome - Mus musculus (house mouse)" "15/200" "141/6190" 4.36029361469305e-05 0.00246792618591627 0.00212965919707113 "17970/246256/53331/16414/17972/14998/15002/14991/15042/13427/13040/17969/17113/12721/13057" 15
"108" "cyan" "mmu04610" "Complement and coagulation cascades - Mus musculus (house mouse)" "9/200" "56/6190" 6.50446678578896e-05 0.00306794016729713 0.00264743209526849 "12628/16414/19128/21788/12260/12262/12259/12267/14071" 9
"109" "cyan" "mmu05132" "Salmonella infection - Mus musculus (house mouse)" "19/200" "231/6190" 0.000151137634751159 0.00611027866208257 0.0052727716183863 "12370/76709/19264/67771/18643/30955/140580/17948/105855/11308/13427/12540/77573/68089/17113/20430/66824/12362/16151" 19
"110" "cyan" "mmu05133" "Pertussis - Mus musculus (house mouse)" "9/200" "66/6190" 0.000240331438291991 0.0085017246295792 0.00733643337943974 "16414/12314/12631/12260/12262/12259/66824/15900/12362" 9
"111" "cyan" "mmu04621" "NOD-like receptor signaling pathway - Mus musculus (house mouse)" "14/200" "148/6190" 0.000277768515816512 0.00873427666400809 0.00753711060461178 "12370/22033/22368/195046/17948/13030/106512/24105/16451/16439/66824/13057/12362/16151" 14
"112" "cyan" "mmu04666" "Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)" "10/200" "87/6190" 0.00045280240564239 0.0128143080796796 0.0110579113798984 "76709/19264/67771/246256/19354/12631/15162/12540/17969/68089" 10
"113" "cyan" "mmu04612" "Antigen processing and presentation - Mus musculus (house mouse)" "8/200" "61/6190" 0.000698096656597667 0.0175449229741543 0.0151401232285802 "19141/13030/14998/15002/14991/15042/12010/13040" 8
"114" "cyan" "mmu05168" "Herpes simplex virus 1 infection - Mus musculus (house mouse)" "14/200" "163/6190" 0.000743954331059545 0.0175449229741543 0.0151401232285802 "12370/22033/22059/15980/14998/15002/14991/15042/19045/71586/12010/16451/231805/16151" 14
"115" "cyan" "mmu04670" "Leukocyte transendothelial migration - Mus musculus (house mouse)" "10/200" "98/6190" 0.00116484564001973 0.0253577935481217 0.0218821205250669 "54354/17970/16414/11855/17972/19354/12540/17969/13057/17698" 10
"116" "cyan" "mmu05322" "Systemic lupus erythematosus - Mus musculus (house mouse)" "6/200" "39/6190" 0.00141290062153701 0.028560776849641 0.0246460860298185 "246256/14998/15002/12260/12262/12259" 6
"117" "cyan" "mmu05170" "Human immunodeficiency virus 1 infection - Mus musculus (house mouse)" "14/200" "181/6190" 0.00205091525422347 0.0386939344630162 0.033390339577533 "12370/22033/14710/14702/19354/14991/15042/12314/12631/12010/14700/11769/16439/16151" 14
"118" "cyan" "mmu05340" "Primary immunodeficiency - Mus musculus (house mouse)" "5/200" "30/6190" 0.00246964265345204 0.043681804432933 0.0376945457632154 "19264/57916/11486/16151/12229" 5
"119" "cyan" "mmu04662" "B cell receptor signaling pathway - Mus musculus (house mouse)" "8/200" "76/6190" 0.00295757058269136 0.0469410432688097 0.0405070561218666 "19354/240168/15170/18733/12483/12520/16151/12229" 8
"120" "cyan" "mmu04144" "Endocytosis - Mus musculus (house mouse)" "16/200" "230/6190" 0.00298564939518931 0.0469410432688097 0.0405070561218666 "76709/67771/30930/67300/14991/15042/106572/77038/98878/84092/12340/12540/12345/12343/68089/27965" 16
"121" "lightcyan" "mmu00970" "Aminoacyl-tRNA biosynthesis - Mus musculus (house mouse)" "5/38" "39/6190" 3.2848310573669e-06 0.000440167361687164 0.000418383745201468 "105148/110960/107045/20226/27267" 5
"122" "yellowgreen" "mmu04145" "Phagosome - Mus musculus (house mouse)" "8/23" "141/6190" 2.18352759881461e-08 8.10401467869238e-07 5.98411138882234e-07 "14961/17533/170786/69165/70192/69142/20288/13058" 8
"123" "yellowgreen" "mmu03260" "Virion - Human immunodeficiency virus - Mus musculus (house mouse)" "4/23" "10/6190" 2.9982398244523e-08 8.10401467869238e-07 5.98411138882234e-07 "170786/69165/70192/69142" 4
"124" "yellowgreen" "mmu03264" "Virion - Flavivirus and Alphavirus - Mus musculus (house mouse)" "4/23" "11/6190" 4.69994055136942e-08 8.10401467869238e-07 5.98411138882234e-07 "170786/69165/70192/69142" 4
"125" "yellowgreen" "mmu05152" "Tuberculosis - Mus musculus (house mouse)" "8/23" "156/6190" 4.83821771862232e-08 8.10401467869238e-07 5.98411138882234e-07 "12265/14961/17533/170786/69165/70192/69142/12796" 8
"126" "yellowgreen" "mmu03265" "Virion - Ebolavirus, Lyssavirus and Morbillivirus - Mus musculus (house mouse)" "4/23" "16/6190" 2.56038966125733e-07 3.43092214608482e-06 2.53343819113883e-06 "170786/69165/70192/69142" 4
"127" "yellowgreen" "mmu03273" "Virion - Lassa virus and SFTS virus - Mus musculus (house mouse)" "4/23" "21/6190" 8.3167616173295e-07 9.28705047268461e-06 6.8576806318331e-06 "170786/69165/70192/69142" 4
"128" "yellowgreen" "mmu04625" "C-type lectin receptor signaling pathway - Mus musculus (house mouse)" "5/23" "104/6190" 3.21563938929811e-05 0.000307782627261391 0.000227270753830092 "56620/170786/69165/70192/69142" 5
"129" "yellowgreen" "mmu04061" "Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)" "4/23" "67/6190" 9.51007583874386e-05 0.000796468851494798 0.000588123111080212 "20306/56744/12768/12772" 4
"130" "yellowgreen" "mmu05162" "Measles - Mus musculus (house mouse)" "4/23" "123/6190" 0.000981115078101313 0.00730385669253199 0.00539326417201891 "170786/69165/70192/69142" 4
"131" "yellowgreen" "mmu04062" "Chemokine signaling pathway - Mus musculus (house mouse)" "4/23" "165/6190" 0.00290057675600893 0.0194338642652598 0.0143502218455178 "20306/56744/12768/12772" 4
"132" "yellowgreen" "mmu04613" "Neutrophil extracellular trap formation - Mus musculus (house mouse)" "3/23" "97/6190" 0.00526263349191309 0.0295022743852004 0.0217848687526224 "12796/13058/170744" 3
"133" "yellowgreen" "mmu04060" "Cytokine-cytokine receptor interaction - Mus musculus (house mouse)" "4/23" "195/6190" 0.00528398944212544 0.0295022743852004 0.0217848687526224 "20306/56744/12768/12772" 4
"134" "lightgreen" "mmu00190" "Oxidative phosphorylation - Mus musculus (house mouse)" "24/133" "120/6190" 2.23880840221134e-17 3.87313853582562e-15 3.39356220966772e-15 "227197/66052/67895/11947/71679/407785/66945/66218/66445/67130/11964/72900/11946/68375/228033/68349/66046/66576/11973/68197/67003/12866/17718/17721" 24
"135" "lightgreen" "mmu05415" "Diabetic cardiomyopathy - Mus musculus (house mouse)" "26/133" "195/6190" 2.81243293409098e-14 2.4327544879887e-12 2.13152811846895e-12 "227197/70456/66052/11947/22333/18604/71679/407785/66945/66218/66445/67130/72900/11946/68375/228033/68349/66046/12896/66576/14433/68197/67003/12866/17718/17721" 26
"136" "lightgreen" "mmu05012" "Parkinson disease - Mus musculus (house mouse)" "28/133" "245/6190" 1.3388078958537e-13 6.54747455132903e-12 5.73675896191896e-12 "227197/66052/11947/22333/71679/19179/407785/66945/19173/66218/66445/72027/67130/72900/11946/277468/68375/228033/68349/19182/66046/66576/68197/67003/23997/12866/17718/17721" 28
"137" "lightgreen" "mmu04714" "Thermogenesis - Mus musculus (house mouse)" "26/133" "209/6190" 1.51386694828417e-13 6.54747455132903e-12 5.73675896191896e-12 "227197/66052/11947/71679/407785/66945/66218/66445/67130/72900/11946/12894/68375/228033/68349/69702/66046/12896/66576/231430/68197/67003/12866/57279/17718/17721" 26
"138" "lightgreen" "mmu05010" "Alzheimer disease - Mus musculus (house mouse)" "32/133" "346/6190" 7.08728808899478e-13 2.45220167879219e-11 2.14856733645315e-11 "227197/66052/19165/11947/22333/71679/19179/407785/66945/19173/66218/66445/72027/67130/72900/11946/20168/277468/68375/228033/68349/19182/66046/66576/14433/16974/68197/67003/23997/12866/17718/17721" 32
"139" "lightgreen" "mmu05208" "Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)" "24/133" "206/6190" 6.27823047992882e-12 1.6008269029529e-10 1.4026107333448e-10 "227197/66052/103140/11947/22333/71679/407785/66945/66218/66445/67130/12408/72900/11946/68375/228033/68349/66046/66576/68197/67003/12866/17718/17721" 24
"140" "lightgreen" "mmu05020" "Prion disease - Mus musculus (house mouse)" "26/133" "245/6190" 6.47733428940481e-12 1.6008269029529e-10 1.4026107333448e-10 "227197/66052/11947/22333/71679/19179/407785/66945/19173/66218/66445/67130/72900/11946/68375/228033/68349/19182/66046/66576/68197/67003/23997/12866/17718/17721" 26
"141" "lightgreen" "mmu05016" "Huntington disease - Mus musculus (house mouse)" "26/133" "279/6190" 1.25083738010207e-10 2.70493583447073e-09 2.37000766756182e-09 "227197/66052/11947/22333/71679/19179/407785/66945/19173/66218/66445/67130/72900/11946/68375/228033/68349/19182/66046/66576/68197/67003/23997/12866/17718/17721" 26
"142" "lightgreen" "mmu05014" "Amyotrophic lateral sclerosis - Mus musculus (house mouse)" "26/133" "332/6190" 5.54973065814558e-09 1.06678155984354e-07 9.34691479266624e-08 "227197/66052/11947/22333/71679/19179/407785/66945/19173/66218/66445/67130/72900/11946/68375/228033/68349/19182/66046/66576/68197/67003/23997/12866/17718/17721" 26
"143" "lightgreen" "mmu05022" "Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)" "28/133" "426/6190" 6.26377463716467e-08 1.08363301222949e-06 9.49456366054434e-07 "227197/66052/19165/11947/22333/71679/19179/407785/66945/19173/66218/66445/67130/72900/11946/68375/228033/68349/19182/66046/66576/16974/68197/67003/23997/12866/17718/17721" 28
"144" "lightgreen" "mmu04932" "Non-alcoholic fatty liver disease - Mus musculus (house mouse)" "15/133" "145/6190" 3.86130495702085e-07 6.0727796142237e-06 5.32084128048806e-06 "227197/66052/407785/66945/66218/66445/67130/72900/68375/68349/66046/66576/68197/67003/12866" 15
"145" "lightgreen" "mmu01212" "Fatty acid metabolism - Mus musculus (house mouse)" "9/133" "58/6190" 3.24984678250211e-06 4.68519577810721e-05 4.10506962000267e-05 "11363/12894/76267/56348/12896/66885/106529/110446/57874" 9
"146" "lightgreen" "mmu01200" "Carbon metabolism - Mus musculus (house mouse)" "11/133" "100/6190" 8.28000576950459e-06 0.000110187769086484 9.65441968266122e-05 "66052/14194/104776/78920/66945/18648/56451/14433/11674/110446/110639" 11
"147" "lightgreen" "mmu04723" "Retrograde endocannabinoid signaling - Mus musculus (house mouse)" "11/133" "130/6190" 9.8237381442939e-05 0.00121393335640203 0.00106362277652505 "227197/407785/66218/67130/72900/68375/68349/66046/68197/17718/17721" 11
"148" "lightgreen" "mmu00020" "Citrate cycle (TCA cycle) - Mus musculus (house mouse)" "5/133" "28/6190" 0.000280480858543026 0.00323487923519623 0.00283433288632953 "66052/14194/78920/66945/56451" 5
"149" "lightgreen" "mmu00071" "Fatty acid degradation - Mus musculus (house mouse)" "5/133" "41/6190" 0.00171027049299697 0.0184922997055298 0.0162025625652345 "11363/12894/12896/66885/110446" 5
"150" "lightgreen" "mmu01040" "Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)" "4/133" "31/6190" 0.00408696866320213 0.0415909163961158 0.036441082817406 "76267/56348/106529/57874" 4
"151" "green" "mmu04514" "Cell adhesion molecules - Mus musculus (house mouse)" "11/116" "136/6190" 4.22331640120566e-05 0.00785536850624252 0.00785536850624252 "21367/269116/17968/12558/18190/18417/19266/17136/58235/17967/245537" 11
"152" "green" "mmu00250" "Alanine, aspartate and glutamate metabolism - Mus musculus (house mouse)" "5/116" "33/6190" 0.000330753503289732 0.0307600758059451 0.0307600758059451 "11484/76282/66514/194237/53320" 5
