baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,description,entrez,ensembl
143.2355282298421,1.167285402325845,0.31909431402655825,3.6581203456627303,2.540717482362391e-4,0.037638643837593896,2210016F16Rik,RIKEN cDNA 2210016F16 gene,70153,ENSMUSG00000021550
3931.171679042681,0.4485729342852448,0.11864225816538074,3.780886685922304,1.5627079367328738e-4,0.02889904623209239,2610042L04Rik,RIKEN cDNA 2610042L04 gene,554327,ENSMUSG00000079388
27.238885555978612,3.4603753082598323,0.7215100149009788,4.796018401400485,1.6185041898470773e-6,0.0012595623288797627,3110039M20Rik,RIKEN cDNA 3110039M20 gene,67293,ENSMUSG00000104861
852.4205647607014,-0.733520525562495,0.19919358018374084,-3.682450633629249,2.310026103641016e-4,0.03520117680185528,3830406C13Rik,RIKEN cDNA 3830406C13 gene,218734,ENSMUSG00000033111
213.73448459896073,-1.3362392979266657,0.3223297517338558,-4.145566118978629,3.3897516564786345e-5,0.01035230155888575,4930455H04Rik,RIKEN cDNA 4930455H04 gene,74654,ENSMUSG00000080907
438.2549922360718,0.795563953642806,0.1671504049506591,4.759569406234148,1.940064040750237e-6,0.0014263781952938129,4930522O17Rik,RIKEN cDNA 4930522O17 gene,78180,ENSMUSG00000086947
815.614047846626,0.48182044166598736,0.13391507495192795,3.5979552103372114,3.2072883315210237e-4,0.044797092351221215,4930555G01Rik,RIKEN cDNA 4930555G01 gene,108978,ENSMUSG00000095686
166.10244247342848,-0.9736701460485772,0.2510163082650555,-3.878911903287376,1.0492474212752808e-4,0.02103900056538949,4930556M19Rik,RIKEN cDNA 4930556M19 gene,75259,ENSMUSG00000096971
615.9385194176866,0.7840983412787247,0.1733992356950506,4.521925013889236,6.12797698475685e-6,0.003475613460697378,4930556N13Rik,RIKEN cDNA 4930556N13 gene,75285,ENSMUSG00000092399
3182.4890385256695,0.3424855812749314,0.0898437704050844,3.812012560589839,1.3783987022321774e-4,0.026565623920398983,4930591A17Rik,RIKEN cDNA 4930591A17 gene,68175,ENSMUSG00000039138
