baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,description,entrez,ensembl
871.4903758734721,-0.4865020975921918,0.1573076585399741,-3.0926790348771527,0.001983585437616239,0.04310827696950117,1700001C19Rik,RIKEN cDNA 1700001C19 gene,75462,ENSMUSG00000047150
1054.0205635938223,-0.5454727930844454,0.15673347929662224,-3.480257029527966,5.009329554878261e-4,0.020790629610590156,1700020L13Rik,RIKEN cDNA 1700020L13 gene,108167416,ENSMUSG00000013928
5022.494977907314,-0.2896858777024489,0.09187520605997636,-3.1530364951055594,0.0016158160457223924,0.03744508022058638,2310008N11Rik,RIKEN cDNA 2310008N11 gene,72316,ENSMUSG00000100335
1613.720177880288,-0.4697768100817579,0.11470436144995814,-4.095544442629643,4.211774175787481e-5,0.005123293290815744,2310034O05Rik,RIKEN cDNA 2310034O05 gene,69571,ENSMUSG00000100157
1249.6756778520446,-0.3695178611505524,0.12212676790763456,-3.025690988809445,0.0024806568169548535,0.046648331067759834,2900052L18Rik,RIKEN cDNA 2900052L18 gene,102640779,NA
1190.6008408710202,-0.4832665907411906,0.1467958351810476,-3.2921001481081786,9.944219329771462e-4,0.029985647062337098,4930481A15Rik,RIKEN cDNA 4930481A15 gene,74931,ENSMUSG00000086938
1597.569632836128,-0.49945512360105676,0.11938137562878104,-4.183693821338792,2.8681033829842226e-5,0.00445059581635253,4930583P06Rik,RIKEN cDNA 4930583P06 gene,75946,ENSMUSG00000086954
1517.0907415575773,-0.37389506145928014,0.11092141024419724,-3.370810564309789,7.494737559783731e-4,0.02546805507034009,5730435O14Rik,RIKEN cDNA 5730435O14 gene,70538,ENSMUSG00000091370
1157.9111484857178,-0.4319963215299919,0.13114601234049844,-3.29401034633357,9.876886286223608e-4,0.029985647062337098,A830035O19Rik,RIKEN cDNA A830035O19 gene,100101457,ENSMUSG00000111329
985.5014803717359,-0.4957524148902662,0.14942589678792714,-3.3177141683403337,9.075730742586258e-4,0.028833732563402926,A930015D03Rik,RIKEN cDNA A930015D03 gene,77810,NA
1077.4956726743615,-0.5545799042376572,0.14036703266086809,-3.950927035535065,7.784905777028151e-5,0.0075583094124467955,AI661453,expressed sequence AI661453,224833,ENSMUSG00000034382
11498.81338132626,-0.2876189055464731,0.09557766266006754,-3.009269085909972,0.0026187706326674855,0.04794025565593643,Abhd12,abhydrolase domain containing 12,76192,ENSMUSG00000032046
1604.9031028377156,-0.5759075673788049,0.1173499470459325,-4.907608242493592,9.219377571901683e-7,3.979425724091157e-4,Accsl,1-aminocyclopropane-1-carboxylate synthase (non-functional)-like,381411,ENSMUSG00000075023
1476.9084033896982,-0.42496459790405966,0.11226764008799994,-3.7852812936208076,1.5353481099807502e-4,0.010180106919469927,Ackr3,atypical chemokine receptor 3,12778,ENSMUSG00000044337
2472.462018893688,-0.34523369691354905,0.11290504228338105,-3.057734977389627,0.002230167166747609,0.045584281524837414,Acvrl1,"activin A receptor, type II-like 1",11482,ENSMUSG00000000530
676.1333835453307,-0.4420814155185259,0.1476771088308471,-2.993567649166917,0.002757363732628258,0.049075593004391474,Adcy8,adenylate cyclase 8,11514,ENSMUSG00000022376
1469.1735888217065,-0.3666195885627808,0.11937854631709595,-3.0710676237333105,0.0021329483728832477,0.04460323193602392,Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1",56752,ENSMUSG00000026687
740.6955856808329,-0.590081699459427,0.14398570273559072,-4.098196475403035,4.163817817776078e-5,0.005123293290815744,Ankmy2,ankyrin repeat and MYND domain containing 2,217473,ENSMUSG00000036188
3573.5269516982235,-0.411274103866348,0.12375489851432625,-3.323295552771494,8.89606060158625e-4,0.02845169499460261,Ankrd13d,"ankyrin repeat domain 13 family, member D",68423,ENSMUSG00000005986
