"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Region","Comparison"
"67","BP","GO:0010719","negative regulation of epithelial to mesenchymal transition","3/127","28/18791",0.00087289162554649,0.0360191317937769,0.0303735080031271,"Dab2ip/Tgfb2/Tgfbr3",3,"HPP vs STR","HPP","STR"
"68","BP","GO:0010737","protein kinase A signaling","5/343","36/18791",0.000466036423826017,0.0264588421268965,0.022605535872172,"Adgrv1/Ezr/Fbn1/Tcim/Ttn",5,"HPP vs CTX","HPP","CTX"
"69","BP","GO:0010921","regulation of phosphatase activity","1/5","75/18791",0.0197997847435306,0.0433709570572575,0.0148870561981433,"Magi2",1,"STR vs CTX","STR","CTX"
"70","BP","GO:0010922","positive regulation of phosphatase activity","1/5","33/18791",0.008750940633386,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"71","BP","GO:0010927","cellular component assembly involved in morphogenesis","9/343","112/18791",0.000213831382333624,0.0180282326441969,0.0154027095288489,"Cntn1/Krt8/Myh6/Pdgfra/Phldb1/Prox1/Tmod1/Ttn/Ugt8a",9,"HPP vs CTX","HPP","CTX"
"72","BP","GO:0010975","regulation of neuron projection development","15/187","490/18791",0.000120105677528729,0.0311831985974819,0.0277102028932482,"Acsl6/Adamts1/Bmp7/Cntn1/Dnm3/Fez1/Fxn/Itpr1/Myo5b/Ntrk2/Ror1/Sfrp1/Shtn1/Vldlr/Xylt1",15,"HPP vs PFC","HPP","PFC"
"73","BP","GO:0010975","regulation of neuron projection development","23/343","490/18791",3.72214039334066e-05,0.0087190846164858,0.00744928969775716,"Acsl6/Arhgap44/Bmp7/Cntn1/Dab2ip/Dnm3/Dpysl3/Fez1/Fxn/Gprc5b/Hecw2/Kank1/Magi2/Myo5b/Nedd4/Ntrk2/Ror1/Sdc2/Sfrp1/Shtn1/Snap91/Vldlr/Xylt1",23,"HPP vs CTX","HPP","CTX"
"74","BP","GO:0010976","positive regulation of neuron projection development","9/187","210/18791",0.00026153461604875,0.0367524960447453,0.0326592257381652,"Acsl6/Adamts1/Bmp7/Cntn1/Fez1/Itpr1/Ntrk2/Ror1/Vldlr",9,"HPP vs PFC","HPP","PFC"
"75","BP","GO:0016055","Wnt signaling pathway","9/127","389/18791",0.00131878063051169,0.0430473617750607,0.0363001361297169,"Dab2ip/Lef1/Lmx1a/Nrarp/Nxn/Ror1/Sfrp5/Sulf1/Yap1",9,"HPP vs STR","HPP","STR"
"76","BP","GO:0016358","dendrite development","14/343","282/18791",0.00071799994844878,0.0347279240310168,0.0296703585396576,"Arhgap44/Bmp7/Dab2ip/Dnm3/Hecw2/Iqsec1/Mpdz/Myo5b/Myo6/Nck2/Nedd4/Ntrk2/Sdc2/Vldlr",14,"HPP vs CTX","HPP","CTX"
"77","BP","GO:0018158","protein oxidation","3/343","10/18791",0.000657721652102242,0.0330740030771413,0.0282573046624978,"Loxl1/Loxl4/Trabd2b",3,"HPP vs CTX","HPP","CTX"
"78","BP","GO:0018958","phenol-containing compound metabolic process","8/343","110/18791",0.000925791979757506,0.0393904081406674,0.0336538265723345,"Abat/Atp2b2/Kl/Myo5a/Oca2/Slc16a2/Tgfb2/Trpc1",8,"HPP vs CTX","HPP","CTX"
"79","BP","GO:0019748","secondary metabolic process","1/5","57/18791",0.0150766957397664,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"80","BP","GO:0021537","telencephalon development","7/127","231/18791",0.000993418920056821,0.0374587444511081,0.0315874763691389,"Aqp1/Dab2ip/Lamb1/Lef1/Lmx1a/Syne2/Tmem108",7,"HPP vs STR","HPP","STR"
"81","BP","GO:0021542","dentate gyrus development","3/127","17/18791",0.00019129291580432,0.0167343042745619,0.0141113763574387,"Lef1/Lmx1a/Tmem108",3,"HPP vs STR","HPP","STR"
"82","BP","GO:0021542","dentate gyrus development","4/343","17/18791",0.000215109594050077,0.0180282326441969,0.0154027095288489,"Lef1/Lmx1a/Prox1/Tmem108",4,"HPP vs CTX","HPP","CTX"
"83","BP","GO:0021543","pallium development","6/127","148/18791",0.000509907045151089,0.027199187993791,0.0229359985392737,"Dab2ip/Lamb1/Lef1/Lmx1a/Syne2/Tmem108",6,"HPP vs STR","HPP","STR"
"84","BP","GO:0021801","cerebral cortex radial glia-guided migration","3/127","25/18791",0.000621964653377461,0.0309144703849206,0.0260689491080697,"Dab2ip/Lamb1/Syne2",3,"HPP vs STR","HPP","STR"
"85","BP","GO:0022030","telencephalon glial cell migration","3/127","25/18791",0.000621964653377461,0.0309144703849206,0.0260689491080697,"Dab2ip/Lamb1/Syne2",3,"HPP vs STR","HPP","STR"
"86","BP","GO:0030010","establishment of cell polarity","1/2","136/18791",0.0144230155134391,0.0402316742850011,0.00352909423552641,"Shtn1",1,"STR vs PFC","STR","PFC"
"87","BP","GO:0030048","actin filament-based movement","1/2","117/18791",0.0124143313769749,0.0394638324162351,0.00346173968563466,"Shtn1",1,"STR vs PFC","STR","PFC"
"88","BP","GO:0030048","actin filament-based movement","12/343","117/18791",1.55527388112768e-06,0.00547456406156943,0.00467728155619134,"Dsg2/Emp2/Kcne2/Myh6/Myo5a/Myo5b/Myo6/Myrip/Pard3/Parva/Pdpn/Shtn1",12,"HPP vs CTX","HPP","CTX"
"89","BP","GO:0030048","actin filament-based movement","9/187","117/18791",2.58840245164728e-06,0.00691103454589823,0.00614132539580312,"Actn4/Emp2/Kcne2/Myo5a/Myo5b/Myrip/Pard3/Parva/Shtn1",9,"HPP vs PFC","HPP","PFC"
"90","BP","GO:0030050","vesicle transport along actin filament","4/187","19/18791",3.27496049914302e-05,0.0265866128643586,0.0236255570259272,"Actn4/Myo5a/Myo5b/Myrip",4,"HPP vs PFC","HPP","PFC"
"91","BP","GO:0030050","vesicle transport along actin filament","4/343","19/18791",0.000340358119611202,0.0221863070561376,0.0189552270512516,"Myo5a/Myo5b/Myo6/Myrip",4,"HPP vs CTX","HPP","CTX"
"92","BP","GO:0030072","peptide hormone secretion","13/343","250/18791",0.000720209788143246,0.0347279240310168,0.0296703585396576,"Abat/Adcy5/Aqp1/Eipr1/Fbn1/Myo5a/Myrip/Per2/Ptpn11/Sfrp1/Slc16a2/Srebf1/Syt9",13,"HPP vs CTX","HPP","CTX"
"93","BP","GO:0030098","lymphocyte differentiation","23/282","387/18791",2.29948593494394e-08,3.85393842696604e-05,3.51337245744329e-05,"Arid1a/Bad/Bcl6/Cd4/Cr2/Ctla4/Ezh2/Gadd45g/Gm13271/Hhex/Id2/Irf8/Kat2a/Lck/Lyl1/Mafb/Nfatc1/Plcg2/Psap/Ptprc/Slc25a5/Sox4/Tpd52",23,"CTX vs STR","CTX","STR"
"94","BP","GO:0030099","myeloid cell differentiation","17/282","370/18791",4.73548222514804e-05,0.0226761948838518,0.0206723381948944,"Bcl6/Cd4/Cebpa/Csf3r/Epha2/Exoc6/Gata2/H4c16/Hhex/Id2/Irf8/Mafb/Nfatc1/Pabpc4/Rps14/Slc25a5/Tal1",17,"CTX vs STR","CTX","STR"
"95","BP","GO:0030111","regulation of Wnt signaling pathway","8/127","281/18791",0.000653825850441639,0.0317759363314637,0.0267953892391521,"Dab2ip/Lef1/Lmx1a/Nrarp/Nxn/Sfrp5/Sulf1/Yap1",8,"HPP vs STR","HPP","STR"
"96","BP","GO:0030183","B cell differentiation","14/282","134/18791",1.45631076160533e-08,3.85393842696604e-05,3.51337245744329e-05,"Bad/Bcl6/Cr2/Ezh2/Gm13271/Hhex/Id2/Irf8/Lyl1/Nfatc1/Plcg2/Ptprc/Slc25a5/Tpd52",14,"CTX vs STR","CTX","STR"
"97","BP","GO:0030198","extracellular matrix organization","17/343","285/18791",2.08484428473058e-05,0.00793191113727535,0.00677675541841976,"Antxr1/Col18a1/Col4a4/Col8a1/Col8a2/Col9a3/Fap/Lamb1/Loxl1/Loxl4/Pdgfra/Pdpn/Phldb1/Scx/Sh3pxd2b/Sulf1/Tgfb2",17,"HPP vs CTX","HPP","CTX"
"98","BP","GO:0030239","myofibril assembly","6/343","60/18791",0.000773221803226501,0.0362898766314305,0.0310048377799034,"Krt8/Myh6/Pdgfra/Prox1/Tmod1/Ttn",6,"HPP vs CTX","HPP","CTX"
"99","BP","GO:0030307","positive regulation of cell growth","1/2","173/18791",0.0183287952582466,0.0402316742850011,0.00352909423552641,"Shtn1",1,"STR vs PFC","STR","PFC"
"100","BP","GO:0030307","positive regulation of cell growth","8/187","173/18791",0.00034612280342429,0.0440070421496597,0.0391058044570601,"Fam122a/Fxn/Myo5b/N6amt1/Sfrp1/Shtn1/Tgfb2/Yap1",8,"HPP vs PFC","HPP","PFC"
"101","BP","GO:0030318","melanocyte differentiation","1/5","26/18791",0.00689981974954801,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"102","BP","GO:0030326","embryonic limb morphogenesis","5/127","117/18791",0.00119346905750541,0.0395472246782475,0.0333486090709646,"Bmp7/Fras1/Lef1/Msx1/Tgfb2",5,"HPP vs STR","HPP","STR"
"103","BP","GO:0030336","negative regulation of cell migration","14/343","271/18791",0.000485364696092018,0.026695058285061,0.0228073509331397,"Abhd2/Cxcl13/Dab2ip/Dpysl3/Gnrh1/Kank1/Magi2/Ppargc1a/Ptprk/Sfrp1/Srgap3/Sulf1/Tgfbr3/Tmeff2",14,"HPP vs CTX","HPP","CTX"
"104","BP","GO:0030509","BMP signaling pathway","10/229","154/18791",1.97251880305456e-05,0.0207223100063697,0.0196263288697569,"Bmp7/Cer1/Crb2/Fbn1/Kdr/Mir675/Msx1/Sfrp1/Smad6/Sulf1",10,"HPP vs VTA","HPP","VTA"
"105","BP","GO:0030509","BMP signaling pathway","11/127","154/18791",7.69424344884374e-09,8.93369311906078e-06,7.53342976179553e-06,"Bmp7/Fbn1/Htra3/Lef1/Msx1/Sfrp5/Smad6/Sulf1/Tgfb2/Tgfbr3/Zfp423",11,"HPP vs STR","HPP","STR"
"106","BP","GO:0030509","BMP signaling pathway","13/343","154/18791",5.15555712807514e-06,0.00590559956301301,0.00504554364579191,"Bmp6/Bmp7/Crb2/Fbn1/Lef1/Msx1/Scx/Sfrp1/Sfrp5/Smad6/Sulf1/Tgfb2/Tgfbr3",13,"HPP vs CTX","HPP","CTX"
"107","BP","GO:0030510","regulation of BMP signaling pathway","8/127","93/18791",2.19509594914068e-07,0.000120016871019266,0.00010120547639196,"Fbn1/Htra3/Msx1/Sfrp5/Smad6/Sulf1/Tgfbr3/Zfp423",8,"HPP vs STR","HPP","STR"
"108","BP","GO:0030510","regulation of BMP signaling pathway","8/343","93/18791",0.000300563984840786,0.0205922194891659,0.0175932927872449,"Crb2/Fbn1/Msx1/Sfrp1/Sfrp5/Smad6/Sulf1/Tgfbr3",8,"HPP vs CTX","HPP","CTX"
"109","BP","GO:0030510","regulation of BMP signaling pathway","9/229","93/18791",2.0053621135774e-06,0.00574135173117209,0.00543769768902671,"Cer1/Crb2/Fbn1/Kdr/Mir675/Msx1/Sfrp1/Smad6/Sulf1",9,"HPP vs VTA","HPP","VTA"
"110","BP","GO:0030513","positive regulation of BMP signaling pathway","4/127","37/18791",0.000110570198727169,0.0115150964103009,0.00971022497092733,"Msx1/Sulf1/Tgfbr3/Zfp423",4,"HPP vs STR","HPP","STR"
"111","BP","GO:0030516","regulation of axon extension","1/2","92/18791",0.00976821051849874,0.039072842073995,0.00342744228719254,"Shtn1",1,"STR vs PFC","STR","PFC"
"112","BP","GO:0030850","prostate gland development","5/343","44/18791",0.00119176068369847,0.0432473980063775,0.0369491076866688,"Bmp7/Esr2/Prlr/Sfrp1/Sulf1",5,"HPP vs CTX","HPP","CTX"
"113","BP","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","5/343","27/18791",0.000114166811525504,0.0115338984695631,0.00985417103096346,"Dab2ip/Fgf18/Grb10/Myof/Nedd4",5,"HPP vs CTX","HPP","CTX"
"114","BP","GO:0031346","positive regulation of cell projection organization","11/127","396/18791",7.91840691205883e-05,0.0101959671233063,0.00859785546171519,"Acsl6/Adamts1/Aqp1/Bmp7/Dab2ip/Eps8l2/Itpr1/Myo5b/Ror1/Septin9/Snap91",11,"HPP vs STR","HPP","STR"
"115","BP","GO:0031346","positive regulation of cell projection organization","14/187","396/18791",4.44865749633905e-05,0.0265866128643586,0.0236255570259272,"Acsl6/Adamts1/Bmp7/Cntn1/Dnm3/Fez1/Fxn/Itpr1/Myo5b/Ntrk2/Ror1/Saxo1/Shtn1/Vldlr",14,"HPP vs PFC","HPP","PFC"
"116","BP","GO:0031346","positive regulation of cell projection organization","18/343","396/18791",0.000381867157112505,0.0235819718076494,0.0201476356024086,"Acsl6/Aqp1/Bmp7/Cntn1/Dab2ip/Dnm3/Dpysl3/Eps8l2/Fez1/Fxn/Gprc5b/Magi2/Myo5b/Ntrk2/Ror1/Shtn1/Snap91/Vldlr",18,"HPP vs CTX","HPP","CTX"
"117","BP","GO:0031589","cell-substrate adhesion","17/343","325/18791",0.000107011507796132,0.0115338984695631,0.00985417103096346,"Antxr1/Col8a1/Cttn/Dock5/Emp2/Fam107a/Frem1/Itgb8/Kank1/Lamb1/Parva/Pdpn/Ptpn11/Ptprk/Sfrp1/Smad6/Tmeff2",17,"HPP vs CTX","HPP","CTX"
"118","BP","GO:0031589","cell-substrate adhesion","8/127","325/18791",0.00165982288374009,0.0490544952262104,0.0413657139731527,"Antxr1/Cd34/Col8a1/Cttn/Frem1/Lamb1/Parva/Smad6",8,"HPP vs STR","HPP","STR"
"119","BP","GO:0032488","Cdc42 protein signal transduction","1/2","13/18791",0.00138319928218522,0.0275685882145122,0.00241829721179932,"Shtn1",1,"STR vs PFC","STR","PFC"
"120","BP","GO:0032516","positive regulation of phosphoprotein phosphatase activity","1/5","20/18791",0.00531094451725245,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"121","BP","GO:0032570","response to progesterone","3/127","15/18791",0.000129269415263011,0.0128505550536457,0.0108363643799424,"Abhd2/Tgfb2/Yap1",3,"HPP vs STR","HPP","STR"
"122","BP","GO:0032570","response to progesterone","3/187","15/18791",0.00040404804594941,0.0455327144462425,0.0404615566181078,"Abhd2/Tgfb2/Yap1",3,"HPP vs PFC","HPP","PFC"
"123","BP","GO:0032870","cellular response to hormone stimulus","14/187","447/18791",0.00016037079953388,0.0311831985974819,0.0277102028932482,"Abhd2/Bmp7/Fam107a/Irs1/Kl/Klf9/Leprot/Mir125b-1/Myo5a/Ntrk2/Prlr/Serpina12/Sfrp1/Yap1",14,"HPP vs PFC","HPP","PFC"
"124","BP","GO:0032870","cellular response to hormone stimulus","22/343","447/18791",2.70406061498023e-05,0.00793191113727535,0.00677675541841976,"Abhd2/Aqp1/Bmp7/Esr2/Fam107a/Grb10/Kank1/Kl/Klf9/Mir125b-1/Mir708/Myo5a/Nedd4/Ntrk2/Ppargc1a/Prlr/Ptgdr/Ptpn11/Serpina12/Sfrp1/Srebf1/Yap1",22,"HPP vs CTX","HPP","CTX"
"125","BP","GO:0032878","regulation of establishment or maintenance of cell polarity","1/2","24/18791",0.00255285097502156,0.0275685882145122,0.00241829721179932,"Shtn1",1,"STR vs PFC","STR","PFC"
"126","BP","GO:0032878","regulation of establishment or maintenance of cell polarity","4/343","24/18791",0.000868285271377877,0.0383692761786094,0.0327814061131241,"Kank1/Llgl2/Plekhg3/Shtn1",4,"HPP vs CTX","HPP","CTX"
"127","BP","GO:0032924","activin receptor signaling pathway","1/5","39/18791",0.0103354177149378,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"128","BP","GO:0032925","regulation of activin receptor signaling pathway","1/5","22/18791",0.00584079538740856,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"129","BP","GO:0032926","negative regulation of activin receptor signaling pathway","1/5","11/18791",0.00292381918249252,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"130","BP","GO:0032970","regulation of actin filament-based process","17/343","365/18791",0.000418500670465247,0.0245520393339611,0.0209764283424423,"Arhgap28/Arhgap44/Arhgef19/Cttn/Dsg2/Fam107a/Grhl3/Kank1/Nck2/Pard3/Pdpn/Prox1/Rnd3/Sh3pxd2b/Tgfb2/Tmeff2/Tmod1",17,"HPP vs CTX","HPP","CTX"
"131","BP","GO:0034101","erythrocyte homeostasis","9/282","132/18791",0.000172458877071425,0.0456375387109891,0.0416046272070096,"Bcl6/Exoc6/Gata2/Hmox1/Id2/Mafb/Rps14/Slc25a5/Tal1",9,"CTX vs STR","CTX","STR"
"132","BP","GO:0034446","substrate adhesion-dependent cell spreading","8/343","103/18791",0.000599631366550566,0.030589890003739,0.0261349628411131,"Antxr1/Dock5/Kank1/Lamb1/Parva/Pdpn/Sfrp1/Tmeff2",8,"HPP vs CTX","HPP","CTX"
"133","BP","GO:0034605","cellular response to heat","4/127","46/18791",0.000260669237736382,0.0172752613008929,0.0145675440036408,"Cd34/Scara5/Tcim/Xylt1",4,"HPP vs STR","HPP","STR"
"134","BP","GO:0035113","embryonic appendage morphogenesis","5/127","117/18791",0.00119346905750541,0.0395472246782475,0.0333486090709646,"Bmp7/Fras1/Lef1/Msx1/Tgfb2",5,"HPP vs STR","HPP","STR"
"135","BP","GO:0035265","organ growth","12/343","189/18791",0.00019127552178687,0.0177181535970995,0.0151377885247947,"Fxn/Myh6/Ncam1/Pdgfra/Prlr/Prox1/Ptpn11/Tgfb2/Tgfbr3/Ttn/Wwc1/Yap1",12,"HPP vs CTX","HPP","CTX"
"136","BP","GO:0035304","regulation of protein dephosphorylation","1/5","85/18791",0.0224158829113693,0.0458280272854661,0.0157304441483293,"Magi2",1,"STR vs CTX","STR","CTX"
"137","BP","GO:0035306","positive regulation of dephosphorylation","1/5","58/18791",0.0153395662704218,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"138","BP","GO:0035307","positive regulation of protein dephosphorylation","1/5","43/18791",0.0113906096307718,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"139","BP","GO:0035418","protein localization to synapse","1/5","80/18791",0.0211085329823752,0.0451624426599656,0.0155019826063955,"Magi2",1,"STR vs CTX","STR","CTX"
"140","BP","GO:0035592","establishment of protein localization to extracellular region","17/343","356/18791",0.000314257633224877,0.0208714503575768,0.0178318581553818,"Abat/Adcy5/Eipr1/Ezr/Fbn1/Golph3/Llgl2/Myo5a/Myrip/Per2/Ptpn11/Rab11fip3/Sfrp1/Srebf1/Syt9/Tgfb2/Ttn",17,"HPP vs CTX","HPP","CTX"
"141","BP","GO:0038179","neurotrophin signaling pathway","1/5","36/18791",0.00954343264993029,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"142","BP","GO:0042113","B cell activation","17/282","257/18791",3.71601575230212e-07,0.000311402120042918,0.000283884045498238,"Bad/Bcl6/Cr2/Ctla4/Ezh2/Fcrl1/Gm13271/Hhex/Id2/Irf8/Lyl1/Nfatc1/Plcg2/Ptprc/Siglecg/Slc25a5/Tpd52",17,"CTX vs STR","CTX","STR"
"143","BP","GO:0042438","melanin biosynthetic process","1/5","22/18791",0.00584079538740856,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"144","BP","GO:0042440","pigment metabolic process","1/5","59/18791",0.0156023806711396,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"145","BP","GO:0042476","odontogenesis","6/127","125/18791",0.000205962982455461,0.0172752613008929,0.0145675440036408,"Bmp7/Cd34/Id3/Lamb1/Lef1/Msx1",6,"HPP vs STR","HPP","STR"
"146","BP","GO:0042552","myelination","11/343","150/18791",9.94634344422085e-05,0.0115338984695631,0.00985417103096346,"Cntn1/Degs1/Fa2h/Mir204/Mir23b/Mpdz/Myo5a/Ntrk2/Pard3/Tmem98/Ugt8a",11,"HPP vs CTX","HPP","CTX"
"147","BP","GO:0042552","myelination","14/278","150/18791",5.15926439424162e-08,6.04757735734115e-05,5.85214897354996e-05,"Cxcr4/Fa2h/Galc/Gjc3/Mal/Mir100/Mir204/Mir23b/Myo5a/Ndrg1/Pard3/Sox10/Ugt8a/Wasf3",14,"VTA vs PFC","VTA","PFC"
"148","BP","GO:0042552","myelination","22/548","150/18791",4.53135147599169e-10,8.0064534134383e-07,7.67348240033744e-07,"Bcas1/Cntn1/Cxcr4/Degs1/Fa2h/Galc/Gjc3/Igf1/Itgax/Mal/Mall/Mir100/Mir204/Mir23b/Myo5a/Ndrg1/Nkx6-2/Olig2/Pard3/Sox10/Tmem98/Ugt8a",22,"VTA vs CTX","VTA","CTX"
"149","BP","GO:0042552","myelination","8/187","150/18791",0.000130764259750161,0.0311831985974819,0.0277102028932482,"Cntn1/Mir204/Mir23b/Myo5a/Ntrk2/Pard3/Plp1/Ugt8a",8,"HPP vs PFC","HPP","PFC"
"150","BP","GO:0043010","camera-type eye development","16/343","312/18791",0.000212659474088131,0.0180282326441969,0.0154027095288489,"Aqp1/Bmp7/Col8a1/Col8a2/Crb2/Cryaa/Grhl3/Mir23b/Ntrk2/Pdgfra/Prox1/Slc4a5/Tgfb2/Tmod1/Ttll5/Tulp3",16,"HPP vs CTX","HPP","CTX"
"151","BP","GO:0043062","extracellular structure organization","17/343","286/18791",2.18040844957172e-05,0.00793191113727535,0.00677675541841976,"Antxr1/Col18a1/Col4a4/Col8a1/Col8a2/Col9a3/Fap/Lamb1/Loxl1/Loxl4/Pdgfra/Pdpn/Phldb1/Scx/Sh3pxd2b/Sulf1/Tgfb2",17,"HPP vs CTX","HPP","CTX"
"152","BP","GO:0043113","receptor clustering","1/5","70/18791",0.018489637073437,0.041488941725761,0.014241055512275,"Magi2",1,"STR vs CTX","STR","CTX"
"153","BP","GO:0043401","steroid hormone mediated signaling pathway","8/343","102/18791",0.000561812124476828,0.0290820393846829,0.024846706495825,"Abhd2/Bmp7/Esr2/Klf9/Nedd4/Ntrk2/Sfrp1/Yap1",8,"HPP vs CTX","HPP","CTX"
"154","BP","GO:0043666","regulation of phosphoprotein phosphatase activity","1/5","51/18791",0.0134982933236133,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"155","BP","GO:0044089","positive regulation of cellular component biogenesis","10/127","470/18791",0.00134338475536773,0.0432056244116064,0.0364335927461962,"Aqp1/Bmp7/Cttn/Cxcl13/Dab2ip/Eps8l2/Myo5b/Septin9/Sh3pxd2b/Snap91",10,"HPP vs STR","HPP","STR"
"156","BP","GO:0044089","positive regulation of cellular component biogenesis","19/343","470/18791",0.00109302574373246,0.0418201154123725,0.0357296859249845,"Aqp1/Bmp7/Cttn/Cxcl13/Dab2ip/Dnm3/Dpysl3/Eps8l2/Hopx/Lrrn1/Lrrtm2/Myo5b/Nck2/Ntrk2/Phldb1/Ptpn11/Sh3pxd2b/Snap91/Trabd2b",19,"HPP vs CTX","HPP","CTX"
"157","BP","GO:0044091","membrane biogenesis","1/5","54/18791",0.014287747278265,0.0377741847827591,0.0129659673167365,"Magi2",1,"STR vs CTX","STR","CTX"
"158","BP","GO:0044550","secondary metabolite biosynthetic process","1/5","24/18791",0.00637042044077751,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"159","BP","GO:0045229","external encapsulating structure organization","17/343","287/18791",2.27985237012516e-05,0.00793191113727535,0.00677675541841976,"Antxr1/Col18a1/Col4a4/Col8a1/Col8a2/Col9a3/Fap/Lamb1/Loxl1/Loxl4/Pdgfra/Pdpn/Phldb1/Scx/Sh3pxd2b/Sulf1/Tgfb2",17,"HPP vs CTX","HPP","CTX"
"160","BP","GO:0045444","fat cell differentiation","7/127","225/18791",0.000852086419941521,0.0358367884694636,0.0302197450959017,"Bmp7/Fbn1/Htr2c/Per2/Sh3pxd2b/Smad6/Yap1",7,"HPP vs STR","HPP","STR"
"161","BP","GO:0045471","response to ethanol","1/1","68/18791",0.00361875365866626,0.0123463360119205,NA,"Mir152",1,"PFC vs STR","PFC","STR"
"162","BP","GO:0045598","regulation of fat cell differentiation","5/127","125/18791",0.00160059259012509,0.0479994052619838,0.0404759983726786,"Bmp7/Fbn1/Htr2c/Sh3pxd2b/Yap1",5,"HPP vs STR","HPP","STR"
"163","BP","GO:0045746","negative regulation of Notch signaling pathway","3/127","34/18791",0.00154804167588151,0.0476840442979275,0.0402100669554396,"Bmp7/Nrarp/Tcim",3,"HPP vs STR","HPP","STR"
"164","BP","GO:0045765","regulation of angiogenesis","15/282","268/18791",1.38665481355096e-05,0.00922588094784361,0.0084106055745478,"Acvrl1/Btg1/Cd34/Epha2/Foxj2/Gata2/Glul/Gtf2i/Hhex/Hmox1/Jak1/Jmjd8/Jup/Ptprm/Tjp1",15,"CTX vs STR","CTX","STR"
"165","BP","GO:0045773","positive regulation of axon extension","1/2","44/18791",0.00467773445493214,0.0374218756394571,0.00328262067012781,"Shtn1",1,"STR vs PFC","STR","PFC"
"166","BP","GO:0045927","positive regulation of growth","1/2","272/18791",0.0287412624270746,0.0475717447068822,0.00417296006200721,"Shtn1",1,"STR vs PFC","STR","PFC"
"167","BP","GO:0045927","positive regulation of growth","10/187","272/18791",0.000409282826483078,0.0455327144462425,0.0404615566181078,"Fam122a/Fxn/Hopx/Myo5b/N6amt1/Sfrp1/Shtn1/Tgfb2/Tgfbr3/Yap1",10,"HPP vs PFC","HPP","PFC"
"168","BP","GO:0045927","positive regulation of growth","14/343","272/18791",0.000503439188131671,0.0272332763125562,0.02326718613187,"Cryaa/Ezr/Fxn/Hopx/Myo5b/Ncam1/Prox1/Sfrp1/Sh3pxd2b/Shtn1/Tead1/Tgfb2/Tgfbr3/Yap1",14,"HPP vs CTX","HPP","CTX"
"169","BP","GO:0046148","pigment biosynthetic process","1/5","46/18791",0.0121814127547332,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"170","BP","GO:0046189","phenol-containing compound biosynthetic process","1/5","48/18791",0.0127083336329411,0.0377741847827591,0.0129659673167365,"Oca2",1,"STR vs CTX","STR","CTX"
"171","BP","GO:0046879","hormone secretion","15/343","321/18791",0.000872029004059304,0.0383692761786094,0.0327814061131241,"Abat/Adcy5/Aqp1/Bmp6/Eipr1/Fbn1/Myo5a/Myrip/Per2/Ptpn11/Rab11fip3/Sfrp1/Slc16a2/Srebf1/Syt9",15,"HPP vs CTX","HPP","CTX"
"172","BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway","6/343","39/18791",6.94752887199978e-05,0.0106327398388866,0.00908425171043633,"Dab2ip/Fgf18/Grb10/Myof/Nedd4/Sulf1",6,"HPP vs CTX","HPP","CTX"
"173","BP","GO:0048015","phosphatidylinositol-mediated signaling","11/343","144/18791",6.88247372552439e-05,0.0106327398388866,0.00908425171043633,"Dab2ip/Ezr/Kcnh1/Nedd4/Ntrk2/Pdgfra/Pitpnm2/Plch1/Ror1/Serpina12/Tgfb2",11,"HPP vs CTX","HPP","CTX"
"174","BP","GO:0048015","phosphatidylinositol-mediated signaling","8/187","144/18791",9.84257439135589e-05,0.0311831985974819,0.0277102028932482,"Irs1/Kcnh1/Ntrk2/Pdgfra/Plch1/Ror1/Serpina12/Tgfb2",8,"HPP vs PFC","HPP","PFC"
"175","BP","GO:0048017","inositol lipid-mediated signaling","11/343","146/18791",7.79832760725294e-05,0.0110078196267935,0.00940470713927899,"Dab2ip/Ezr/Kcnh1/Nedd4/Ntrk2/Pdgfra/Pitpnm2/Plch1/Ror1/Serpina12/Tgfb2",11,"HPP vs CTX","HPP","CTX"
