"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","result"
205.734506840124,-0.976992945905605,0.384560308317695,-2.54054546133369,0.0110679703746635,0.04841926420079,"Gm16638","predicted gene, 16638","102631889","HPP_vs_CTX"
76.2440865804416,-0.975727178294954,0.371441561713836,-2.62686591611595,0.00861752834311343,0.0393883508715846,"Gm39251","predicted gene, 39251","105243288","HPP_vs_CTX"
1146.80986292777,-0.960559569045405,0.379187652134962,-2.53320371493405,0.0113025245391359,0.0492032926747588,"Retnlg","resistin like gamma","245195","HPP_vs_CTX"
266.134473567425,-0.942191941252986,0.300379870963415,-3.13666804047513,0.00170879482243111,0.0102860262944301,"Olfr111",NA,NA,"HPP_vs_CTX"
42.4459519728094,-0.93950114488052,0.316912783338355,-2.96454164765405,0.00303134207798734,0.0166241768616896,"Gm15421","ribosomal protein L22 like 1 pseudogene","100042049","HPP_vs_CTX"
876.317628420497,-0.931892710336456,0.32108769794366,-2.90229964057973,0.00370434034123339,0.019667321947938,"Col6a3","collagen, type VI, alpha 3","12835","HPP_vs_CTX"
467.233604575152,-0.910601729572347,0.18972048935511,-4.79970156448378,1.58902238288255e-06,2.21315948037645e-05,"Gm39419","predicted gene, 39419","105243523","HPP_vs_CTX"
134.594602314778,-0.909527355597324,0.359048311847126,-2.53316148714989,0.0113038863018847,0.0492032926747588,"Gapt","Grb2-binding adaptor, transmembrane","238875","HPP_vs_CTX"
9276.13890844178,-0.893845514690226,0.161518239743747,-5.53402213959448,3.1296944320019e-08,6.25457394949303e-07,"Clec4a3","C-type lectin domain family 4, member a3","73149","HPP_vs_CTX"
268.524632695658,-0.885817867239906,0.328706081034141,-2.69486303524728,0.00704175700260143,0.0335227547509623,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)","14025","HPP_vs_CTX"
1120.41068645636,-0.852686732764225,0.239107447861106,-3.56612368369026,0.000362300433124096,0.00275543479290516,"Snap25","synaptosomal-associated protein 25","20614","HPP_vs_CTX"
160.947055502202,-0.847361826911832,0.296637752880209,-2.85655422711492,0.00428266841625327,0.0221582034229142,"Fcrlb","Fc receptor-like B","435653","HPP_vs_CTX"
3454.9020796782,-0.845036139723654,0.150742068612831,-5.60584147146119,2.07245589465206e-08,4.26868954622574e-07,"Dusp27","dual specificity phosphatase 27 (putative)","240892","HPP_vs_CTX"
511.877907744412,-0.831660785946476,0.186271907749691,-4.46476763991728,8.01556939951431e-06,9.44276721581236e-05,"Cxcr3","chemokine (C-X-C motif) receptor 3","12766","HPP_vs_CTX"
3973.95837341102,-0.826583896164343,0.157919867274058,-5.23419827050557,1.65702510226209e-07,2.84468142005082e-06,"Lilra5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5","232801","HPP_vs_CTX"
4230.08269174353,-0.822621886534776,0.0747549649938429,-11.0042441542516,3.64560143412554e-28,6.70137207018266e-26,"Ebi3","Epstein-Barr virus induced gene 3","50498","HPP_vs_CTX"
109.372032342818,-0.818087976289461,0.248742837728675,-3.28889058177353,0.00100583117922318,0.00662787302237528,"Gm42199","predicted gene, 42199","105247016","HPP_vs_CTX"
153.649925878283,-0.815343342618561,0.273992558741273,-2.97578644604169,0.00292238287154668,0.0161019129206654,"D7Ertd128e","DNA segment, Chr 7, ERATO Doi 128, expressed","52222","HPP_vs_CTX"
2086.42326199221,-0.815334995682363,0.229645925976786,-3.55040043586396,0.000384645598198619,0.00290047193533285,"Angptl7","angiopoietin-like 7","654812","HPP_vs_CTX"
1795.31025418523,-0.804477270620753,0.169954165555809,-4.73349545737719,2.20685904924766e-06,2.98201446425733e-05,"Rapsn","receptor-associated protein of the synapse","19400","HPP_vs_CTX"
6606.61589622274,-0.801162366955063,0.233488723007539,-3.43126792864079,0.000600766918361741,0.00426601436015981,"Pcbp1","poly(rC) binding protein 1","23983","HPP_vs_CTX"
223.675427529168,-0.800649192593754,0.307283314253339,-2.60557327865079,0.00917206515546052,0.0415236267551459,"LOC108168879",NA,NA,"HPP_vs_CTX"
42070.7517353924,-0.79515729332303,0.188478114105278,-4.21883090828722,2.45572352569369e-05,0.000255062755320584,"Abcc3","ATP-binding cassette, sub-family C (CFTR/MRP), member 3","76408","HPP_vs_CTX"
